variant,M,N,tile,nthreads,rep,time_s,bw_gbs,checksum,status
row_major,16384,16384,0,288,0,0.020405226,420.967,2.681670e+09,PASS
row_major,16384,16384,0,288,1,0.019773148,434.424,2.681670e+09,PASS
row_major,16384,16384,0,288,2,0.020349515,422.120,2.681670e+09,PASS
row_major,16384,16384,0,288,3,0.020495623,419.111,2.681670e+09,PASS
row_major,16384,16384,0,288,4,0.019924791,431.118,2.681670e+09,PASS
row_major,16384,16384,0,288,5,0.021426251,400.907,2.681670e+09,PASS
row_major,16384,16384,0,288,6,0.020403178,421.010,2.681670e+09,PASS
row_major,16384,16384,0,288,7,0.020191280,425.428,2.681670e+09,PASS
row_major,16384,16384,0,288,8,0.022010939,390.258,2.681670e+09,PASS
row_major,16384,16384,0,288,9,0.019952247,430.525,2.681670e+09,PASS
row_major,16384,16384,0,288,10,0.021898718,392.257,2.681670e+09,PASS
row_major,16384,16384,0,288,11,0.020194640,425.357,2.681670e+09,PASS
row_major,16384,16384,0,288,12,0.019815387,433.498,2.681670e+09,PASS
row_major,16384,16384,0,288,13,0.019555074,439.269,2.681670e+09,PASS
row_major,16384,16384,0,288,14,0.019968631,430.171,2.681670e+09,PASS
row_major,16384,16384,0,288,15,0.019866106,432.391,2.681670e+09,PASS
row_major,16384,16384,0,288,16,0.025655920,334.813,2.681670e+09,PASS
row_major,16384,16384,0,288,17,0.020074419,427.905,2.681670e+09,PASS
row_major,16384,16384,0,288,18,0.019881369,432.060,2.681670e+09,PASS
row_major,16384,16384,0,288,19,0.020374090,421.611,2.681670e+09,PASS
row_major,16384,16384,0,288,20,0.034142327,251.592,2.681670e+09,PASS
row_major,16384,16384,0,288,21,0.020311308,422.914,2.681670e+09,PASS
row_major,16384,16384,0,288,22,0.019719230,435.612,2.681670e+09,PASS
row_major,16384,16384,0,288,23,0.019864634,432.424,2.681670e+09,PASS
row_major,16384,16384,0,288,24,0.020263854,423.904,2.681670e+09,PASS
row_major,16384,16384,0,288,25,0.020232975,424.551,2.681670e+09,PASS
row_major,16384,16384,0,288,26,0.019870938,432.286,2.681670e+09,PASS
row_major,16384,16384,0,288,27,0.020078675,427.814,2.681670e+09,PASS
row_major,16384,16384,0,288,28,0.020214768,424.934,2.681670e+09,PASS
row_major,16384,16384,0,288,29,0.022338257,384.539,2.681670e+09,PASS
row_major,16384,16384,0,288,30,0.019540259,439.602,2.681670e+09,PASS
row_major,16384,16384,0,288,31,0.019991510,429.679,2.681670e+09,PASS
row_major,16384,16384,0,288,32,0.022382640,383.777,2.681670e+09,PASS
row_major,16384,16384,0,288,33,0.020189424,425.467,2.681670e+09,PASS
row_major,16384,16384,0,288,34,0.020280365,423.559,2.681670e+09,PASS
row_major,16384,16384,0,288,35,0.019641760,437.330,2.681670e+09,PASS
row_major,16384,16384,0,288,36,0.019906296,431.518,2.681670e+09,PASS
row_major,16384,16384,0,288,37,0.020298285,423.185,2.681670e+09,PASS
row_major,16384,16384,0,288,38,0.019900056,431.654,2.681670e+09,PASS
row_major,16384,16384,0,288,39,0.020123410,426.863,2.681670e+09,PASS
row_major,16384,16384,0,288,40,0.020480295,419.424,2.681670e+09,PASS
row_major,16384,16384,0,288,41,0.020534118,418.325,2.681670e+09,PASS
row_major,16384,16384,0,288,42,0.022186325,387.172,2.681670e+09,PASS
row_major,16384,16384,0,288,43,0.020542022,418.164,2.681670e+09,PASS
row_major,16384,16384,0,288,44,0.019651520,437.113,2.681670e+09,PASS
row_major,16384,16384,0,288,45,0.020321132,422.709,2.681670e+09,PASS
row_major,16384,16384,0,288,46,0.020240463,424.394,2.681670e+09,PASS
row_major,16384,16384,0,288,47,0.019838363,432.996,2.681670e+09,PASS
row_major,16384,16384,0,288,48,0.020069139,428.017,2.681670e+09,PASS
row_major,16384,16384,0,288,49,0.019994742,429.610,2.681670e+09,PASS
row_major,16384,16384,0,288,50,0.020480616,419.418,2.681670e+09,PASS
row_major,16384,16384,0,288,51,0.021807649,393.895,2.681670e+09,PASS
row_major,16384,16384,0,288,52,0.020810078,412.778,2.681670e+09,PASS
row_major,16384,16384,0,288,53,0.020155313,426.187,2.681670e+09,PASS
row_major,16384,16384,0,288,54,0.020131506,426.691,2.681670e+09,PASS
row_major,16384,16384,0,288,55,0.022345361,384.417,2.681670e+09,PASS
row_major,16384,16384,0,288,56,0.020568485,417.626,2.681670e+09,PASS
row_major,16384,16384,0,288,57,0.019941816,430.750,2.681670e+09,PASS
row_major,16384,16384,0,288,58,0.020052468,428.373,2.681670e+09,PASS
row_major,16384,16384,0,288,59,0.020071508,427.967,2.681670e+09,PASS
row_major,16384,16384,0,288,60,0.020368587,421.725,2.681670e+09,PASS
row_major,16384,16384,0,288,61,0.020523207,418.547,2.681670e+09,PASS
row_major,16384,16384,0,288,62,0.020189456,425.466,2.681670e+09,PASS
row_major,16384,16384,0,288,63,0.020329068,422.544,2.681670e+09,PASS
row_major,16384,16384,0,288,64,0.019523076,439.989,2.681670e+09,PASS
row_major,16384,16384,0,288,65,0.020837565,412.233,2.681670e+09,PASS
row_major,16384,16384,0,288,66,0.020184816,425.564,2.681670e+09,PASS
row_major,16384,16384,0,288,67,0.020195056,425.348,2.681670e+09,PASS
row_major,16384,16384,0,288,68,0.020511495,418.786,2.681670e+09,PASS
row_major,16384,16384,0,288,69,0.019860698,432.509,2.681670e+09,PASS
row_major,16384,16384,0,288,70,0.020429353,420.470,2.681670e+09,PASS
row_major,16384,16384,0,288,71,0.019739741,435.159,2.681670e+09,PASS
row_major,16384,16384,0,288,72,0.020155729,426.178,2.681670e+09,PASS
row_major,16384,16384,0,288,73,0.019861690,432.488,2.681670e+09,PASS
row_major,16384,16384,0,288,74,0.019963863,430.274,2.681670e+09,PASS
row_major,16384,16384,0,288,75,0.020178576,425.696,2.681670e+09,PASS
row_major,16384,16384,0,288,76,0.020206351,425.111,2.681670e+09,PASS
row_major,16384,16384,0,288,77,0.020109106,427.166,2.681670e+09,PASS
row_major,16384,16384,0,288,78,0.022108408,388.537,2.681670e+09,PASS
row_major,16384,16384,0,288,79,0.020354187,422.023,2.681670e+09,PASS
row_major,16384,16384,0,288,80,0.021071703,407.653,2.681670e+09,PASS
row_major,16384,16384,0,288,81,0.020925147,410.508,2.681670e+09,PASS
row_major,16384,16384,0,288,82,0.020395338,421.171,2.681670e+09,PASS
row_major,16384,16384,0,288,83,0.019927320,431.063,2.681670e+09,PASS
row_major,16384,16384,0,288,84,0.020006262,429.362,2.681670e+09,PASS
row_major,16384,16384,0,288,85,0.020254926,424.091,2.681670e+09,PASS
row_major,16384,16384,0,288,86,0.019937496,430.843,2.681670e+09,PASS
row_major,16384,16384,0,288,87,0.020375051,421.591,2.681670e+09,PASS
row_major,16384,16384,0,288,88,0.020729920,414.374,2.681670e+09,PASS
row_major,16384,16384,0,288,89,0.020386987,421.344,2.681670e+09,PASS
row_major,16384,16384,0,288,90,0.019947383,430.630,2.681670e+09,PASS
row_major,16384,16384,0,288,91,0.021546184,398.675,2.681670e+09,PASS
row_major,16384,16384,0,288,92,0.020311565,422.909,2.681670e+09,PASS
row_major,16384,16384,0,288,93,0.020154097,426.213,2.681670e+09,PASS
row_major,16384,16384,0,288,94,0.020205264,425.133,2.681670e+09,PASS
row_major,16384,16384,0,288,95,0.019609762,438.044,2.681670e+09,PASS
row_major,16384,16384,0,288,96,0.020264654,423.888,2.681670e+09,PASS
row_major,16384,16384,0,288,97,0.020482600,419.377,2.681670e+09,PASS
row_major,16384,16384,0,288,98,0.020173136,425.811,2.681670e+09,PASS
row_major,16384,16384,0,288,99,0.020380843,421.471,2.681670e+09,PASS
col_major,16384,16384,0,288,0,0.064502238,133.173,2.681670e+09,PASS
col_major,16384,16384,0,288,1,0.061302011,140.125,2.681670e+09,PASS
col_major,16384,16384,0,288,2,0.061168639,140.430,2.681670e+09,PASS
col_major,16384,16384,0,288,3,0.062018790,138.505,2.681670e+09,PASS
col_major,16384,16384,0,288,4,0.062662644,137.082,2.681670e+09,PASS
col_major,16384,16384,0,288,5,0.061844811,138.895,2.681670e+09,PASS
col_major,16384,16384,0,288,6,0.059810951,143.618,2.681670e+09,PASS
col_major,16384,16384,0,288,7,0.062769744,136.848,2.681670e+09,PASS
col_major,16384,16384,0,288,8,0.061785869,139.027,2.681670e+09,PASS
col_major,16384,16384,0,288,9,0.061151167,140.470,2.681670e+09,PASS
col_major,16384,16384,0,288,10,0.061812620,138.967,2.681670e+09,PASS
col_major,16384,16384,0,288,11,0.061899818,138.772,2.681670e+09,PASS
col_major,16384,16384,0,288,12,0.060786027,141.314,2.681670e+09,PASS
col_major,16384,16384,0,288,13,0.061086849,140.618,2.681670e+09,PASS
col_major,16384,16384,0,288,14,0.060354135,142.326,2.681670e+09,PASS
col_major,16384,16384,0,288,15,0.060450452,142.099,2.681670e+09,PASS
col_major,16384,16384,0,288,16,0.061503701,139.665,2.681670e+09,PASS
col_major,16384,16384,0,288,17,0.062438650,137.574,2.681670e+09,PASS
col_major,16384,16384,0,288,18,0.061604242,139.437,2.681670e+09,PASS
col_major,16384,16384,0,288,19,0.062795919,136.791,2.681670e+09,PASS
col_major,16384,16384,0,288,20,0.061872394,138.833,2.681670e+09,PASS
col_major,16384,16384,0,288,21,0.062035589,138.468,2.681670e+09,PASS
col_major,16384,16384,0,288,22,0.061493173,139.689,2.681670e+09,PASS
col_major,16384,16384,0,288,23,0.060766378,141.360,2.681670e+09,PASS
col_major,16384,16384,0,288,24,0.061472183,139.737,2.681670e+09,PASS
col_major,16384,16384,0,288,25,0.061362521,139.987,2.681670e+09,PASS
col_major,16384,16384,0,288,26,0.089997426,95.446,2.681670e+09,PASS
col_major,16384,16384,0,288,27,0.061882890,138.810,2.681670e+09,PASS
col_major,16384,16384,0,288,28,0.060974980,140.876,2.681670e+09,PASS
col_major,16384,16384,0,288,29,0.060518034,141.940,2.681670e+09,PASS
col_major,16384,16384,0,288,30,0.062283455,137.917,2.681670e+09,PASS
col_major,16384,16384,0,288,31,0.061253757,140.235,2.681670e+09,PASS
col_major,16384,16384,0,288,32,0.061496726,139.681,2.681670e+09,PASS
col_major,16384,16384,0,288,33,0.062493464,137.453,2.681670e+09,PASS
col_major,16384,16384,0,288,34,0.062725617,136.945,2.681670e+09,PASS
col_major,16384,16384,0,288,35,0.061391224,139.921,2.681670e+09,PASS
col_major,16384,16384,0,288,36,0.080094677,107.247,2.681670e+09,PASS
col_major,16384,16384,0,288,37,0.061227166,140.296,2.681670e+09,PASS
col_major,16384,16384,0,288,38,0.061197086,140.365,2.681670e+09,PASS
col_major,16384,16384,0,288,39,0.062934955,136.489,2.681670e+09,PASS
col_major,16384,16384,0,288,40,0.062884204,136.599,2.681670e+09,PASS
col_major,16384,16384,0,288,41,0.061305243,140.117,2.681670e+09,PASS
col_major,16384,16384,0,288,42,0.063985581,134.248,2.681670e+09,PASS
col_major,16384,16384,0,288,43,0.062430650,137.592,2.681670e+09,PASS
col_major,16384,16384,0,288,44,0.060715532,141.478,2.681670e+09,PASS
col_major,16384,16384,0,288,45,0.062781392,136.823,2.681670e+09,PASS
col_major,16384,16384,0,288,46,0.061384921,139.936,2.681670e+09,PASS
col_major,16384,16384,0,288,47,0.063080455,136.174,2.681670e+09,PASS
col_major,16384,16384,0,288,48,0.062228512,138.039,2.681670e+09,PASS
col_major,16384,16384,0,288,49,0.063666166,134.921,2.681670e+09,PASS
col_major,16384,16384,0,288,50,0.061637298,139.363,2.681670e+09,PASS
col_major,16384,16384,0,288,51,0.062692498,137.017,2.681670e+09,PASS
col_major,16384,16384,0,288,52,0.065161098,131.826,2.681670e+09,PASS
col_major,16384,16384,0,288,53,0.061760462,139.085,2.681670e+09,PASS
col_major,16384,16384,0,288,54,0.061660464,139.310,2.681670e+09,PASS
col_major,16384,16384,0,288,55,0.062453689,137.541,2.681670e+09,PASS
col_major,16384,16384,0,288,56,0.060558769,141.845,2.681670e+09,PASS
col_major,16384,16384,0,288,57,0.061344858,140.027,2.681670e+09,PASS
col_major,16384,16384,0,288,58,0.063665302,134.923,2.681670e+09,PASS
col_major,16384,16384,0,288,59,0.063637239,134.983,2.681670e+09,PASS
col_major,16384,16384,0,288,60,0.060577169,141.802,2.681670e+09,PASS
col_major,16384,16384,0,288,61,0.063315616,135.668,2.681670e+09,PASS
col_major,16384,16384,0,288,62,0.065496672,131.151,2.681670e+09,PASS
col_major,16384,16384,0,288,63,0.063156101,136.011,2.681670e+09,PASS
col_major,16384,16384,0,288,64,0.061506453,139.659,2.681670e+09,PASS
col_major,16384,16384,0,288,65,0.062961290,136.432,2.681670e+09,PASS
col_major,16384,16384,0,288,66,0.060617008,141.708,2.681670e+09,PASS
col_major,16384,16384,0,288,67,0.061237245,140.273,2.681670e+09,PASS
col_major,16384,16384,0,288,68,0.061850507,138.882,2.681670e+09,PASS
col_major,16384,16384,0,288,69,0.060879911,141.096,2.681670e+09,PASS
col_major,16384,16384,0,288,70,0.061521748,139.624,2.681670e+09,PASS
col_major,16384,16384,0,288,71,0.062307165,137.864,2.681670e+09,PASS
col_major,16384,16384,0,288,72,0.062487128,137.467,2.681670e+09,PASS
col_major,16384,16384,0,288,73,0.061724846,139.165,2.681670e+09,PASS
col_major,16384,16384,0,288,74,0.061654737,139.323,2.681670e+09,PASS
col_major,16384,16384,0,288,75,0.062029830,138.481,2.681670e+09,PASS
col_major,16384,16384,0,288,76,0.063162372,135.998,2.681670e+09,PASS
col_major,16384,16384,0,288,77,0.061282140,140.170,2.681670e+09,PASS
col_major,16384,16384,0,288,78,0.061183007,140.397,2.681670e+09,PASS
col_major,16384,16384,0,288,79,0.063353983,135.586,2.681670e+09,PASS
col_major,16384,16384,0,288,80,0.061409688,139.879,2.681670e+09,PASS
col_major,16384,16384,0,288,81,0.060546353,141.874,2.681670e+09,PASS
col_major,16384,16384,0,288,82,0.061593010,139.463,2.681670e+09,PASS
col_major,16384,16384,0,288,83,0.062430394,137.592,2.681670e+09,PASS
col_major,16384,16384,0,288,84,0.060695309,141.526,2.681670e+09,PASS
