backend,V,nlev,N_e,cell_dist,layout,schedule,run_id,time_ms
cpu,1,256,163840,uniform,V1,jk_outer,0,1.141212
cpu,1,256,163840,uniform,V1,jk_outer,1,1.126973
cpu,1,256,163840,uniform,V1,jk_outer,2,1.069214
cpu,1,256,163840,uniform,V1,jk_outer,3,1.131165
cpu,1,256,163840,uniform,V1,jk_outer,4,1.110845
cpu,1,256,163840,uniform,V1,jk_outer,5,1.074174
cpu,1,256,163840,uniform,V1,jk_outer,6,1.051615
cpu,1,256,163840,uniform,V1,jk_outer,7,1.134396
cpu,1,256,163840,uniform,V1,jk_outer,8,1.057503
cpu,1,256,163840,uniform,V1,jk_outer,9,1.062846
cpu,1,256,163840,uniform,V1,jk_outer,10,1.233401
cpu,1,256,163840,uniform,V1,jk_outer,11,1.399572
cpu,1,256,163840,uniform,V1,jk_outer,12,1.044767
cpu,1,256,163840,uniform,V1,jk_outer,13,1.189882
cpu,1,256,163840,uniform,V1,jk_outer,14,1.061247
cpu,1,256,163840,uniform,V1,jk_outer,15,1.022784
cpu,1,256,163840,uniform,V1,jk_outer,16,1.762312
cpu,1,256,163840,uniform,V1,jk_outer,17,1.021919
cpu,1,256,163840,uniform,V1,jk_outer,18,1.093374
cpu,1,256,163840,uniform,V1,jk_outer,19,1.496017
cpu,1,256,163840,uniform,V1,jk_outer,20,1.002113
cpu,1,256,163840,uniform,V1,jk_outer,21,1.012544
cpu,1,256,163840,uniform,V1,jk_outer,22,1.005440
cpu,1,256,163840,uniform,V1,jk_outer,23,1.003073
cpu,1,256,163840,uniform,V1,jk_outer,24,0.988705
cpu,1,256,163840,uniform,V1,jk_outer,25,1.047071
cpu,1,256,163840,uniform,V1,jk_outer,26,1.115773
cpu,1,256,163840,uniform,V1,jk_outer,27,0.976865
cpu,1,256,163840,uniform,V1,jk_outer,28,1.069534
cpu,1,256,163840,uniform,V1,jk_outer,29,1.131485
cpu,1,256,163840,uniform,V1,jk_outer,30,0.959778
cpu,1,256,163840,uniform,V1,jk_outer,31,1.165179
cpu,1,256,163840,uniform,V1,jk_outer,32,1.175547
cpu,1,256,163840,uniform,V1,jk_outer,33,1.434451
cpu,1,256,163840,uniform,V1,jk_outer,34,0.969473
cpu,1,256,163840,uniform,V1,jk_outer,35,1.117373
cpu,1,256,163840,uniform,V1,jk_outer,36,0.972034
cpu,1,256,163840,uniform,V1,jk_outer,37,1.091358
cpu,1,256,163840,uniform,V1,jk_outer,38,0.949666
cpu,1,256,163840,uniform,V1,jk_outer,39,0.952578
cpu,1,256,163840,uniform,V1,jk_outer,40,0.914531
cpu,1,256,163840,uniform,V1,jk_outer,41,0.957634
cpu,1,256,163840,uniform,V1,jk_outer,42,1.203226
cpu,1,256,163840,uniform,V1,jk_outer,43,0.901092
cpu,1,256,163840,uniform,V1,jk_outer,44,0.976321
cpu,1,256,163840,uniform,V1,jk_outer,45,0.916420
cpu,1,256,163840,uniform,V1,jk_outer,46,1.093726
cpu,1,256,163840,uniform,V1,jk_outer,47,0.925219
cpu,1,256,163840,uniform,V1,jk_outer,48,0.909155
cpu,1,256,163840,uniform,V1,jk_outer,49,0.897284
cpu,1,256,163840,uniform,V1,jk_outer,50,0.964002
cpu,1,256,163840,uniform,V1,jk_outer,51,1.030624
cpu,1,256,163840,uniform,V1,jk_outer,52,0.907332
cpu,1,256,163840,uniform,V1,jk_outer,53,0.967906
cpu,1,256,163840,uniform,V1,jk_outer,54,0.907204
cpu,1,256,163840,uniform,V1,jk_outer,55,1.075582
cpu,1,256,163840,uniform,V1,jk_outer,56,0.885092
cpu,1,256,163840,uniform,V1,jk_outer,57,0.899268
cpu,1,256,163840,uniform,V1,jk_outer,58,0.993121
cpu,1,256,163840,uniform,V1,jk_outer,59,0.999137
