P,layout,run,ms,gbps
3,AoS,0,4.954880,1733.63
3,AoS,1,4.950176,1735.28
3,AoS,2,4.954272,1733.84
3,AoS,3,4.945984,1736.75
3,AoS,4,4.948224,1735.96
3,AoS,5,4.947904,1736.07
3,AoS,6,4.948864,1735.74
3,AoS,7,4.949728,1735.44
3,AoS,8,4.949952,1735.36
3,AoS,9,4.948544,1735.85
3,AoS,10,4.950656,1735.11
3,AoS,11,4.949984,1735.35
3,AoS,12,4.949760,1735.42
3,AoS,13,4.949632,1735.47
3,AoS,14,4.950528,1735.15
3,AoS,15,4.949504,1735.51
3,AoS,16,4.948800,1735.76
3,AoS,17,4.950816,1735.05
3,AoS,18,4.950208,1735.27
3,AoS,19,4.947872,1736.09
3,AoS,20,4.955040,1733.57
3,AoS,21,4.949664,1735.46
3,AoS,22,4.950272,1735.24
3,AoS,23,4.951264,1734.90
3,AoS,24,4.954368,1733.81
3,AoS,25,4.951296,1734.89
3,AoS,26,4.950272,1735.24
3,AoS,27,4.947712,1736.14
3,AoS,28,4.947840,1736.10
3,AoS,29,4.946176,1736.68
3,AoS,30,4.946944,1736.41
3,AoS,31,4.947648,1736.16
3,AoS,32,4.951712,1734.74
3,AoS,33,4.945728,1736.84
3,AoS,34,4.946112,1736.70
3,AoS,35,4.949728,1735.44
3,AoS,36,4.948832,1735.75
3,AoS,37,4.944704,1737.20
3,AoS,38,4.948480,1735.87
3,AoS,39,4.947808,1736.11
3,AoS,40,4.948192,1735.97
3,AoS,41,4.944576,1737.24
3,AoS,42,4.947200,1736.32
3,AoS,43,4.948736,1735.78
3,AoS,44,4.947168,1736.33
3,AoS,45,4.953696,1734.05
3,AoS,46,4.949792,1735.41
3,AoS,47,4.949088,1735.66
3,AoS,48,4.947680,1736.15
3,AoS,49,4.949920,1735.37
3,AoS,50,4.945952,1736.76
3,AoS,51,4.948256,1735.95
3,AoS,52,4.951584,1734.78
3,AoS,53,4.947072,1736.37
3,AoS,54,4.949696,1735.45
3,AoS,55,4.948128,1736.00
3,AoS,56,4.953568,1734.09
3,AoS,57,4.950144,1735.29
3,AoS,58,4.947712,1736.14
3,AoS,59,4.952672,1734.40
3,AoS,60,4.947584,1736.19
3,AoS,61,4.947872,1736.09
3,AoS,62,4.949984,1735.35
3,AoS,63,4.952288,1734.54
3,AoS,64,4.947072,1736.37
3,AoS,65,4.944544,1737.25
3,AoS,66,4.949920,1735.37
3,AoS,67,4.954912,1733.62
3,AoS,68,4.944480,1737.28
3,AoS,69,4.945056,1737.07
3,AoS,70,4.946336,1736.63
3,AoS,71,4.946304,1736.64
3,AoS,72,4.950464,1735.18
3,AoS,73,4.949184,1735.63
3,AoS,74,4.946880,1736.43
3,AoS,75,4.957376,1732.76
3,AoS,76,4.948736,1735.78
3,AoS,77,4.948640,1735.82
3,AoS,78,4.946656,1736.51
3,AoS,79,4.949952,1735.36
3,AoS,80,4.953728,1734.03
3,AoS,81,4.948544,1735.85
3,AoS,82,4.952512,1734.46
3,AoS,83,4.950944,1735.01
3,AoS,84,4.951744,1734.73
3,AoS,85,4.947552,1736.20
3,AoS,86,4.946208,1736.67
3,AoS,87,4.948352,1735.92
3,AoS,88,4.948064,1736.02
3,AoS,89,4.949504,1735.51
3,AoS,90,4.947648,1736.16
3,AoS,91,4.948160,1735.99
3,AoS,92,4.948416,1735.90
3,AoS,93,4.946752,1736.48
3,AoS,94,4.951104,1734.95
3,AoS,95,4.945888,1736.78
3,AoS,96,4.948384,1735.91
3,AoS,97,4.949984,1735.35
3,AoS,98,4.948800,1735.76
3,AoS,99,4.946496,1736.57
3,SoA,0,2.380192,3608.92
3,SoA,1,2.382048,3606.11
3,SoA,2,2.381984,3606.21
3,SoA,3,2.378336,3611.74
3,SoA,4,2.377856,3612.47
3,SoA,5,2.379648,3609.75
3,SoA,6,2.380224,3608.88
3,SoA,7,2.380224,3608.88
3,SoA,8,2.381920,3606.31
3,SoA,9,2.378304,3611.79
3,SoA,10,2.378144,3612.03
3,SoA,11,2.381248,3607.32
3,SoA,12,2.377440,3613.10
3,SoA,13,2.380480,3608.49
3,SoA,14,2.381280,3607.28
3,SoA,15,2.380992,3607.71
3,SoA,16,2.378912,3610.87
3,SoA,17,2.379712,3609.65
3,SoA,18,2.379904,3609.36
3,SoA,19,2.378496,3611.50
3,SoA,20,2.380576,3608.34
3,SoA,21,2.381088,3607.57
3,SoA,22,2.380320,3608.73
3,SoA,23,2.379904,3609.36
3,SoA,24,2.381600,3606.79
3,SoA,25,2.379168,3610.48
3,SoA,26,2.380608,3608.29
3,SoA,27,2.380736,3608.10
3,SoA,28,2.382688,3605.14
3,SoA,29,2.379968,3609.26
3,SoA,30,2.380128,3609.02
3,SoA,31,2.379456,3610.04
3,SoA,32,2.380064,3609.12
3,SoA,33,2.379360,3610.19
3,SoA,34,2.379264,3610.33
3,SoA,35,2.380672,3608.20
3,SoA,36,2.380160,3608.97
3,SoA,37,2.382176,3605.92
3,SoA,38,2.381472,3606.98
3,SoA,39,2.381024,3607.66
3,SoA,40,2.380160,3608.97
3,SoA,41,2.379104,3610.57
3,SoA,42,2.380896,3607.86
3,SoA,43,2.380736,3608.10
3,SoA,44,2.380960,3607.76
3,SoA,45,2.382048,3606.11
3,SoA,46,2.380736,3608.10
3,SoA,47,2.377088,3613.64
3,SoA,48,2.380832,3607.95
3,SoA,49,2.381120,3607.52
3,SoA,50,2.381568,3606.84
3,SoA,51,2.379968,3609.26
3,SoA,52,2.382208,3605.87
3,SoA,53,2.381856,3606.40
3,SoA,54,2.380800,3608.00
3,SoA,55,2.380672,3608.20
3,SoA,56,2.379296,3610.28
3,SoA,57,2.380704,3608.15
3,SoA,58,2.379488,3609.99
3,SoA,59,2.381696,3606.65
3,SoA,60,2.380352,3608.68
3,SoA,61,2.380288,3608.78
3,SoA,62,2.379776,3609.56
3,SoA,63,2.380192,3608.92
3,SoA,64,2.380320,3608.73
3,SoA,65,2.379072,3610.62
3,SoA,66,2.377792,3612.57
3,SoA,67,2.381120,3607.52
3,SoA,68,2.380704,3608.15
3,SoA,69,2.379456,3610.04
3,SoA,70,2.383520,3603.89
3,SoA,71,2.379104,3610.57
3,SoA,72,2.382720,3605.10
3,SoA,73,2.383616,3603.74
3,SoA,74,2.381696,3606.65
3,SoA,75,2.381376,3607.13
3,SoA,76,2.380448,3608.54
3,SoA,77,2.381632,3606.74
3,SoA,78,2.380064,3609.12
3,SoA,79,2.380832,3607.95
3,SoA,80,2.382816,3604.95
3,SoA,81,2.381216,3607.37
3,SoA,82,2.379680,3609.70
3,SoA,83,2.382848,3604.90
3,SoA,84,2.381856,3606.40
3,SoA,85,2.379552,3609.90
3,SoA,86,2.381344,3607.18
3,SoA,87,2.380096,3609.07
3,SoA,88,2.379104,3610.57
3,SoA,89,2.383232,3604.32
3,SoA,90,2.380320,3608.73
3,SoA,91,2.380896,3607.86
3,SoA,92,2.379776,3609.56
3,SoA,93,2.378752,3611.11
3,SoA,94,2.381440,3607.03
3,SoA,95,2.382368,3605.63
3,SoA,96,2.383488,3603.93
3,SoA,97,2.381088,3607.57
3,SoA,98,2.384512,3602.39
3,SoA,99,2.381344,3607.18
3,AoSoA-2,0,3.417344,2513.63
3,AoSoA-2,1,3.416672,2514.12
3,AoSoA-2,2,3.418304,2512.92
3,AoSoA-2,3,3.417600,2513.44
3,AoSoA-2,4,3.414368,2515.82
3,AoSoA-2,5,3.417920,2513.20
3,AoSoA-2,6,3.415648,2514.88
3,AoSoA-2,7,3.418688,2512.64
3,AoSoA-2,8,3.414560,2515.68
3,AoSoA-2,9,3.418784,2512.57
3,AoSoA-2,10,3.415712,2514.83
3,AoSoA-2,11,3.416128,2514.52
3,AoSoA-2,12,3.416416,2514.31
3,AoSoA-2,13,3.417568,2513.46
3,AoSoA-2,14,3.419424,2512.10
3,AoSoA-2,15,3.417792,2513.30
3,AoSoA-2,16,3.419008,2512.40
3,AoSoA-2,17,3.413248,2516.64
3,AoSoA-2,18,3.417952,2513.18
3,AoSoA-2,19,3.419136,2512.31
3,AoSoA-2,20,3.416096,2514.55
3,AoSoA-2,21,3.413664,2516.34
3,AoSoA-2,22,3.416992,2513.89
3,AoSoA-2,23,3.415200,2515.21
3,AoSoA-2,24,3.419712,2511.89
3,AoSoA-2,25,3.421024,2510.92
3,AoSoA-2,26,3.415424,2515.04
3,AoSoA-2,27,3.418208,2512.99
3,AoSoA-2,28,3.414976,2515.37
3,AoSoA-2,29,3.420256,2511.49
3,AoSoA-2,30,3.418752,2512.59
3,AoSoA-2,31,3.417184,2513.75
3,AoSoA-2,32,3.416128,2514.52
3,AoSoA-2,33,3.415072,2515.30
3,AoSoA-2,34,3.418080,2513.09
3,AoSoA-2,35,3.417696,2513.37
3,AoSoA-2,36,3.418272,2512.95
3,AoSoA-2,37,3.416832,2514.00
3,AoSoA-2,38,3.417536,2513.49
3,AoSoA-2,39,3.416032,2514.59
3,AoSoA-2,40,3.415008,2515.35
3,AoSoA-2,41,3.416864,2513.98
3,AoSoA-2,42,3.415392,2515.06
3,AoSoA-2,43,3.410496,2518.68
3,AoSoA-2,44,3.416768,2514.05
3,AoSoA-2,45,3.420992,2510.95
3,AoSoA-2,46,3.418368,2512.88
3,AoSoA-2,47,3.418688,2512.64
3,AoSoA-2,48,3.415328,2515.11
3,AoSoA-2,49,3.417408,2513.58
3,AoSoA-2,50,3.417280,2513.68
3,AoSoA-2,51,3.419328,2512.17
3,AoSoA-2,52,3.414240,2515.91
3,AoSoA-2,53,3.416128,2514.52
3,AoSoA-2,54,3.421952,2510.24
3,AoSoA-2,55,3.414272,2515.89
3,AoSoA-2,56,3.420352,2511.42
3,AoSoA-2,57,3.420640,2511.21
3,AoSoA-2,58,3.418016,2513.13
3,AoSoA-2,59,3.416096,2514.55
3,AoSoA-2,60,3.414816,2515.49
3,AoSoA-2,61,3.421248,2510.76
3,AoSoA-2,62,3.415136,2515.25
3,AoSoA-2,63,3.413184,2516.69
3,AoSoA-2,64,3.417408,2513.58
3,AoSoA-2,65,3.419136,2512.31
3,AoSoA-2,66,3.417216,2513.72
3,AoSoA-2,67,3.416704,2514.10
3,AoSoA-2,68,3.417312,2513.65
3,AoSoA-2,69,3.416608,2514.17
3,AoSoA-2,70,3.416768,2514.05
3,AoSoA-2,71,3.414144,2515.98
3,AoSoA-2,72,3.415328,2515.11
3,AoSoA-2,73,3.416032,2514.59
3,AoSoA-2,74,3.417632,2513.42
3,AoSoA-2,75,3.413728,2516.29
3,AoSoA-2,76,3.417408,2513.58
3,AoSoA-2,77,3.416704,2514.10
3,AoSoA-2,78,3.417856,2513.25
3,AoSoA-2,79,3.414784,2515.51
3,AoSoA-2,80,3.415488,2514.99
3,AoSoA-2,81,3.415552,2514.95
3,AoSoA-2,82,3.415424,2515.04
3,AoSoA-2,83,3.413984,2516.10
3,AoSoA-2,84,3.416512,2514.24
3,AoSoA-2,85,3.414496,2515.72
3,AoSoA-2,86,3.413408,2516.53
3,AoSoA-2,87,3.416416,2514.31
3,AoSoA-2,88,3.416096,2514.55
3,AoSoA-2,89,3.417216,2513.72
3,AoSoA-2,90,3.413856,2516.20
3,AoSoA-2,91,3.417792,2513.30
3,AoSoA-2,92,3.417600,2513.44
3,AoSoA-2,93,3.414272,2515.89
3,AoSoA-2,94,3.412736,2517.02
3,AoSoA-2,95,3.413824,2516.22
3,AoSoA-2,96,3.411616,2517.85
3,AoSoA-2,97,3.412768,2517.00
3,AoSoA-2,98,3.416992,2513.89
3,AoSoA-2,99,3.414208,2515.94
3,AoSoA-4,0,2.530144,3395.04
3,AoSoA-4,1,2.540672,3380.97
3,AoSoA-4,2,2.532096,3392.42
3,AoSoA-4,3,2.534304,3389.46
3,AoSoA-4,4,2.533312,3390.79
3,AoSoA-4,5,2.533088,3391.09
3,AoSoA-4,6,2.533632,3390.36
3,AoSoA-4,7,2.530624,3394.39
3,AoSoA-4,8,2.534368,3389.38
3,AoSoA-4,9,2.534016,3389.85
3,AoSoA-4,10,2.530688,3394.31
3,AoSoA-4,11,2.533152,3391.01
3,AoSoA-4,12,2.531168,3393.66
3,AoSoA-4,13,2.533472,3390.58
3,AoSoA-4,14,2.531840,3392.76
3,AoSoA-4,15,2.531808,3392.81
3,AoSoA-4,16,2.531584,3393.11
3,AoSoA-4,17,2.530976,3393.92
3,AoSoA-4,18,2.531584,3393.11
3,AoSoA-4,19,2.531232,3393.58
3,AoSoA-4,20,2.530944,3393.96
3,AoSoA-4,21,2.530336,3394.78
3,AoSoA-4,22,2.532192,3392.29
3,AoSoA-4,23,2.530208,3394.95
3,AoSoA-4,24,2.530816,3394.14
3,AoSoA-4,25,2.536224,3386.90
3,AoSoA-4,26,2.537472,3385.23
3,AoSoA-4,27,2.535616,3387.71
3,AoSoA-4,28,2.538080,3384.42
3,AoSoA-4,29,2.538496,3383.87
3,AoSoA-4,30,2.536320,3386.77
3,AoSoA-4,31,2.537408,3385.32
3,AoSoA-4,32,2.537248,3385.53
3,AoSoA-4,33,2.536256,3386.86
3,AoSoA-4,34,2.531584,3393.11
3,AoSoA-4,35,2.531200,3393.62
3,AoSoA-4,36,2.530592,3394.44
3,AoSoA-4,37,2.531200,3393.62
3,AoSoA-4,38,2.533120,3391.05
3,AoSoA-4,39,2.532736,3391.56
3,AoSoA-4,40,2.533280,3390.83
3,AoSoA-4,41,2.531616,3393.06
3,AoSoA-4,42,2.532288,3392.16
3,AoSoA-4,43,2.531360,3393.41
3,AoSoA-4,44,2.533472,3390.58
3,AoSoA-4,45,2.532032,3392.51
