P,layout,run,ms,gbps
3,AoS,0,11.002064,1561.51
3,AoS,1,10.949135,1569.06
3,AoS,2,10.983944,1564.09
3,AoS,3,10.966063,1566.64
3,AoS,4,11.188984,1535.43
3,AoS,5,13.742924,1250.09
3,AoS,6,11.026859,1558.00
3,AoS,7,10.972023,1565.79
3,AoS,8,11.025906,1558.14
3,AoS,9,11.142015,1541.90
3,AoS,10,10.999918,1561.82
3,AoS,11,10.941029,1570.22
3,AoS,12,11.295080,1521.00
3,AoS,13,10.972023,1565.79
3,AoS,14,10.972023,1565.79
3,AoS,15,10.965109,1566.77
3,AoS,16,10.971069,1565.92
3,AoS,17,10.977983,1564.94
3,AoS,18,10.940075,1570.36
3,AoS,19,11.543989,1488.21
3,AoS,20,10.969877,1566.09
3,AoS,21,11.672974,1471.76
3,AoS,22,10.977030,1565.07
3,AoS,23,10.968924,1566.23
3,AoS,24,10.964870,1566.81
3,AoS,25,11.025906,1558.14
3,AoS,26,11.003017,1561.38
3,AoS,27,10.974884,1565.38
3,AoS,28,10.997057,1562.22
3,AoS,29,10.941029,1570.22
3,AoS,30,10.987043,1563.65
3,AoS,31,11.057854,1553.63
3,AoS,32,10.961056,1567.35
3,AoS,33,10.953188,1568.48
3,AoS,34,10.942221,1570.05
3,AoS,35,11.142969,1541.77
3,AoS,36,11.090040,1549.12
3,AoS,37,10.960102,1567.49
3,AoS,38,11.034012,1556.99
3,AoS,39,10.978937,1564.80
3,AoS,40,10.967016,1566.50
3,AoS,41,10.926008,1572.38
3,AoS,42,10.983944,1564.09
3,AoS,43,10.926962,1572.24
3,AoS,44,11.019945,1558.98
3,AoS,45,14.354944,1196.79
3,AoS,46,11.044025,1555.58
3,AoS,47,13.128042,1308.64
3,AoS,48,10.998964,1561.95
3,AoS,49,10.990858,1563.10
3,AoS,50,11.168957,1538.18
3,AoS,51,11.005878,1560.97
3,AoS,52,10.993004,1562.80
3,AoS,53,10.933161,1571.35
3,AoS,54,10.979891,1564.67
3,AoS,55,10.960102,1567.49
3,AoS,56,12.123108,1417.12
3,AoS,57,10.958910,1567.66
3,AoS,58,10.940075,1570.36
3,AoS,59,10.947943,1569.23
3,AoS,60,11.018991,1559.11
3,AoS,61,11.019945,1558.98
3,AoS,62,10.948896,1569.09
3,AoS,63,14.502048,1184.65
3,AoS,64,10.993958,1562.66
3,AoS,65,10.934830,1571.11
3,AoS,66,10.910988,1574.55
3,AoS,67,10.957956,1567.80
3,AoS,68,10.973930,1565.52
3,AoS,69,10.989904,1563.24
3,AoS,70,10.995150,1562.49
3,AoS,71,11.087894,1549.42
3,AoS,72,11.036158,1556.69
3,AoS,73,10.988951,1563.38
3,AoS,74,27.604103,622.37
3,AoS,75,10.972023,1565.79
3,AoS,76,10.977030,1565.07
3,AoS,77,10.978937,1564.80
3,AoS,78,10.962963,1567.08
3,AoS,79,11.044025,1555.58
3,AoS,80,10.967970,1566.37
3,AoS,81,11.015892,1559.55
3,AoS,82,10.945082,1569.64
3,AoS,83,11.054993,1554.04
3,AoS,84,11.089087,1549.26
3,AoS,85,10.967016,1566.50
3,AoS,86,11.029959,1557.56
3,AoS,87,10.936022,1570.94
3,AoS,88,10.949850,1568.96
3,AoS,89,11.004925,1561.11
3,AoS,90,12.604952,1362.94
3,AoS,91,10.955095,1568.21
3,AoS,92,11.022091,1558.67
3,AoS,93,10.979176,1564.77
3,AoS,94,10.950089,1568.92
3,AoS,95,10.993004,1562.80
3,AoS,96,10.964870,1566.81
3,AoS,97,11.041164,1555.98
3,AoS,98,12.888908,1332.92
3,AoS,99,11.033058,1557.13
3,SoA,0,44.660091,384.68
3,SoA,1,39.866924,430.93
3,SoA,2,44.595957,385.23
3,SoA,3,39.328098,436.83
3,SoA,4,39.308071,437.06
3,SoA,5,39.139032,438.94
3,SoA,6,39.233923,437.88
3,SoA,7,39.052010,439.92
3,SoA,8,39.113045,439.24
3,SoA,9,39.046049,439.99
3,SoA,10,39.119005,439.17
3,SoA,11,38.915873,441.46
3,SoA,12,38.922071,441.39
3,SoA,13,39.968967,429.83
3,SoA,14,38.874149,441.94
3,SoA,15,40.508986,424.10
3,SoA,16,38.639784,444.62
3,SoA,17,40.132046,428.08
3,SoA,18,38.593769,445.15
3,SoA,19,40.241003,426.92
3,SoA,20,38.769960,443.12
3,SoA,21,39.421082,435.80
3,SoA,22,38.681984,444.13
3,SoA,23,40.136099,428.04
3,SoA,24,38.627148,444.76
3,SoA,25,39.669037,433.08
3,SoA,26,38.663149,444.35
3,SoA,27,38.591862,445.17
3,SoA,28,39.759874,432.09
3,SoA,29,38.640976,444.60
3,SoA,30,39.565086,434.22
3,SoA,31,38.630962,444.72
3,SoA,32,41.039944,418.61
3,SoA,33,38.549900,445.65
3,SoA,34,39.343119,436.67
3,SoA,35,39.119005,439.17
3,SoA,36,39.779902,431.87
3,SoA,37,40.667057,422.45
3,SoA,38,39.055824,439.88
3,SoA,39,39.822817,431.41
3,SoA,40,41.265965,416.32
3,SoA,41,39.061069,439.82
3,SoA,42,38.687944,444.06
3,SoA,43,38.471937,446.56
3,SoA,44,38.814068,442.62
3,SoA,45,38.449049,446.82
3,SoA,46,38.578987,445.32
3,SoA,47,39.604902,433.78
3,SoA,48,38.543940,445.72
3,SoA,49,40.081978,428.62
3,SoA,50,38.527012,445.92
3,SoA,51,39.314032,436.99
3,SoA,52,38.511992,446.09
3,SoA,53,38.580894,445.29
3,SoA,54,38.549900,445.65
3,SoA,55,39.249897,437.70
3,SoA,56,40.148973,427.90
3,SoA,57,38.538933,445.78
3,SoA,58,38.439989,446.93
3,SoA,59,39.256096,437.64
3,SoA,60,38.491011,446.33
3,SoA,61,38.788080,442.92
3,SoA,62,39.628029,433.53
3,SoA,63,38.556099,445.58
3,SoA,64,39.674997,433.01
3,SoA,65,38.408995,447.29
3,SoA,66,39.925098,430.30
3,SoA,67,38.486958,446.38
3,SoA,68,38.549900,445.65
3,SoA,69,38.605928,445.01
3,SoA,70,38.526058,445.93
3,SoA,71,38.563013,445.50
3,SoA,72,38.420916,447.15
3,SoA,73,38.537025,445.80
3,SoA,74,38.507938,446.14
3,SoA,75,38.674116,444.22
3,SoA,76,39.891958,430.66
3,SoA,77,38.456917,446.73
3,SoA,78,39.416075,435.86
3,SoA,79,38.594961,445.13
3,SoA,80,39.993048,429.57
3,SoA,81,40.247917,426.85
3,SoA,82,39.015055,440.34
3,SoA,83,38.538933,445.78
3,SoA,84,38.848162,442.23
3,SoA,85,38.452864,446.78
3,SoA,86,38.416862,447.20
3,SoA,87,38.425922,447.09
3,SoA,88,39.170980,438.59
3,SoA,89,38.570881,445.41
3,SoA,90,38.459063,446.70
3,SoA,91,38.558960,445.55
3,SoA,92,38.698912,443.94
3,SoA,93,39.180994,438.47
3,SoA,94,38.503885,446.18
3,SoA,95,39.357901,436.50
3,SoA,96,38.424969,447.10
3,SoA,97,40.140867,427.99
3,SoA,98,38.978100,440.76
3,SoA,99,39.458990,435.39
3,AoSoA-2,0,10.993004,1562.80
3,AoSoA-2,1,10.949135,1569.06
3,AoSoA-2,2,10.962009,1567.22
3,AoSoA-2,3,11.183977,1536.11
3,AoSoA-2,4,10.932922,1571.39
3,AoSoA-2,5,10.965824,1566.67
3,AoSoA-2,6,10.936975,1570.80
3,AoSoA-2,7,10.937929,1570.67
3,AoSoA-2,8,10.949850,1568.96
3,AoSoA-2,9,10.942936,1569.95
3,AoSoA-2,10,10.962009,1567.22
3,AoSoA-2,11,10.919809,1573.27
3,AoSoA-2,12,10.981798,1564.39
3,AoSoA-2,13,10.925055,1572.52
3,AoSoA-2,14,10.957956,1567.80
3,AoSoA-2,15,10.930061,1571.80
3,AoSoA-2,16,12.789965,1343.23
3,AoSoA-2,17,10.928154,1572.07
3,AoSoA-2,18,10.928154,1572.07
3,AoSoA-2,19,13.239145,1297.66
3,AoSoA-2,20,10.955095,1568.21
3,AoSoA-2,21,10.937929,1570.67
3,AoSoA-2,22,10.993004,1562.80
3,AoSoA-2,23,10.955095,1568.21
3,AoSoA-2,24,10.900974,1575.99
3,AoSoA-2,25,10.952950,1568.51
