backend,V,nlev,N_e,cell_dist,config_label,run_label,run_id,time_ms
gpu,1,256,163840,uniform,V1_bx64,run0,0,0.317721
gpu,1,256,163840,uniform,V1_bx64,run1,1,0.415962
gpu,1,256,163840,uniform,V1_bx64,run2,2,0.427562
gpu,1,256,163840,uniform,V1_bx64,run3,3,0.425922
gpu,1,256,163840,uniform,V1_bx64,run4,4,0.413322
gpu,1,256,163840,uniform,V1_bx64,run5,5,0.411402
gpu,1,256,163840,uniform,V1_bx64,run6,6,0.409802
gpu,1,256,163840,uniform,V1_bx64,run7,7,0.407682
gpu,1,256,163840,uniform,V1_bx64,run8,8,0.406802
gpu,1,256,163840,uniform,V1_bx64,run9,9,0.443002
gpu,1,256,163840,uniform,V1_bx64,run10,10,0.444402
gpu,1,256,163840,uniform,V1_bx64,run11,11,0.425402
gpu,1,256,163840,uniform,V1_bx64,run12,12,0.429683
gpu,1,256,163840,uniform,V1_bx64,run13,13,0.431482
gpu,1,256,163840,uniform,V1_bx64,run14,14,0.433162
gpu,1,256,163840,uniform,V1_bx64,run15,15,0.443522
gpu,1,256,163840,uniform,V1_bx64,run16,16,0.448642
gpu,1,256,163840,uniform,V1_bx64,run17,17,0.445722
gpu,1,256,163840,uniform,V1_bx64,run18,18,0.464842
gpu,1,256,163840,uniform,V1_bx64,run19,19,0.465562
gpu,1,256,163840,uniform,V1_bx64,run20,20,0.439002
gpu,1,256,163840,uniform,V1_bx64,run21,21,0.430282
gpu,1,256,163840,uniform,V1_bx64,run22,22,0.428562
gpu,1,256,163840,uniform,V1_bx64,run23,23,0.436202
gpu,1,256,163840,uniform,V1_bx64,run24,24,0.433362
gpu,1,256,163840,uniform,V1_bx64,run25,25,0.426802
gpu,1,256,163840,uniform,V1_bx64,run26,26,0.427762
gpu,1,256,163840,uniform,V1_bx64,run27,27,0.444763
gpu,1,256,163840,uniform,V1_bx64,run28,28,0.453562
gpu,1,256,163840,uniform,V1_bx64,run29,29,0.432042
gpu,1,256,163840,uniform,V1_bx64,run30,30,0.426282
gpu,1,256,163840,uniform,V1_bx64,run31,31,0.420603
gpu,1,256,163840,uniform,V1_bx64,run32,32,0.407763
gpu,1,256,163840,uniform,V1_bx64,run33,33,0.410763
gpu,1,256,163840,uniform,V1_bx64,run34,34,0.415763
gpu,1,256,163840,uniform,V1_bx64,run35,35,0.414923
gpu,1,256,163840,uniform,V1_bx64,run36,36,0.419642
gpu,1,256,163840,uniform,V1_bx64,run37,37,0.421242
gpu,1,256,163840,uniform,V1_bx64,run38,38,0.451562
gpu,1,256,163840,uniform,V1_bx64,run39,39,0.447162
gpu,1,256,163840,uniform,V1_bx64,run40,40,0.409962
gpu,1,256,163840,uniform,V1_bx64,run41,41,0.414442
gpu,1,256,163840,uniform,V1_bx64,run42,42,0.408602
gpu,1,256,163840,uniform,V1_bx64,run43,43,0.407922
gpu,1,256,163840,uniform,V1_bx64,run44,44,0.408962
gpu,1,256,163840,uniform,V1_bx64,run45,45,0.419042
gpu,1,256,163840,uniform,V1_bx64,run46,46,0.420802
gpu,1,256,163840,uniform,V1_bx64,run47,47,0.419362
gpu,1,256,163840,uniform,V1_bx64,run48,48,0.424203
gpu,1,256,163840,uniform,V1_bx64,run49,49,0.448123
gpu,1,256,163840,uniform,V1_bx64,run50,50,0.446203
gpu,1,256,163840,uniform,V1_bx64,run51,51,0.416322
gpu,1,256,163840,uniform,V1_bx64,run52,52,0.417002
gpu,1,256,163840,uniform,V1_bx64,run53,53,0.413082
gpu,1,256,163840,uniform,V1_bx64,run54,54,0.416723
gpu,1,256,163840,uniform,V1_bx64,run55,55,0.417282
gpu,1,256,163840,uniform,V1_bx64,run56,56,0.418843
gpu,1,256,163840,uniform,V1_bx64,run57,57,0.417843
gpu,1,256,163840,uniform,V1_bx64,run58,58,0.419362
gpu,1,256,163840,uniform,V1_bx64,run59,59,0.418562
gpu,1,256,163840,uniform,V1_bx64,run60,60,0.443762
gpu,1,256,163840,uniform,V1_bx64,run61,61,0.441043
gpu,1,256,163840,uniform,V1_bx64,run62,62,0.411442
gpu,1,256,163840,uniform,V1_bx64,run63,63,0.410963
gpu,1,256,163840,uniform,V1_bx64,run64,64,0.409403
gpu,1,256,163840,uniform,V1_bx64,run65,65,0.408522
gpu,1,256,163840,uniform,V1_bx64,run66,66,0.416642
gpu,1,256,163840,uniform,V1_bx64,run67,67,0.411682
gpu,1,256,163840,uniform,V1_bx64,run68,68,0.420642
gpu,1,256,163840,uniform,V1_bx64,run69,69,0.420762
gpu,1,256,163840,uniform,V1_bx64,run70,70,0.423522
gpu,1,256,163840,uniform,V1_bx64,run71,71,0.445242
gpu,1,256,163840,uniform,V1_bx64,run72,72,0.439482
gpu,1,256,163840,uniform,V1_bx64,run73,73,0.417682
gpu,1,256,163840,uniform,V1_bx64,run74,74,0.414922
gpu,1,256,163840,uniform,V1_bx64,run75,75,0.420922
gpu,1,256,163840,uniform,V1_bx64,run76,76,0.413483
gpu,1,256,163840,uniform,V1_bx64,run77,77,0.418123
gpu,1,256,163840,uniform,V1_bx64,run78,78,0.413122
gpu,1,256,163840,uniform,V1_bx64,run79,79,0.415122
gpu,1,256,163840,uniform,V1_bx64,run80,80,0.418362
gpu,1,256,163840,uniform,V1_bx64,run81,81,0.418683
gpu,1,256,163840,uniform,V1_bx64,run82,82,0.425642
gpu,1,256,163840,uniform,V1_bx64,run83,83,0.446242
gpu,1,256,163840,uniform,V1_bx64,run84,84,0.445683
gpu,1,256,163840,uniform,V1_bx64,run85,85,0.416762
gpu,1,256,163840,uniform,V1_bx64,run86,86,0.422882
