backend,V,nlev,N_e,cell_dist,config_label,run_label,run_id,time_ms
gpu,1,256,163840,uniform,V1_bx32_by04,run0,0,3.350420
gpu,1,256,163840,uniform,V1_bx32_by04,run1,1,3.338460
gpu,1,256,163840,uniform,V1_bx32_by04,run2,2,3.342901
gpu,1,256,163840,uniform,V1_bx32_by04,run3,3,3.341541
gpu,1,256,163840,uniform,V1_bx32_by04,run4,4,3.339021
gpu,1,256,163840,uniform,V1_bx32_by04,run5,5,3.340101
gpu,1,256,163840,uniform,V1_bx32_by04,run6,6,3.336861
gpu,1,256,163840,uniform,V1_bx32_by04,run7,7,3.336781
gpu,1,256,163840,uniform,V1_bx32_by04,run8,8,3.338541
gpu,1,256,163840,uniform,V1_bx32_by04,run9,9,3.341700
gpu,1,256,163840,uniform,V1_bx32_by04,run10,10,3.339541
gpu,1,256,163840,uniform,V1_bx32_by04,run11,11,3.340501
gpu,1,256,163840,uniform,V1_bx32_by04,run12,12,3.338060
gpu,1,256,163840,uniform,V1_bx32_by04,run13,13,3.341820
gpu,1,256,163840,uniform,V1_bx32_by04,run14,14,3.338780
gpu,1,256,163840,uniform,V1_bx32_by04,run15,15,3.337060
gpu,1,256,163840,uniform,V1_bx32_by04,run16,16,3.342700
gpu,1,256,163840,uniform,V1_bx32_by04,run17,17,3.341540
gpu,1,256,163840,uniform,V1_bx32_by04,run18,18,3.341820
gpu,1,256,163840,uniform,V1_bx32_by04,run19,19,3.342740
gpu,1,256,163840,uniform,V1_bx32_by04,run20,20,3.338180
gpu,1,256,163840,uniform,V1_bx32_by04,run21,21,3.337900
gpu,1,256,163840,uniform,V1_bx32_by04,run22,22,3.333820
gpu,1,256,163840,uniform,V1_bx32_by04,run23,23,3.344420
gpu,1,256,163840,uniform,V1_bx32_by04,run24,24,3.339940
gpu,1,256,163840,uniform,V1_bx32_by04,run25,25,3.339660
gpu,1,256,163840,uniform,V1_bx32_by04,run26,26,3.341260
gpu,1,256,163840,uniform,V1_bx32_by04,run27,27,3.338581
gpu,1,256,163840,uniform,V1_bx32_by04,run28,28,3.340460
gpu,1,256,163840,uniform,V1_bx32_by04,run29,29,3.337621
gpu,1,256,163840,uniform,V1_bx32_by04,run30,30,3.338540
gpu,1,256,163840,uniform,V1_bx32_by04,run31,31,3.341821
gpu,1,256,163840,uniform,V1_bx32_by04,run32,32,3.338701
gpu,1,256,163840,uniform,V1_bx32_by04,run33,33,3.341941
gpu,1,256,163840,uniform,V1_bx32_by04,run34,34,3.340500
gpu,1,256,163840,uniform,V1_bx32_by04,run35,35,3.339501
gpu,1,256,163840,uniform,V1_bx32_by04,run36,36,3.339700
gpu,1,256,163840,uniform,V1_bx32_by04,run37,37,3.338260
gpu,1,256,163840,uniform,V1_bx32_by04,run38,38,3.336180
gpu,1,256,163840,uniform,V1_bx32_by04,run39,39,3.340460
gpu,1,256,163840,uniform,V1_bx32_by04,run40,40,3.338660
gpu,1,256,163840,uniform,V1_bx32_by04,run41,41,3.338860
gpu,1,256,163840,uniform,V1_bx32_by04,run42,42,3.342581
gpu,1,256,163840,uniform,V1_bx32_by04,run43,43,3.342181
gpu,1,256,163840,uniform,V1_bx32_by04,run44,44,3.343620
gpu,1,256,163840,uniform,V1_bx32_by04,run45,45,3.339660
gpu,1,256,163840,uniform,V1_bx32_by04,run46,46,3.340740
gpu,1,256,163840,uniform,V1_bx32_by04,run47,47,3.336660
gpu,1,256,163840,uniform,V1_bx32_by04,run48,48,3.339141
gpu,1,256,163840,uniform,V1_bx32_by04,run49,49,3.338460
gpu,1,256,163840,uniform,V1_bx32_by04,run50,50,3.341700
