nlev,variant,blocking,tile_y,schedule,target,block_bytes,vector_width,mu,delta,delta_numa,delta_max,mu_delta,mu_delta_numa,l1_ratio,beta,alpha,gamma,P_NUMA,T
90,0,128,0,omp_collapse2,cpu_scalar,64,1,82.388060,10.492733,10.621419,25.839394,864.475930,875.078064,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,128,0,omp_for,cpu_avx512,64,8,82.388060,10.492733,10.621419,25.839394,864.475930,875.078064,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,128,0,omp_for,cpu_scalar,64,1,82.388060,10.492733,10.621419,25.839394,864.475930,875.078064,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,32,0,omp_for,gpu_scalar,128,1,10.298507,1.750343,1.768138,2.794032,18.025919,18.209181,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,32,0,omp_collapse2,gpu_warp32,128,32,10.298507,1.750343,1.768138,2.794032,18.025919,18.209181,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,32,0,omp_collapse2,gpu_scalar,128,1,10.298507,1.750343,1.768138,2.794032,18.025919,18.209181,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,64,0,omp_collapse2,gpu_warp32,128,32,20.597015,2.999855,3.033519,6.087004,61.788067,62.481435,0.312500,1.0000,0.0120,1.8000,4,85760
90,0,64,0,omp_for,gpu_scalar,128,1,20.597015,2.999855,3.033519,6.087004,61.788067,62.481435,0.312500,1.0000,0.0120,1.8000,4,85760
90,0,16,0,omp_for,cpu_avx512,64,8,10.298507,1.750545,1.768348,2.794280,18.027996,18.211341,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,16,0,omp_collapse2,cpu_avx512,64,8,10.298507,1.750545,1.768348,2.794280,18.027996,18.211341,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,16,0,omp_for,gpu_warp32,128,32,5.149254,1.125275,1.135123,1.147149,5.794327,5.845034,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,16,0,omp_for,cpu_scalar,64,1,10.298507,1.750545,1.768348,2.794280,18.027996,18.211341,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,128,0,omp_collapse2,gpu_warp32,128,32,41.194030,5.496390,5.561682,12.669767,226.418451,229.108103,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,128,0,omp_collapse2,cpu_avx512,64,8,82.388060,10.492733,10.621419,25.839394,864.475930,875.078064,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,128,0,omp_collapse2,gpu_scalar,128,1,41.194030,5.496390,5.561682,12.669767,226.418451,229.108103,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,128,0,omp_for,gpu_scalar,128,1,41.194030,5.496390,5.561682,12.669767,226.418451,229.108103,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,128,0,omp_for,gpu_warp32,128,32,41.194030,5.496390,5.561682,12.669767,226.418451,229.108103,0.625000,1.0000,0.0120,1.8000,4,42880
90,0,32,0,omp_for,gpu_warp32,128,32,10.298507,1.750343,1.768138,2.794032,18.025919,18.209181,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,32,0,omp_collapse2,cpu_avx512,64,8,20.597015,3.000674,3.034371,6.088029,61.804927,62.498994,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,32,0,omp_for,cpu_scalar,64,1,20.597015,3.000674,3.034371,6.088029,61.804927,62.498994,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,32,0,omp_for,cpu_avx512,64,8,20.597015,3.000674,3.034371,6.088029,61.804927,62.498994,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,32,0,omp_collapse2,cpu_scalar,64,1,20.597015,3.000674,3.034371,6.088029,61.804927,62.498994,0.156250,1.0000,0.0120,1.8000,4,171520
90,0,16,0,omp_collapse2,gpu_scalar,128,1,5.149254,1.125275,1.135123,1.147149,5.794327,5.845034,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,16,0,omp_collapse2,gpu_warp32,128,32,5.149254,1.125275,1.135123,1.147149,5.794327,5.845034,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,16,0,omp_for,gpu_scalar,128,1,5.149254,1.125275,1.135123,1.147149,5.794327,5.845034,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,16,0,omp_collapse2,cpu_scalar,64,1,10.298507,1.750545,1.768348,2.794280,18.027996,18.211341,0.078125,1.0000,0.0120,1.8000,4,343040
90,0,8,0,omp_for,gpu_warp32,128,32,2.611940,0.595743,0.600176,0.603203,1.556045,1.567625,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,8,0,omp_for,cpu_scalar,64,1,5.149254,1.125324,1.135173,1.147206,5.794580,5.845295,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,8,0,omp_collapse2,cpu_avx512,64,8,5.149254,1.125324,1.135173,1.147206,5.794580,5.845295,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,8,0,omp_for,gpu_scalar,128,1,2.611940,0.595743,0.600176,0.603203,1.556045,1.567625,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,8,0,omp_collapse2,cpu_scalar,64,1,5.149254,1.125324,1.135173,1.147206,5.794580,5.845295,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,8,0,omp_collapse2,gpu_warp32,128,32,2.611940,0.595743,0.600176,0.603203,1.556045,1.567625,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,8,0,omp_collapse2,gpu_scalar,128,1,2.611940,0.595743,0.600176,0.603203,1.556045,1.567625,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,8,0,omp_for,cpu_avx512,64,8,5.149254,1.125324,1.135173,1.147206,5.794580,5.845295,0.039062,1.0000,0.0120,1.8000,4,686080
90,0,64,0,omp_for,gpu_warp32,128,32,20.597015,2.999855,3.033519,6.087004,61.788067,62.481435,0.312500,1.0000,0.0120,1.8000,4,85760
90,0,64,0,omp_for,cpu_avx512,64,8,41.194030,5.499687,5.565120,12.673938,226.554291,229.249708,0.312500,1.0000,0.0120,1.8000,4,85760
90,0,64,0,omp_collapse2,cpu_avx512,64,8,41.194030,5.499687,5.565120,12.673938,226.554291,229.249708,0.312500,1.0000,0.0120,1.8000,4,85760
90,0,64,0,omp_for,cpu_scalar,64,1,41.194030,5.499687,5.565120,12.673938,226.554291,229.249708,0.312500,1.0000,0.0120,1.8000,4,85760
90,0,64,0,omp_collapse2,gpu_scalar,128,1,20.597015,2.999855,3.033519,6.087004,61.788067,62.481435,0.312500,1.0000,0.0120,1.8000,4,85760
90,0,64,0,omp_collapse2,cpu_scalar,64,1,41.194030,5.499687,5.565120,12.673938,226.554291,229.249708,0.312500,1.0000,0.0120,1.8000,4,85760
