variant,experiment,ny,nx,tpb,coarsen,rep,time_ms
aos_scatter,qe_tiled,45000200,22054600,24,1,0,8.002996
aos_scatter,qe_tiled,45000200,22054600,24,1,1,8.069992
aos_scatter,qe_tiled,45000200,22054600,24,1,2,8.093834
aos_scatter,qe_tiled,45000200,22054600,24,1,3,8.080006
aos_scatter,qe_tiled,45000200,22054600,24,1,4,8.054972
aos_scatter,qe_tiled,45000200,22054600,24,1,5,8.013010
aos_scatter,qe_tiled,45000200,22054600,24,1,6,8.018970
aos_scatter,qe_tiled,45000200,22054600,24,1,7,8.077145
aos_scatter,qe_tiled,45000200,22054600,24,1,8,8.055925
aos_scatter,qe_tiled,45000200,22054600,24,1,9,8.072853
aos_scatter,qe_tiled,45000200,22054600,24,1,10,8.059025
aos_scatter,qe_tiled,45000200,22054600,24,1,11,8.068085
aos_scatter,qe_tiled,45000200,22054600,24,1,12,8.089066
aos_scatter,qe_tiled,45000200,22054600,24,1,13,8.336067
aos_scatter,qe_tiled,45000200,22054600,24,1,14,7.992029
aos_scatter,qe_tiled,45000200,22054600,24,1,15,7.989168
aos_scatter,qe_tiled,45000200,22054600,24,1,16,8.054972
aos_scatter,qe_tiled,45000200,22054600,24,1,17,8.018970
aos_scatter,qe_tiled,45000200,22054600,24,1,18,8.069038
aos_scatter,qe_tiled,45000200,22054600,24,1,19,8.058071
aos_scatter,qe_tiled,45000200,22054600,24,1,20,8.056164
aos_scatter,qe_tiled,45000200,22054600,24,1,21,8.080006
aos_scatter,qe_tiled,45000200,22054600,24,1,22,8.096933
aos_scatter,qe_tiled,45000200,22054600,24,1,23,8.033991
aos_scatter,qe_tiled,45000200,22054600,24,1,24,8.071184
aos_scatter,qe_tiled,45000200,22054600,24,1,25,8.015156
aos_scatter,qe_tiled,45000200,22054600,24,1,26,8.033991
aos_scatter,qe_tiled,45000200,22054600,24,1,27,8.090019
aos_scatter,qe_tiled,45000200,22054600,24,1,28,8.063078
aos_scatter,qe_tiled,45000200,22054600,24,1,29,8.056879
aos_scatter,qe_tiled,45000200,22054600,24,1,30,8.063078
aos_scatter,qe_tiled,45000200,22054600,24,1,31,8.075953
aos_scatter,qe_tiled,45000200,22054600,24,1,32,8.021116
aos_scatter,qe_tiled,45000200,22054600,24,1,33,8.051157
aos_scatter,qe_tiled,45000200,22054600,24,1,34,8.021116
aos_scatter,qe_tiled,45000200,22054600,24,1,35,8.073807
aos_scatter,qe_tiled,45000200,22054600,24,1,36,8.058786
aos_scatter,qe_tiled,45000200,22054600,24,1,37,8.090973
aos_scatter,qe_tiled,45000200,22054600,24,1,38,7.972002
aos_scatter,qe_tiled,45000200,22054600,24,1,39,8.074045
aos_scatter,qe_tiled,45000200,22054600,24,1,40,8.057117
aos_scatter,qe_tiled,45000200,22054600,24,1,41,8.045912
aos_scatter,qe_tiled,45000200,22054600,24,1,42,8.057117
