variant,N,BX,BY,TX,TY,SB,PAD,med_time_ms,std_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw
blocked,16384,32,8,2,4,64,1,4.2818,0.0052,497.8,501.5,502.8,14.8
blocked,16384,32,8,2,4,128,1,4.2958,0.0064,494.6,499.9,501.6,14.7
blocked,16384,32,8,2,4,256,1,4.3025,0.0057,494.6,499.1,500.4,14.7
smem,16384,32,8,2,4,32,1,1.1738,0.0052,1760.7,1829.6,1840.6,53.9
smem_blk,16384,32,8,2,4,8,1,1.1744,0.0049,1763.0,1828.6,1836.2,53.8
smem_blk,16384,32,8,2,4,32,1,1.1750,0.0046,1765.0,1827.7,1833.8,53.8
smem_blk,16384,32,8,2,4,64,1,1.1744,0.0050,1760.4,1828.6,1834.2,53.8
smem_blk,16384,32,8,2,4,128,1,1.1743,0.0053,1762.8,1828.8,1833.3,53.9
smem_blk,16384,32,8,2,4,256,1,1.1739,0.0040,1773.6,1829.3,1834.7,53.9
smem_pad,16384,32,8,2,4,32,1,0.6633,0.0050,3019.4,3237.5,3250.0,95.3
smem_swiz,16384,32,8,2,4,32,1,0.6653,0.0048,3026.1,3227.7,3241.2,95.0
smem_blk_swiz,16384,32,8,2,4,8,1,0.6669,0.0051,3000.6,3220.2,3231.0,94.8
smem_blk_swiz,16384,32,8,2,4,32,1,0.6654,0.0052,3008.2,3227.2,3240.6,95.0
smem_blk_swiz,16384,32,8,2,4,64,1,0.6662,0.0050,3012.9,3223.6,3235.7,94.9
smem_blk_swiz,16384,32,8,2,4,128,1,0.6678,0.0049,3010.2,3215.9,3229.6,94.7
smem_blk_swiz,16384,32,8,2,4,256,1,0.6676,0.0050,3011.8,3216.9,3230.0,94.7
smem_pad_blk,16384,32,8,2,4,32,1,0.6665,0.0054,2990.5,3222.0,3234.6,94.9
smem_pad_blk_vec,16384,32,8,2,4,32,1,0.6776,0.0124,2678.0,3169.1,3178.4,93.3
smem_pad_blk_vec_2x,16384,32,8,2,4,32,1,0.6900,0.0040,2945.3,3112.5,3121.1,91.7
naive,16384,32,16,2,4,32,1,4.2555,0.0060,500.5,504.6,505.9,14.9
blocked,16384,32,16,2,4,8,1,4.2785,0.0063,497.6,501.9,503.7,14.8
blocked,16384,32,16,2,4,32,1,4.2632,0.0084,498.9,503.7,505.6,14.8
blocked,16384,32,16,2,4,64,1,4.2528,0.0061,500.8,505.0,506.5,14.9
blocked,16384,32,16,2,4,128,1,4.2339,0.0057,502.2,507.2,508.5,14.9
blocked,16384,32,16,2,4,256,1,4.2388,0.0052,503.0,506.6,507.9,14.9
smem,16384,32,16,2,4,32,1,1.1738,0.0082,1711.6,1829.6,1834.4,53.9
smem_blk,16384,32,16,2,4,8,1,1.1719,0.0056,1759.5,1832.5,1837.6,54.0
smem_blk,16384,32,16,2,4,32,1,1.1720,0.0051,1759.5,1832.3,1837.2,54.0
smem_blk,16384,32,16,2,4,64,1,1.1796,0.0046,1755.9,1820.6,1825.3,53.6
smem_blk,16384,32,16,2,4,128,1,1.1800,0.0066,1724.8,1819.8,1823.1,53.6
smem_blk,16384,32,16,2,4,256,1,1.1727,0.0046,1767.6,1831.3,1835.3,53.9
smem_pad,16384,32,16,2,4,32,1,0.6654,0.0046,3033.7,3227.3,3241.8,95.0
smem_swiz,16384,32,16,2,4,32,1,0.6702,0.0050,2994.1,3204.4,3214.3,94.4
smem_blk_swiz,16384,32,16,2,4,8,1,0.6669,0.0055,2991.5,3220.2,3231.4,94.8
smem_blk_swiz,16384,32,16,2,4,32,1,0.6683,0.0051,2998.1,3213.2,3224.1,94.6
smem_blk_swiz,16384,32,16,2,4,64,1,0.6681,0.0050,3003.8,3214.1,3228.1,94.6
smem_blk_swiz,16384,32,16,2,4,128,1,0.6688,0.0042,3039.5,3210.8,3222.1,94.5
smem_blk_swiz,16384,32,16,2,4,256,1,0.6680,0.0052,3003.3,3214.6,3228.7,94.7
smem_pad_blk,16384,32,16,2,4,32,1,0.6644,0.0050,3017.6,3232.2,3245.3,95.2
smem_pad_blk_vec,16384,32,16,2,4,32,1,0.6592,0.0045,3049.8,3257.5,3264.2,95.9
smem_pad_blk_vec_2x,16384,32,16,2,4,32,1,0.6567,0.0083,2905.4,3270.0,3280.3,96.3
naive,16384,32,8,4,1,32,1,4.4211,0.0054,481.3,485.7,486.7,14.3
blocked,16384,32,8,4,1,8,1,4.4808,0.0057,475.3,479.3,480.2,14.1
blocked,16384,32,8,4,1,32,1,4.4568,0.0056,477.4,481.8,482.9,14.2
blocked,16384,32,8,4,1,64,1,4.4855,0.0061,474.5,478.8,479.8,14.1
blocked,16384,32,8,4,1,128,1,4.3932,0.0059,484.8,488.8,490.1,14.4
blocked,16384,32,8,4,1,256,1,4.4274,0.0082,477.4,485.0,486.3,14.3
smem,16384,32,8,4,1,32,1,0.7163,0.0069,2743.3,2998.1,3005.3,88.3
smem_blk,16384,32,8,4,1,8,1,0.7112,0.0061,2794.5,3019.4,3027.8,88.9
smem_blk,16384,32,8,4,1,32,1,0.7184,0.0066,2749.2,2989.4,2998.1,88.0
smem_blk,16384,32,8,4,1,64,1,0.7176,0.0063,2765.2,2992.8,3003.3,88.1
smem_blk,16384,32,8,4,1,128,1,0.7147,0.0065,2768.2,3004.6,3012.1,88.5
smem_blk,16384,32,8,4,1,256,1,0.7164,0.0139,2513.5,2997.7,3005.7,88.3
smem_pad,16384,32,8,4,1,32,1,0.6962,0.0066,2827.5,3084.5,3098.9,90.8
smem_swiz,16384,32,8,4,1,32,1,0.6974,0.0061,2844.8,3079.4,3093.0,90.7
smem_blk_swiz,16384,32,8,4,1,8,1,0.6983,0.0069,2805.1,3075.1,3085.0,90.6
smem_blk_swiz,16384,32,8,4,1,32,1,0.7039,0.0118,2613.9,3050.7,3058.3,89.8
smem_blk_swiz,16384,32,8,4,1,64,1,0.7032,0.0068,2795.3,3054.0,3068.7,89.9
smem_blk_swiz,16384,32,8,4,1,128,1,0.6998,0.0071,2789.8,3068.9,3078.5,90.4
smem_blk_swiz,16384,32,8,4,1,256,1,0.7026,0.0070,2788.9,3056.7,3068.0,90.0
smem_pad_blk,16384,32,8,4,1,32,1,0.7006,0.0072,2788.1,3065.3,3070.6,90.3
smem_pad_blk_vec,16384,32,8,4,1,32,1,0.7269,0.0070,2693.7,2954.1,2958.4,87.0
smem_pad_blk_vec_2x,16384,32,8,4,1,32,1,0.7134,0.0066,2756.3,3010.2,3015.3,88.6
naive,16384,32,16,4,1,32,1,4.1100,0.0051,518.2,522.5,523.6,15.4
blocked,16384,32,16,4,1,8,1,4.0927,0.0050,520.1,524.7,525.9,15.5
blocked,16384,32,16,4,1,32,1,4.0568,0.0061,523.6,529.4,530.8,15.6
blocked,16384,32,16,4,1,64,1,4.0902,0.0051,520.5,525.0,526.4,15.5
blocked,16384,32,16,4,1,128,1,4.1876,0.0077,505.0,512.8,513.9,15.1
blocked,16384,32,16,4,1,256,1,4.1352,0.0052,515.2,519.3,520.6,15.3
smem,16384,32,16,4,1,32,1,0.8577,0.0057,2365.2,2503.7,2508.3,73.7
smem_blk,16384,32,16,4,1,8,1,0.8558,0.0059,2365.8,2509.3,2514.5,73.9
smem_blk,16384,32,16,4,1,32,1,0.8564,0.0053,2373.2,2507.4,2513.3,73.8
smem_blk,16384,32,16,4,1,64,1,0.8576,0.0084,2287.4,2504.0,2509.1,73.7
smem_blk,16384,32,16,4,1,128,1,0.8564,0.0055,2371.8,2507.5,2512.9,73.8
smem_blk,16384,32,16,4,1,256,1,0.8553,0.0063,2361.2,2510.8,2516.5,73.9
smem_pad,16384,32,16,4,1,32,1,0.7158,0.0049,2821.1,3000.0,3007.5,88.3
smem_swiz,16384,32,16,4,1,32,1,0.7180,0.0082,2687.3,2990.7,2998.2,88.1
smem_blk_swiz,16384,32,16,4,1,8,1,0.7143,0.0051,2815.1,3006.5,3012.3,88.5
smem_blk_swiz,16384,32,16,4,1,32,1,0.7139,0.0051,2815.4,3007.9,3013.6,88.6
smem_blk_swiz,16384,32,16,4,1,64,1,0.7145,0.0051,2813.9,3005.7,3015.0,88.5
smem_blk_swiz,16384,32,16,4,1,128,1,0.7151,0.0050,2814.7,3003.0,3008.3,88.4
smem_blk_swiz,16384,32,16,4,1,256,1,0.7140,0.0056,2794.3,3007.5,3014.0,88.6
smem_pad_blk,16384,32,16,4,1,32,1,0.7106,0.0051,2826.1,3022.0,3027.6,89.0
smem_pad_blk_vec,16384,32,16,4,1,32,1,0.7314,0.0048,2756.7,2936.0,2943.1,86.5
smem_pad_blk_vec_2x,16384,32,16,4,1,32,1,0.7203,0.0049,2793.2,2981.2,2985.5,87.8
naive,16384,32,8,4,2,32,1,4.4652,0.0099,477.0,480.9,482.9,14.2
blocked,16384,32,8,4,2,8,1,4.4489,0.0069,479.5,482.7,484.4,14.2
blocked,16384,32,8,4,2,32,1,4.4860,0.0063,474.9,478.7,480.2,14.1
blocked,16384,32,8,4,2,64,1,4.4481,0.0068,478.2,482.8,484.1,14.2
blocked,16384,32,8,4,2,128,1,4.4708,0.0092,472.6,480.3,481.7,14.1
blocked,16384,32,8,4,2,256,1,4.4548,0.0063,478.3,482.1,483.4,14.2
smem,16384,32,8,4,2,32,1,0.7646,0.0063,2632.0,2808.7,2822.9,82.7
smem_blk,16384,32,8,4,2,8,1,0.7647,0.0064,2620.2,2808.3,2820.3,82.7
smem_blk,16384,32,8,4,2,32,1,0.7623,0.0066,2622.9,2817.0,2826.9,82.9
smem_blk,16384,32,8,4,2,64,1,0.7612,0.0072,2605.5,2821.0,2832.4,83.1
smem_blk,16384,32,8,4,2,128,1,0.7619,0.0064,2638.2,2818.5,2831.7,83.0
smem_blk,16384,32,8,4,2,256,1,0.7623,0.0069,2616.5,2817.0,2828.4,83.0
smem_pad,16384,32,8,4,2,32,1,0.6647,0.0056,2989.9,3230.7,3239.5,95.1
smem_swiz,16384,32,8,4,2,32,1,0.6688,0.0056,2976.5,3210.9,3223.3,94.6
smem_blk_swiz,16384,32,8,4,2,8,1,0.6669,0.0056,2983.1,3220.3,3231.8,94.8
smem_blk_swiz,16384,32,8,4,2,32,1,0.6663,0.0058,2980.0,3222.8,3234.9,94.9
smem_blk_swiz,16384,32,8,4,2,64,1,0.6695,0.0058,2965.7,3207.4,3220.3,94.4
smem_blk_swiz,16384,32,8,4,2,128,1,0.6681,0.0064,2943.2,3214.2,3225.3,94.6
smem_blk_swiz,16384,32,8,4,2,256,1,0.6688,0.0052,2996.2,3211.0,3224.2,94.6
smem_pad_blk,16384,32,8,4,2,32,1,0.6669,0.0103,2791.8,3220.0,3229.8,94.8
smem_pad_blk_vec,16384,32,8,4,2,32,1,0.6792,0.0042,2981.2,3161.6,3168.1,93.1
smem_pad_blk_vec_2x,16384,32,8,4,2,32,1,0.6864,0.0040,2958.2,3128.8,3137.1,92.1
naive,16384,32,16,4,2,32,1,3.9999,0.0063,532.7,536.9,538.2,15.8
blocked,16384,32,16,4,2,8,1,4.0045,0.0070,531.4,536.3,538.5,15.8
blocked,16384,32,16,4,2,32,1,3.9711,0.0100,530.2,540.8,542.8,15.9
blocked,16384,32,16,4,2,64,1,3.9456,0.0071,539.6,544.3,546.1,16.0
blocked,16384,32,16,4,2,128,1,3.9738,0.0071,535.6,540.4,542.4,15.9
blocked,16384,32,16,4,2,256,1,4.0135,0.0069,530.1,535.1,536.9,15.8
smem,16384,32,16,4,2,32,1,1.1731,0.0052,1760.9,1830.6,1833.8,53.9
smem_blk,16384,32,16,4,2,8,1,1.1720,0.0059,1753.8,1832.3,1836.8,54.0
smem_blk,16384,32,16,4,2,32,1,1.1722,0.0056,1760.8,1831.9,1836.4,53.9
smem_blk,16384,32,16,4,2,64,1,1.1727,0.0059,1753.4,1831.2,1835.9,53.9
smem_blk,16384,32,16,4,2,128,1,1.1738,0.0086,1707.3,1829.6,1834.1,53.9
smem_blk,16384,32,16,4,2,256,1,1.1735,0.0045,1765.9,1830.0,1834.2,53.9
smem_pad,16384,32,16,4,2,32,1,0.6899,0.0045,2953.0,3112.6,3132.7,91.7
smem_swiz,16384,32,16,4,2,32,1,0.6920,0.0057,2885.4,3103.4,3126.7,91.4
smem_blk_swiz,16384,32,16,4,2,8,1,0.6940,0.0078,2794.0,3094.4,3116.7,91.1
smem_blk_swiz,16384,32,16,4,2,32,1,0.6912,0.0054,2904.1,3106.8,3128.0,91.5
smem_blk_swiz,16384,32,16,4,2,64,1,0.6919,0.0050,2917.0,3103.7,3120.8,91.4
smem_blk_swiz,16384,32,16,4,2,128,1,0.6920,0.0094,2741.7,3103.3,3125.3,91.4
smem_blk_swiz,16384,32,16,4,2,256,1,0.6931,0.0051,2906.3,3098.3,3116.0,91.2
smem_pad_blk,16384,32,16,4,2,32,1,0.6913,0.0053,2907.4,3106.4,3125.6,91.5
smem_pad_blk_vec,16384,32,16,4,2,32,1,0.6926,0.0049,2898.0,3100.8,3107.8,91.3
smem_pad_blk_vec_2x,16384,32,16,4,2,32,1,0.6967,0.0043,2904.4,3082.3,3090.3,90.8
naive,16384,32,8,2,2,32,1,4.1905,0.0047,509.1,512.5,513.5,15.1
blocked,16384,32,8,2,2,8,1,4.1979,0.0050,507.5,511.6,512.7,15.1
blocked,16384,32,8,2,2,32,1,4.2213,0.0052,504.9,508.7,509.7,15.0
blocked,16384,32,8,2,2,64,1,4.1707,0.0060,509.2,514.9,516.2,15.2
blocked,16384,32,8,2,2,128,1,4.1817,0.0047,509.9,513.5,514.5,15.1
blocked,16384,32,8,2,2,256,1,4.2142,0.0055,504.4,509.6,510.4,15.0
smem,16384,32,8,2,2,32,1,0.8078,0.0071,2480.3,2658.3,2665.5,78.3
smem_blk,16384,32,8,2,2,8,1,0.8061,0.0070,2488.4,2664.2,2670.9,78.4
smem_blk,16384,32,8,2,2,32,1,0.8071,0.0072,2476.9,2660.8,2668.3,78.4
smem_blk,16384,32,8,2,2,64,1,0.8049,0.0067,2504.8,2667.9,2673.9,78.6
smem_blk,16384,32,8,2,2,128,1,0.8083,0.0066,2494.1,2656.7,2662.2,78.2
smem_blk,16384,32,8,2,2,256,1,0.8061,0.0068,2497.8,2664.0,2670.1,78.4
smem_pad,16384,32,8,2,2,32,1,0.6865,0.0091,2767.1,3128.1,3139.7,92.1
smem_swiz,16384,32,8,2,2,32,1,0.6841,0.0060,2896.9,3139.0,3152.4,92.4
smem_blk_swiz,16384,32,8,2,2,8,1,0.6877,0.0048,2933.1,3122.9,3135.5,92.0
smem_blk_swiz,16384,32,8,2,2,32,1,0.6855,0.0055,2915.4,3132.6,3142.4,92.2
smem_blk_swiz,16384,32,8,2,2,64,1,0.6865,0.0055,2910.2,3128.1,3138.4,92.1
smem_blk_swiz,16384,32,8,2,2,128,1,0.6891,0.0104,2709.3,3116.3,3124.2,91.8
smem_blk_swiz,16384,32,8,2,2,256,1,0.6820,0.0059,2911.7,3148.6,3161.8,92.7
smem_pad_blk,16384,32,8,2,2,32,1,0.6821,0.0050,2947.4,3148.4,3160.3,92.7
smem_pad_blk_vec,16384,32,8,2,2,32,1,0.7065,0.0048,2849.3,3039.6,3044.5,89.5
smem_pad_blk_vec_2x,16384,32,8,2,2,32,1,0.7064,0.0049,2842.0,3040.2,3044.0,89.5
naive,16384,32,8,4,4,32,1,4.3939,0.0091,484.6,488.7,491.2,14.4
blocked,16384,32,8,4,4,8,1,4.3985,0.0107,483.3,488.2,490.6,14.4
blocked,16384,32,8,4,4,32,1,4.3479,0.0104,488.9,493.9,496.7,14.5
blocked,16384,32,8,4,4,64,1,4.4000,0.0105,483.1,488.1,490.5,14.4
blocked,16384,32,8,4,4,128,1,4.3362,0.0101,489.9,495.2,497.6,14.6
blocked,16384,32,8,4,4,256,1,4.4117,0.0095,483.5,486.8,489.0,14.3
smem,16384,32,8,4,4,32,1,1.1710,0.0056,1757.2,1833.9,1838.6,54.0
smem_blk,16384,32,8,4,4,8,1,1.1710,0.0052,1763.7,1834.0,1840.8,54.0
smem_blk,16384,32,8,4,4,32,1,1.1706,0.0045,1773.3,1834.5,1839.5,54.0
smem_blk,16384,32,8,4,4,64,1,1.1704,0.0043,1778.3,1834.9,1840.7,54.0
smem_blk,16384,32,8,4,4,128,1,1.1702,0.0051,1762.3,1835.2,1841.6,54.0
smem_blk,16384,32,8,4,4,256,1,1.1699,0.0050,1768.4,1835.7,1842.4,54.1
smem_pad,16384,32,8,4,4,32,1,0.6641,0.0052,3026.5,3233.8,3256.1,95.2
smem_swiz,16384,32,8,4,4,32,1,0.6655,0.0054,3004.8,3226.7,3245.0,95.0
smem_blk_swiz,16384,32,8,4,4,8,1,0.6611,0.0060,3005.9,3248.6,3271.7,95.7
smem_blk_swiz,16384,32,8,4,4,32,1,0.6651,0.0057,2994.3,3228.6,3245.1,95.1
smem_blk_swiz,16384,32,8,4,4,64,1,0.6596,0.0059,3020.7,3255.8,3282.4,95.9
smem_blk_swiz,16384,32,8,4,4,128,1,0.6651,0.0054,3010.7,3228.7,3248.7,95.1
smem_blk_swiz,16384,32,8,4,4,256,1,0.6576,0.0054,3051.9,3265.6,3292.9,96.2
smem_pad_blk,16384,32,8,4,4,32,1,0.6599,0.0063,3002.5,3254.4,3279.2,95.8
smem_pad_blk_vec,16384,32,8,4,4,32,1,0.6476,0.0041,3125.4,3315.8,3328.8,97.6
smem_pad_blk_vec_2x,16384,32,8,4,4,32,1,0.6544,0.0043,3083.8,3281.6,3290.0,96.6
naive,16384,32,32,1,1,32,1,3.8109,0.0042,557.7,563.5,564.0,16.6
blocked,16384,32,32,1,1,8,1,3.8407,0.0039,553.9,559.1,559.6,16.5
blocked,16384,32,32,1,1,32,1,3.8007,0.0069,555.2,565.0,565.6,16.6
blocked,16384,32,32,1,1,64,1,3.8073,0.0030,560.1,564.0,564.5,16.6
blocked,16384,32,32,1,1,128,1,3.7787,0.0038,563.2,568.3,568.9,16.7
blocked,16384,32,32,1,1,256,1,3.8119,0.0036,558.5,563.4,563.8,16.6
smem,16384,32,32,1,1,32,1,2.2796,0.0032,929.4,942.1,942.8,27.7
smem_blk,16384,32,32,1,1,8,1,2.2802,0.0068,914.6,941.8,942.3,27.7
smem_blk,16384,32,32,1,1,32,1,2.2793,0.0032,929.5,942.1,942.8,27.7
smem_blk,16384,32,32,1,1,64,1,2.2797,0.0036,928.0,942.0,943.0,27.7
smem_blk,16384,32,32,1,1,128,1,2.2797,0.0036,928.0,942.0,943.0,27.7
smem_blk,16384,32,32,1,1,256,1,2.2796,0.0040,926.4,942.0,943.1,27.7
smem_pad,16384,32,32,1,1,32,1,1.4972,0.0038,1400.1,1434.4,1436.2,42.2
smem_swiz,16384,32,32,1,1,32,1,1.4986,0.0041,1395.2,1433.0,1434.7,42.2
smem_blk_swiz,16384,32,32,1,1,8,1,1.4997,0.0045,1390.5,1431.9,1433.2,42.2
smem_blk_swiz,16384,32,32,1,1,32,1,1.4992,0.0044,1392.5,1432.5,1434.2,42.2
smem_blk_swiz,16384,32,32,1,1,64,1,1.4996,0.0039,1396.6,1432.1,1434.5,42.2
smem_blk_swiz,16384,32,32,1,1,128,1,1.4994,0.0081,1359.1,1432.2,1434.0,42.2
smem_blk_swiz,16384,32,32,1,1,256,1,1.4984,0.0042,1395.0,1433.2,1434.9,42.2
smem_pad_blk,16384,32,32,1,1,32,1,1.4971,0.0038,1399.9,1434.4,1436.3,42.2
smem_pad_blk_vec,16384,32,32,1,1,32,1,2.1671,0.0044,971.3,991.0,991.8,29.2
smem_pad_blk_vec_2x,16384,32,32,1,1,32,1,2.0340,0.0071,1020.3,1055.8,1056.9,31.1
naive,16384,32,32,1,2,32,1,3.9113,0.0071,539.7,549.1,549.8,16.2
blocked,16384,32,32,1,2,8,1,3.8540,0.0038,552.9,557.2,558.0,16.4
blocked,16384,32,32,1,2,32,1,3.8816,0.0046,548.0,553.3,554.1,16.3
blocked,16384,32,32,1,2,64,1,3.8497,0.0038,553.4,557.8,558.6,16.4
blocked,16384,32,32,1,2,128,1,3.8453,0.0040,553.8,558.5,559.2,16.4
blocked,16384,32,32,1,2,256,1,3.8939,0.0044,546.1,551.5,552.2,16.2
smem,16384,32,32,1,2,32,1,2.0134,0.0030,1054.5,1066.6,1069.8,31.4
smem_blk,16384,32,32,1,2,8,1,1.9922,0.0027,1067.0,1078.0,1080.5,31.7
smem_blk,16384,32,32,1,2,32,1,2.0112,0.0025,1057.1,1067.8,1070.0,31.4
smem_blk,16384,32,32,1,2,64,1,1.9932,0.0029,1065.2,1077.4,1080.4,31.7
smem_blk,16384,32,32,1,2,128,1,1.9937,0.0031,1063.8,1077.1,1080.0,31.7
smem_blk,16384,32,32,1,2,256,1,2.0115,0.0027,1058.4,1067.6,1070.0,31.4
smem_pad,16384,32,32,1,2,32,1,1.2040,0.0042,1732.4,1783.6,1791.4,52.5
smem_pad_blk,16384,32,32,1,2,32,1,1.1899,0.0046,1746.0,1804.7,1812.5,53.1
smem_pad_blk_vec,16384,32,32,1,2,32,1,1.3995,0.0042,1491.3,1534.5,1538.0,45.2
smem_pad_blk_vec_2x,16384,32,32,1,2,32,1,1.3579,0.0054,1523.7,1581.5,1585.9,46.6
naive,16384,32,32,2,1,32,1,3.8223,0.0041,556.3,561.8,562.4,16.5
blocked,16384,32,32,2,1,8,1,3.7544,0.0039,566.5,572.0,572.4,16.8
blocked,16384,32,32,2,1,32,1,3.7645,0.0040,564.9,570.5,570.9,16.8
blocked,16384,32,32,2,1,64,1,3.7596,0.0039,565.8,571.2,571.7,16.8
blocked,16384,32,32,2,1,128,1,3.8063,0.0039,559.2,564.2,564.8,16.6
blocked,16384,32,32,2,1,256,1,3.8259,0.0040,556.2,561.3,562.0,16.5
smem,16384,32,32,2,1,32,1,1.9921,0.0030,1065.3,1078.0,1080.5,31.7
smem_blk,16384,32,32,2,1,8,1,1.9829,0.0027,1069.9,1083.0,1085.4,31.9
smem_blk,16384,32,32,2,1,32,1,1.9834,0.0022,1072.9,1082.8,1086.0,31.9
smem_blk,16384,32,32,2,1,64,1,1.9829,0.0025,1071.7,1083.0,1085.4,31.9
smem_blk,16384,32,32,2,1,128,1,1.9839,0.0027,1070.5,1082.5,1084.0,31.9
smem_blk,16384,32,32,2,1,256,1,1.9828,0.0026,1071.0,1083.1,1084.7,31.9
smem_pad,16384,32,32,2,1,32,1,1.1851,0.0064,1719.4,1812.0,1815.1,53.4
smem_swiz,16384,32,32,2,1,32,1,1.1842,0.0038,1757.9,1813.5,1816.4,53.4
smem_blk_swiz,16384,32,32,2,1,8,1,1.1842,0.0062,1724.3,1813.5,1815.6,53.4
smem_blk_swiz,16384,32,32,2,1,32,1,1.1854,0.0058,1727.2,1811.7,1813.5,53.3
smem_blk_swiz,16384,32,32,2,1,64,1,1.1839,0.0036,1761.3,1813.9,1815.6,53.4
smem_blk_swiz,16384,32,32,2,1,128,1,1.1847,0.0029,1771.0,1812.7,1814.7,53.4
smem_blk_swiz,16384,32,32,2,1,256,1,1.1842,0.0037,1759.6,1813.4,1816.6,53.4
smem_pad_blk,16384,32,32,2,1,32,1,1.1834,0.0039,1757.3,1814.6,1817.9,53.4
smem_pad_blk_vec,16384,32,32,2,1,32,1,1.3257,0.0043,1569.7,1619.9,1622.2,47.7
smem_pad_blk_vec_2x,16384,32,32,2,1,32,1,1.2703,0.0031,1652.6,1690.6,1693.6,49.8
naive,16384,32,32,1,4,32,1,3.8430,0.0059,554.1,558.8,560.2,16.5
blocked,16384,32,32,1,4,8,1,3.8195,0.0048,557.3,562.2,563.6,16.6
blocked,16384,32,32,1,4,32,1,3.8235,0.0048,556.6,561.7,562.8,16.5
blocked,16384,32,32,1,4,64,1,3.8518,0.0052,552.5,557.5,559.1,16.4
blocked,16384,32,32,1,4,128,1,3.8264,0.0059,557.9,561.2,562.6,16.5
blocked,16384,32,32,1,4,256,1,3.8647,0.0046,551.8,555.7,556.8,16.4
smem,16384,32,32,1,4,32,1,1.4577,0.0037,1437.0,1473.2,1475.3,43.4
smem_blk,16384,32,32,1,4,8,1,1.4575,0.0030,1444.4,1473.4,1474.7,43.4
smem_blk,16384,32,32,1,4,32,1,1.4593,0.0041,1432.3,1471.6,1473.3,43.3
smem_blk,16384,32,32,1,4,64,1,1.4591,0.0040,1433.2,1471.8,1473.4,43.3
