variant,N,TB,SB,MT,threads,med_time_ms,std_time_ms,p5_time_ms,p95_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw,status
locbuf_blk_mt,16384,64,16,4,288,10.0685,1.2559,10.0150,11.7152,98.4,213.3,214.9,44.1,PASS
blk_aligned_mt_c2,16384,64,64,4,288,10.1774,1.6523,10.1279,11.0915,80.9,211.0,212.5,43.6,PASS
blk_aligned_mt,16384,64,64,4,288,10.1939,0.4138,10.1251,10.7420,171.9,210.7,213.6,43.6,PASS
rm_blk_mt_c2,16384,64,128,16,288,10.2175,0.5132,10.0100,11.4368,167.2,210.2,215.5,43.5,PASS
locbuf_blk_mt,16384,64,64,16,288,10.2365,0.7864,10.1521,12.6405,153.9,209.8,211.8,43.4,PASS
blk_aligned_mt,16384,64,32,16,288,10.2561,0.5007,9.5646,10.4760,170.2,209.4,232.9,43.3,PASS
blk_naive_nd,16384,64,256,8,288,10.2791,2.5715,9.1067,12.3706,62.8,208.9,243.1,43.2,PASS
blk_aligned_mt,16384,64,64,16,288,10.3769,0.3829,10.1766,11.4178,182.1,206.9,211.6,42.8,PASS
blk_aligned_mt,16384,64,16,8,288,10.3959,0.5615,10.1964,12.0608,167.8,206.6,211.5,42.7,PASS
tiled,16384,64,32,8,288,10.4005,0.4296,10.3151,10.6461,168.0,206.5,208.8,42.7,PASS
rm_blk_mt_c2,16384,64,64,32,288,10.4029,0.5590,10.3245,12.2081,166.8,206.4,208.5,42.7,PASS
locbuf_blk_mt,16384,64,64,4,288,10.4655,0.3899,10.3979,10.7093,165.8,205.2,207.3,42.4,PASS
locbuf_blk_mt,16384,64,128,32,288,10.5010,0.2355,10.3733,10.6975,176.6,204.5,207.5,42.3,PASS
tiled_c2,16384,32,32,8,288,10.5300,0.6336,10.4431,12.2349,158.8,203.9,207.3,42.2,PASS
blk_aligned_c2,16384,64,64,8,288,10.6920,0.7013,10.5038,12.7785,149.5,200.9,205.7,41.5,PASS
blk_tiled_c2,16384,64,256,8,288,10.7061,0.3756,10.6158,11.3826,170.0,200.6,202.8,41.5,PASS
rm_blk_mt_c2,16384,64,16,16,288,10.7244,0.7951,10.6429,13.0747,151.6,200.2,203.3,41.4,PASS
rm_blk_mt_nd,16384,64,256,4,288,10.7596,0.4184,10.5020,11.7539,168.5,199.6,210.6,41.3,PASS
locbuf_2buf,16384,128,32,8,288,10.7720,0.3719,10.6295,11.3441,160.5,199.4,204.2,41.2,PASS
blk_naive_nd,16384,64,64,8,288,10.7945,1.1042,9.3037,13.2391,144.3,198.9,238.2,41.1,PASS
blk_tiled_c2,16384,64,16,8,288,10.8420,0.5655,10.5289,12.2782,153.1,198.1,206.5,41.0,PASS
locbuf_blk_mt,16384,64,256,32,288,10.8706,0.7759,10.2756,12.5435,136.0,197.6,214.6,40.9,PASS
locbuf_blk_mt,16384,64,256,8,288,10.8835,0.8948,10.7536,13.5890,145.2,197.3,200.3,40.8,PASS
blk_naive_c2_nd,16384,64,256,8,288,10.9260,1.0902,9.3849,12.8540,149.9,196.5,247.5,40.7,PASS
rm_blk_mt_c2,16384,64,128,32,288,10.9760,0.5247,10.8595,12.5911,162.8,195.7,198.4,40.5,PASS
blk_naive_c2_nd,16384,64,64,8,288,10.9855,1.4288,9.1374,14.3934,140.1,195.5,239.6,40.4,PASS
hptt,16384,0,32,0,288,10.9916,0.3017,10.9129,11.7425,167.7,195.4,197.4,40.4,PASS
rm_blk_mt,16384,64,16,8,288,11.0745,0.1700,11.0151,11.2724,173.8,193.9,195.7,40.1,PASS
blk_tiled,16384,64,16,8,288,11.1225,0.5602,10.7851,11.8985,142.6,193.1,200.6,39.9,PASS
blk_aligned_mt_c2,16384,64,128,4,288,11.2121,0.3767,11.1247,11.6121,157.6,191.5,194.9,39.6,PASS
blk_aligned_mt,16384,64,64,32,288,11.2284,0.6062,10.8643,11.8541,142.7,191.3,199.0,39.6,PASS
blk_aligned_mt,16384,64,128,4,288,11.2636,0.5507,11.2258,12.6258,141.7,190.7,191.7,39.4,PASS
blk_naive_c2_nd,16384,64,128,8,288,11.2690,1.3219,9.6318,14.2173,141.0,190.6,238.5,39.4,PASS
blk_aligned_c2,16384,64,16,8,288,11.2860,0.7281,11.1976,13.4207,145.8,190.3,192.5,39.4,PASS
rm_blk_mt_c2,16384,64,512,32,288,11.2865,0.1263,11.2099,11.4274,176.3,190.3,192.0,39.4,PASS
rm_blk_mt_c2,16384,64,32,8,288,11.3065,0.5605,11.2400,12.6608,147.6,189.9,191.3,39.3,PASS
blk_tiled_c2,16384,64,128,8,288,11.3641,0.3455,11.2997,12.3743,165.1,189.0,190.6,39.1,PASS
locbuf_blk,16384,64,512,8,288,11.5471,0.6067,11.4691,11.7470,124.0,186.0,187.6,38.5,PASS
locbuf_blk_mt_c2,16384,64,16,4,288,11.5505,0.4255,11.4938,12.3065,152.5,185.9,187.4,38.5,PASS
rm_blk_mt_c2,16384,64,64,4,288,11.5969,0.6446,11.3850,13.5822,148.9,185.2,189.7,38.3,PASS
blk_aligned_mt_nd,16384,64,128,4,288,11.6246,0.4967,11.4465,12.2828,135.2,184.7,188.6,38.2,PASS
rm_blk,16384,64,64,8,288,11.6384,0.7437,11.4926,14.0633,144.2,184.5,188.9,38.2,PASS
blk_tiled,16384,64,256,8,288,11.6795,0.2307,11.5299,11.9494,159.0,183.9,187.9,38.0,PASS
tiled,16384,16,32,8,288,11.7165,2.3852,11.5847,12.8909,60.7,183.3,187.9,37.9,PASS
blk_aligned_mt_c2,16384,64,512,4,288,11.7315,0.4923,11.6901,12.7569,138.3,183.1,184.0,37.9,PASS
blk_tiled,16384,64,512,8,288,11.7410,0.3674,11.6308,11.9360,142.5,182.9,185.5,37.8,PASS
rm_blk,16384,64,32,8,288,11.7511,0.2587,11.6619,11.8537,157.8,182.7,185.2,37.8,PASS
blk_tiled_c2,16384,64,8,8,288,11.8085,0.3959,11.6590,12.0310,144.5,181.9,184.6,37.6,PASS
blk_aligned_mt_c2,16384,64,16,8,288,11.8165,0.6732,11.7818,13.8358,140.5,181.7,182.5,37.6,PASS
blk_aligned_mt,16384,64,32,4,288,11.8316,0.5778,11.7079,13.5834,148.6,181.5,185.5,37.5,PASS
rm_blk_mt_nd,16384,64,256,8,288,11.9840,0.7886,11.7946,14.4558,132.5,179.2,183.2,37.1,PASS
blk_aligned,16384,64,64,8,288,12.0159,0.4583,11.8717,13.1354,147.0,178.7,181.7,37.0,PASS
locbuf_blk_mt,16384,64,32,8,288,12.0270,0.7641,11.8688,13.8460,137.7,178.6,181.6,36.9,PASS
blk_aligned_nd,16384,64,128,8,288,12.0540,0.3654,11.9400,12.3123,137.9,178.2,180.5,36.8,PASS
rm_blk_mt,16384,64,64,16,288,12.0735,0.5260,11.9418,12.9869,133.8,177.9,180.9,36.8,PASS
blk_tiled,16384,64,64,8,288,12.0821,1.9672,11.9627,14.7084,71.8,177.7,180.3,36.8,PASS
rm_blk_mt_c2,16384,64,256,32,288,12.0909,0.6230,11.8368,13.6539,140.1,177.6,182.0,36.7,PASS
blk_aligned_mt,16384,64,16,4,288,12.1145,0.5289,11.9411,13.2602,138.3,177.3,180.8,36.7,PASS
rm_blk_mt,16384,64,64,32,288,12.1135,0.8372,11.9617,13.8732,120.2,177.3,180.9,36.7,PASS
rm_blk_c2_nd,16384,64,8,8,288,12.1665,0.4354,11.8889,13.1146,141.9,176.5,182.6,36.5,PASS
rm_blk,16384,64,16,8,288,12.2144,0.8153,12.1168,14.4618,130.7,175.8,177.9,36.4,PASS
blk_tiled,16384,64,8,8,288,12.2275,0.3893,12.0799,12.6990,142.7,175.6,179.1,36.3,PASS
blk_aligned_mt_c2,16384,64,16,16,288,12.2540,0.6207,12.2158,13.7753,131.1,175.2,175.9,36.2,PASS
rm_blk_mt_c2_nd,16384,64,8,4,288,12.2669,0.8573,11.9910,13.3283,111.1,175.1,182.3,36.2,PASS
rm_blk_mt_c2,16384,64,128,4,288,12.3044,0.4033,12.2185,12.7101,136.6,174.5,176.5,36.1,PASS
rm_blk_mt_c2,16384,64,32,4,288,12.3720,0.5207,12.2469,13.8171,142.3,173.6,176.0,35.9,PASS
rm_blk_mt_c2,16384,64,32,16,288,12.3705,0.5449,12.1516,13.7016,141.4,173.6,179.2,35.9,PASS
rm_blk_mt_c2_nd,16384,64,8,8,288,12.4059,2.0008,12.2830,14.0990,68.5,173.1,176.5,35.8,PASS
rm_blk_mt,16384,64,32,32,288,12.4195,0.8028,12.2233,14.6378,134.6,172.9,182.1,35.8,PASS
locbuf_blk_mt_c2,16384,64,16,8,288,12.4705,0.6231,12.2803,14.4124,140.0,172.2,176.9,35.6,PASS
blk_aligned_c2,16384,64,512,8,288,12.4760,0.5609,12.3886,13.9909,140.8,172.1,175.0,35.6,PASS
blk_tiled_c2,16384,64,512,8,288,12.4885,0.9365,12.3751,14.5712,113.9,172.0,174.4,35.6,PASS
locbuf_blk_mt,16384,64,128,8,288,12.5160,1.2338,12.3839,16.1469,123.4,171.6,173.8,35.5,PASS
blk_aligned_mt,16384,64,16,16,288,12.5375,0.6987,12.1920,14.4650,134.2,171.3,183.8,35.4,PASS
rm_blk_c2,16384,64,8,8,288,12.6281,0.7706,11.8569,14.5661,133.6,170.1,189.4,35.2,PASS
rm_blk_mt_c2,16384,64,512,16,288,12.6815,0.0894,12.6419,12.7421,158.6,169.3,170.2,35.0,PASS
blk_aligned,16384,64,128,8,288,12.7025,0.1582,12.6659,12.8166,154.4,169.1,169.8,35.0,PASS
locbuf_blk_nd,16384,64,256,8,288,12.7144,0.2067,12.4672,13.0520,157.2,168.9,174.6,34.9,PASS
rm_blk_mt_c2,16384,64,256,16,288,12.7616,0.4057,12.1850,13.4786,153.5,168.3,177.3,34.8,PASS
rm_blk_mt,16384,64,64,8,288,12.8167,0.3303,12.6646,13.2017,141.5,167.6,170.1,34.7,PASS
rm_blk_mt_c2,16384,64,256,4,288,12.8155,0.4628,12.6634,13.2471,128.9,167.6,170.6,34.7,PASS
rm_blk_c2,16384,64,256,8,288,12.9325,0.4515,12.7660,13.7630,134.2,166.1,169.6,34.3,PASS
rm_blk_mt_c2,16384,64,8,4,288,12.9704,0.4285,12.8538,13.9496,139.7,165.6,168.5,34.2,PASS
rm_blk_mt_c2,16384,64,128,8,288,12.9925,0.5063,12.8049,13.6294,134.1,165.3,168.9,34.2,PASS
blk_aligned_mt_c2_nd,16384,64,512,8,288,12.9950,2.0144,12.2317,14.2596,67.7,165.3,175.9,34.2,PASS
blk_aligned_mt,16384,64,128,16,288,12.9991,0.3705,12.9079,13.2074,139.2,165.2,166.8,34.2,PASS
blk_aligned_mt,16384,64,128,8,288,13.1015,0.2090,13.0237,13.2465,143.1,163.9,165.3,33.9,PASS
blk_aligned_mt_c2,16384,64,512,16,288,13.1351,1.0215,13.0398,16.0992,115.5,163.5,165.5,33.8,PASS
locbuf_blk_mt_nd,16384,64,128,8,288,13.1540,2.8238,13.0648,13.3571,51.7,163.3,165.4,33.8,PASS
locbuf_nd,16384,128,32,8,288,13.1935,0.3571,12.9675,13.7156,138.1,162.8,166.9,33.7,PASS
locbuf_blk_mt,16384,64,16,8,288,13.1996,0.3486,12.8925,13.7810,146.2,162.7,168.9,33.6,PASS
locbuf_blk_mt_nd,16384,64,256,32,288,13.2926,0.7213,12.8837,14.3595,110.7,161.6,168.7,33.4,PASS
locbuf_blk_mt_nd,16384,64,256,16,288,13.3666,0.6714,13.0563,14.0575,113.5,160.7,167.9,33.2,PASS
rm_blk_mt,16384,64,32,8,288,13.3690,0.4575,13.2839,14.8532,135.5,160.6,162.5,33.2,PASS
blk_aligned_mt_nd,16384,64,128,32,288,13.4741,0.2290,13.2661,13.8622,145.9,159.4,163.2,33.0,PASS
rm_blk_nd,16384,64,8,8,288,13.4915,0.5892,13.1926,14.6958,134.1,159.2,164.1,32.9,PASS
rm_blk_mt,16384,64,8,4,288,13.4990,0.6404,13.3994,14.9787,119.3,159.1,160.9,32.9,PASS
locbuf_blk_mt_c2,16384,64,128,4,288,13.5241,0.1136,13.3879,13.7367,153.3,158.8,161.3,32.8,PASS
blk_aligned_mt,16384,64,256,32,288,13.6009,0.9405,13.4959,16.3035,120.3,157.9,159.7,32.7,PASS
rm_blk_mt_nd,16384,64,256,16,288,13.6404,0.8024,13.3004,15.7579,125.2,157.4,162.4,32.6,PASS
rm_blk_mt_nd,16384,64,8,8,288,13.7260,0.5862,13.6139,14.8616,127.2,156.5,158.9,32.4,PASS
locbuf_blk,16384,64,256,8,288,13.7305,0.7967,13.0968,15.3830,128.8,156.4,165.4,32.3,PASS
blk_aligned_mt_c2_nd,16384,64,512,16,288,13.7596,0.8735,13.5336,15.8075,118.9,156.1,159.3,32.3,PASS
tiled,16384,32,32,8,288,13.7811,0.5670,13.5456,15.3891,128.5,155.8,159.8,32.2,PASS
blk_aligned_mt_c2,16384,64,512,8,288,13.8669,0.7078,13.7258,15.2897,117.4,154.9,156.8,32.0,PASS
locbuf_blk_mt_nd,16384,64,128,16,288,13.9040,0.1527,13.7678,14.1923,145.5,154.5,158.1,31.9,PASS
rm_blk_mt,16384,64,128,16,288,13.9043,1.6022,13.8134,14.1157,71.6,154.4,155.7,31.9,PASS
rm_blk_mt,16384,64,128,8,288,14.0185,0.2599,13.9191,14.1396,130.3,153.2,154.5,31.7,PASS
blk_aligned,16384,64,16,8,288,14.0749,0.9307,13.9150,16.4590,115.0,152.6,154.7,31.6,PASS
rm_blk_mt,16384,64,32,16,288,14.1294,0.3459,14.0043,14.3107,124.0,152.0,155.2,31.4,PASS
locbuf_blk_mt,16384,64,512,8,288,14.1976,0.1731,14.0858,14.5571,140.2,151.3,153.5,31.3,PASS
tiled,16384,128,32,8,288,14.2090,0.5149,14.0658,14.5798,125.9,151.1,153.5,31.3,PASS
rm_blk_mt_c2,16384,64,8,8,288,14.2086,0.4906,14.1073,15.4996,129.7,151.1,152.7,31.3,PASS
rm_blk_mt,16384,64,128,32,288,14.3485,0.1685,14.1671,14.7350,144.9,149.7,152.2,31.0,PASS
rm_blk_mt,16384,64,8,8,288,14.3565,0.6211,14.2519,15.6715,119.4,149.6,150.9,30.9,PASS
locbuf_blk_mt,16384,64,512,32,288,14.3710,0.5068,14.1059,14.9908,117.5,149.4,152.8,30.9,PASS
rm_blk_mt_nd,16384,64,128,4,288,14.3706,0.7497,14.2369,16.9078,124.4,149.4,151.4,30.9,PASS
rm_blk_mt_c2,16384,64,512,4,288,14.3811,1.8760,13.2021,15.9209,67.8,149.3,169.2,30.9,PASS
rm_blk_mt_nd,16384,64,8,4,288,14.4305,0.6138,14.2737,15.1688,118.9,148.8,151.1,30.8,PASS
locbuf_2buf_nd,16384,128,32,8,288,14.4490,0.2139,14.2678,14.7385,137.6,148.6,151.8,30.7,PASS
rm_blk_mt,16384,64,32,4,288,14.5175,0.2849,14.3247,14.6842,125.1,147.9,152.0,30.6,PASS
rm_blk_mt_nd,16384,64,128,8,288,14.6370,0.3382,14.5436,15.0180,128.0,146.7,150.1,30.3,PASS
rm_blk_mt,16384,64,128,4,288,14.6919,0.7651,14.5558,16.8141,119.8,146.2,148.6,30.2,PASS
rm_blk_mt_nd,16384,64,128,16,288,14.8280,0.3299,14.6939,15.6341,126.9,144.8,146.8,30.0,PASS
rm_blk_mt_nd,16384,64,128,32,288,15.1701,0.4972,15.0194,16.6257,123.6,141.6,144.2,29.3,PASS
blk_aligned_mt_c2,16384,64,8,4,288,15.4821,0.4365,15.4020,16.5542,123.5,138.7,139.6,28.7,PASS
rm_blk_nd,16384,64,128,8,288,15.5200,0.8679,15.3658,16.8228,94.2,138.4,140.4,28.6,PASS
blk_aligned_nd,16384,64,256,8,288,15.5720,0.6195,15.1757,16.6494,106.9,137.9,143.1,28.5,PASS
rm_blk_mt_c2,16384,64,256,8,288,15.7100,0.4789,15.4912,16.7147,122.4,136.7,142.3,28.3,PASS
tiled_nd,16384,128,32,8,288,15.8186,0.8706,15.2475,17.5390,108.9,135.8,141.7,28.1,PASS
blk_aligned_mt,16384,64,512,32,288,15.9763,0.6631,15.9119,18.0058,109.7,134.4,135.2,27.8,PASS
blk_aligned_mt_nd,16384,64,128,16,288,16.0366,0.2827,15.5599,16.3999,128.5,133.9,138.6,27.7,PASS
rm_blk_c2,16384,64,512,8,288,16.1430,0.6219,15.8180,17.2846,110.7,133.0,137.1,27.5,PASS
rm_blk,16384,64,8,8,288,16.2135,0.6018,15.9095,17.8310,110.8,132.4,137.8,27.4,PASS
blk_aligned_mt,16384,64,8,4,288,16.2516,0.7009,16.1761,18.0688,106.3,132.1,134.0,27.3,PASS
locbuf_blk_mt,16384,64,512,16,288,16.3701,0.4399,15.7944,16.9176,111.7,131.2,136.8,27.1,PASS
locbuf_blk_mt,16384,64,128,16,288,16.4020,0.9418,16.0199,18.7161,99.3,130.9,134.5,27.1,PASS
blk_aligned_mt_nd,16384,64,256,4,288,16.4975,0.3264,16.2802,16.7607,110.4,130.2,132.9,26.9,PASS
blk_aligned_mt_nd,16384,64,128,8,288,16.5030,0.2819,16.4189,16.6469,114.1,130.1,131.2,26.9,PASS
locbuf_blk_mt,16384,64,256,16,288,16.6939,0.5286,16.3829,17.3278,102.1,128.6,132.0,26.6,PASS
blk_aligned_mt,16384,64,128,32,288,16.7310,1.3649,16.4839,20.1778,96.3,128.4,130.7,26.5,PASS
blk_aligned_mt_c2,16384,64,8,8,288,16.7196,0.5758,16.6638,18.4505,113.1,128.4,129.1,26.6,PASS
blk_aligned_c2,16384,64,8,8,288,16.8350,1.5153,16.6936,18.6124,69.3,127.6,129.0,26.4,PASS
rm_blk_mt_nd,16384,64,256,32,288,16.9979,10.4174,16.6855,17.9450,17.8,126.3,132.3,26.1,PASS
locbuf_blk_nd,16384,64,512,8,288,17.5390,0.3966,17.4374,17.9078,102.1,122.4,124.1,25.3,PASS
blk_naive_c2_nd,16384,64,16,8,288,17.5786,0.5855,17.1462,18.6618,105.4,122.2,126.5,25.3,PASS
blk_naive_nd,16384,64,16,8,288,17.6895,1.1097,17.2722,18.7697,80.3,121.4,125.3,25.1,PASS
locbuf_blk_mt_nd,16384,64,512,32,288,17.7934,0.2110,17.3837,18.1030,118.1,120.7,125.1,25.0,PASS
rm_blk,16384,64,128,8,288,17.9839,0.9985,17.4975,20.4171,99.0,119.4,123.1,24.7,PASS
rm_blk_mt_nd,16384,64,512,8,288,18.4771,0.6689,17.4168,18.9232,108.5,116.2,124.1,24.0,PASS
locbuf_blk_mt_nd,16384,64,256,8,288,18.5345,0.2252,18.3176,18.8984,107.6,115.9,117.7,24.0,PASS
blk_aligned_mt,16384,64,256,4,288,18.5615,1.3253,18.1536,21.9023,93.9,115.7,118.8,23.9,PASS
blk_aligned_mt,16384,64,512,4,288,18.8920,0.2494,18.7558,19.3831,107.0,113.7,114.9,23.5,PASS
rm_blk_nd,16384,64,256,8,288,18.8864,1.6570,18.4375,19.2772,61.3,113.7,118.2,23.5,PASS
rm_blk_mt,16384,64,256,32,288,19.1441,1.4118,18.6729,22.7976,88.5,112.2,115.4,23.2,PASS
locbuf_blk_mt_c2_nd,16384,64,256,4,288,19.5875,3.5788,18.5479,22.6746,49.2,109.6,116.0,22.7,PASS
locbuf_blk_mt,16384,64,128,4,288,19.8181,1.2227,19.7102,20.5817,67.5,108.4,109.3,22.4,PASS
rm_blk_mt_nd,16384,64,512,4,288,19.8646,0.9181,17.8052,20.3573,100.7,108.1,121.9,22.4,PASS
blk_aligned,16384,64,8,8,288,19.9244,0.6757,19.6851,21.2144,88.9,107.8,110.0,22.3,PASS
blk_aligned_mt,16384,64,8,8,288,20.2640,0.7421,19.9798,21.7322,87.7,106.0,108.0,21.9,PASS
locbuf_blk_mt_c2,16384,64,256,4,288,20.5096,5.9644,19.7348,23.4279,27.1,104.7,109.5,21.7,PASS
rm_blk_mt_nd,16384,64,512,16,288,21.1550,0.2500,20.8550,21.6059,97.1,101.5,103.5,21.0,PASS
blk_aligned,16384,64,512,8,288,22.1226,0.2070,21.9821,22.4989,93.2,97.1,98.0,20.1,PASS
blk_aligned,16384,64,256,8,288,22.1955,1.2611,21.8898,25.2385,79.7,96.8,98.5,20.0,PASS
locbuf_blk_mt_nd,16384,64,128,4,288,22.3540,0.4639,22.2219,23.4010,85.4,96.1,96.9,19.9,PASS
rm_blk_mt,16384,64,512,16,288,22.6209,1.4588,22.5076,23.9657,64.1,94.9,95.7,19.6,PASS
rm_blk_mt,16384,64,512,4,288,22.9431,0.5813,22.1196,23.6785,86.2,93.6,97.5,19.4,PASS
rm_blk_mt,16384,64,512,8,288,23.3099,0.3423,23.0345,23.8314,84.7,92.1,93.9,19.1,PASS
blk_aligned_mt_nd,16384,64,256,32,288,23.4300,0.2898,23.2229,23.8748,85.3,91.7,93.3,19.0,PASS
rm_blk_mt,16384,64,256,16,288,24.4715,1.0793,23.7216,27.3838,73.9,87.8,91.8,18.1,PASS
blk_aligned_mt,16384,64,256,16,288,25.0956,1.8177,23.3609,28.0382,74.5,85.6,92.2,17.7,PASS
blk_aligned_nd,16384,64,512,8,288,25.1546,0.1789,25.0619,25.3631,80.7,85.4,85.8,17.7,PASS
rm_blk_mt,16384,64,256,4,288,25.1714,2.0273,24.1458,30.3934,69.7,85.3,91.1,17.6,PASS
rm_blk_mt_nd,16384,64,512,32,288,25.3180,10.2262,24.0857,26.9356,16.8,84.8,90.0,17.5,PASS
rm_blk,16384,64,256,8,288,25.8445,0.6267,25.7439,27.5027,76.3,83.1,83.5,17.2,PASS
blk_aligned_mt_nd,16384,64,512,4,288,26.1785,1.7767,25.6623,27.0203,49.3,82.0,84.0,17.0,PASS
locbuf_blk_mt_nd,16384,64,512,16,288,26.2616,1.4669,23.8604,28.4014,71.5,81.8,97.4,16.9,PASS
rm_blk_mt,16384,64,256,8,288,26.5639,3.1319,25.1668,36.6604,53.0,80.8,86.8,16.7,PASS
rm_blk,16384,64,512,8,288,26.9750,2.1889,26.5256,28.5403,44.3,79.6,81.6,16.5,PASS
blk_aligned_mt,16384,64,256,8,288,27.0795,1.8140,26.1288,30.8627,61.3,79.3,82.7,16.4,PASS
locbuf_blk_mt_nd,16384,64,512,8,288,27.1595,0.1604,26.9907,27.4420,76.9,79.1,79.8,16.4,PASS
rm_blk_mt,16384,64,512,32,288,29.5260,0.4486,29.3321,29.9713,66.5,72.7,73.4,15.0,PASS
rm_blk_nd,16384,64,512,8,288,30.8770,0.6258,30.1672,31.7888,61.7,69.5,71.8,14.4,PASS
blk_naive_c2,16384,64,64,8,288,35.3945,0.7944,34.9790,37.4367,53.6,60.7,61.6,12.5,PASS
blk_aligned_mt_nd,16384,64,256,8,288,39.2790,0.2517,38.9675,39.7066,53.1,54.7,55.3,11.3,PASS
blk_aligned_mt_nd,16384,64,512,32,288,40.6185,1.0562,40.3197,41.3912,45.6,52.9,53.7,10.9,PASS
blk_naive,16384,64,512,8,288,40.6401,0.4823,40.2138,41.1336,49.5,52.8,53.5,10.9,PASS
locbuf_blk_mt_c2,16384,64,512,4,288,41.5545,5.1318,39.5291,43.5143,23.5,51.7,54.4,10.7,PASS
locbuf_blk_mt_c2_nd,16384,64,512,4,288,41.4995,1.5416,40.1824,43.0382,40.3,51.7,53.8,10.7,PASS
blk_aligned_mt_nd,16384,64,256,16,288,44.2636,0.2986,44.0127,44.8895,46.8,48.5,48.9,10.0,PASS
naive,16384,64,32,8,288,45.0541,0.6966,44.7332,46.6555,43.5,47.7,48.2,9.9,PASS
blk_naive_c2,16384,64,128,8,288,45.4044,0.7321,44.6737,46.8232,44.5,47.3,48.4,9.8,PASS
blk_naive,16384,64,64,8,288,48.9320,0.8657,47.9476,50.1274,40.7,43.9,45.3,9.1,PASS
blk_naive_c2,16384,64,256,8,288,50.0629,1.4057,49.2431,50.7632,33.9,42.9,43.8,8.9,PASS
blk_naive_nd,16384,64,8,8,288,50.5264,0.6798,50.3033,51.7337,39.3,42.5,42.9,8.8,PASS
blk_naive_c2,16384,64,512,8,288,50.8560,0.7526,49.8934,52.1885,40.5,42.2,43.6,8.7,PASS
naive_c2,16384,64,32,8,288,52.6191,0.5591,52.2780,53.5544,38.8,40.8,41.3,8.4,PASS
blk_naive_c2_nd,16384,64,8,8,288,52.7755,0.4926,52.5359,53.7970,38.6,40.7,41.0,8.4,PASS
blk_naive,16384,64,128,8,288,58.4650,0.6728,57.8405,60.0722,35.1,36.7,37.2,7.6,PASS
blk_naive,16384,64,256,8,288,61.8501,0.6618,61.3851,63.4714,33.2,34.7,35.1,7.2,PASS
locbuf_blk_mt,16384,64,256,4,288,71.6450,3.1575,67.0605,73.1054,23.0,30.0,32.2,6.2,PASS
naive_c2_nd,16384,64,32,8,288,77.1490,0.4183,76.7441,77.8890,27.0,27.8,28.1,5.8,PASS
locbuf_blk_mt_nd,16384,64,256,4,288,77.6800,1.0323,77.2814,80.3309,25.6,27.6,27.8,5.7,PASS
blk_aligned_mt,16384,64,512,8,288,79.5784,2.9383,78.7867,81.0270,19.9,27.0,27.3,5.6,PASS
blk_naive_c2,16384,64,32,8,288,80.4706,1.6813,77.8925,83.4313,25.4,26.7,27.6,5.5,PASS
naive_nd,16384,64,32,8,288,80.8131,0.5152,80.4270,81.3432,25.4,26.6,26.8,5.5,PASS
blk_naive,16384,64,32,8,288,81.6270,5.7333,79.0953,85.7593,15.8,26.3,27.3,5.4,PASS
blk_naive,16384,64,16,8,288,83.7585,4.9897,82.6452,85.6571,16.1,25.6,26.1,5.3,PASS
blk_aligned_mt,16384,64,512,16,288,86.7341,0.8662,86.3799,88.9700,23.3,24.8,24.9,5.1,PASS
blk_aligned_mt_nd,16384,64,512,8,288,105.0400,0.4548,104.3108,105.3652,20.0,20.4,20.8,4.2,PASS
blk_naive_c2,16384,64,16,8,288,108.3405,6.8602,107.6724,115.3409,13.6,19.8,20.0,4.1,PASS
blk_aligned_mt_nd,16384,64,512,16,288,121.8824,1.6681,120.0637,125.6090,16.9,17.6,18.0,3.6,PASS
blk_naive,16384,64,8,8,288,198.1860,13.8742,184.1486,224.5833,8.6,10.8,12.1,2.2,PASS
locbuf_blk_mt,16384,64,512,4,288,297.5585,2.6768,297.0213,298.5559,6.6,7.2,7.2,1.5,PASS
locbuf_blk_mt_nd,16384,64,512,4,288,305.7145,1.7996,304.9615,306.7144,6.6,7.0,7.0,1.5,PASS
blk_naive_c2,16384,64,8,8,288,1277.6181,74.3447,1156.4317,1376.4681,1.5,1.7,2.3,0.3,PASS
