backend,V,nlev,N_e,cell_dist,layout,schedule,run_id,time_ms
cpu,1,256,163840,uniform,V1,jk_outer,0,2.137362
cpu,1,256,163840,uniform,V1,jk_outer,1,2.090782
cpu,1,256,163840,uniform,V1,jk_outer,2,2.108201
cpu,1,256,163840,uniform,V1,jk_outer,3,2.107052
cpu,1,256,163840,uniform,V1,jk_outer,4,2.088891
cpu,1,256,163840,uniform,V1,jk_outer,5,2.109131
cpu,1,256,163840,uniform,V1,jk_outer,6,2.103152
cpu,1,256,163840,uniform,V1,jk_outer,7,2.089142
cpu,1,256,163840,uniform,V1,jk_outer,8,2.118392
cpu,1,256,163840,uniform,V1,jk_outer,9,2.092922
cpu,1,256,163840,uniform,V1,jk_outer,10,2.115102
cpu,1,256,163840,uniform,V1,jk_outer,11,2.124272
cpu,1,256,163840,uniform,V1,jk_outer,12,2.095601
cpu,1,256,163840,uniform,V1,jk_outer,13,2.118682
cpu,1,256,163840,uniform,V1,jk_outer,14,2.096162
cpu,1,256,163840,uniform,V1,jk_outer,15,2.117201
cpu,1,256,163840,uniform,V1,jk_outer,16,2.114401
cpu,1,256,163840,uniform,V1,jk_outer,17,2.090361
cpu,1,256,163840,uniform,V1,jk_outer,18,2.114321
cpu,1,256,163840,uniform,V1,jk_outer,19,2.098542
cpu,1,256,163840,uniform,V1,jk_outer,20,2.098302
cpu,1,256,163840,uniform,V1,jk_outer,21,2.224312
cpu,1,256,163840,uniform,V1,jk_outer,22,2.112442
cpu,1,256,163840,uniform,V1,jk_outer,23,2.156392
cpu,1,256,163840,uniform,V1,jk_outer,24,2.113891
cpu,1,256,163840,uniform,V1,jk_outer,25,2.102422
cpu,1,256,163840,uniform,V1,jk_outer,26,2.125102
cpu,1,256,163840,uniform,V1,jk_outer,27,2.118381
cpu,1,256,163840,uniform,V1,jk_outer,28,2.122982
cpu,1,256,163840,uniform,V1,jk_outer,29,2.123822
cpu,1,256,163840,uniform,V1,jk_outer,30,2.111661
cpu,1,256,163840,uniform,V1,jk_outer,31,2.121632
cpu,1,256,163840,uniform,V1,jk_outer,32,2.110482
cpu,1,256,163840,uniform,V1,jk_outer,33,2.121772
cpu,1,256,163840,uniform,V1,jk_outer,34,2.124242
cpu,1,256,163840,uniform,V1,jk_outer,35,2.114062
cpu,1,256,163840,uniform,V1,jk_outer,36,2.112991
cpu,1,256,163840,uniform,V1,jk_outer,37,2.092412
cpu,1,256,163840,uniform,V1,jk_outer,38,2.096572
cpu,1,256,163840,uniform,V1,jk_outer,39,2.140672
cpu,1,256,163840,uniform,V1,jk_outer,40,2.091912
cpu,1,256,163840,uniform,V1,jk_outer,41,2.191292
cpu,1,256,163840,uniform,V1,jk_outer,42,2.141602
cpu,1,256,163840,uniform,V1,jk_outer,43,2.092732
cpu,1,256,163840,uniform,V1,jk_outer,44,2.109111
cpu,1,256,163840,uniform,V1,jk_outer,45,2.125242
cpu,1,256,163840,uniform,V1,jk_outer,46,2.090182
cpu,1,256,163840,uniform,V1,jk_outer,47,2.163592
cpu,1,256,163840,uniform,V1,jk_outer,48,2.098612
cpu,1,256,163840,uniform,V1,jk_outer,49,2.114731
cpu,1,256,163840,uniform,V1,jk_outer,50,2.137392
cpu,1,256,163840,uniform,V1,jk_outer,51,2.097742
cpu,1,256,163840,uniform,V1,jk_outer,52,2.114891
cpu,1,256,163840,uniform,V1,jk_outer,53,2.111722
cpu,1,256,163840,uniform,V1,jk_outer,54,2.108641
cpu,1,256,163840,uniform,V1,jk_outer,55,2.109431
cpu,1,256,163840,uniform,V1,jk_outer,56,2.095892
cpu,1,256,163840,uniform,V1,jk_outer,57,2.115592
cpu,1,256,163840,uniform,V1,jk_outer,58,2.117841
cpu,1,256,163840,uniform,V1,jk_outer,59,2.095392
cpu,1,256,163840,uniform,V1,jk_outer,60,2.114542
cpu,1,256,163840,uniform,V1,jk_outer,61,2.097981
cpu,1,256,163840,uniform,V1,jk_outer,62,2.154092
cpu,1,256,163840,uniform,V1,jk_outer,63,2.162353
cpu,1,256,163840,uniform,V1,jk_outer,64,2.230272
cpu,1,256,163840,uniform,V1,jk_outer,65,2.164922
cpu,1,256,163840,uniform,V1,jk_outer,66,2.170462
cpu,1,256,163840,uniform,V1,jk_outer,67,2.128512
cpu,1,256,163840,uniform,V1,jk_outer,68,2.122412
cpu,1,256,163840,uniform,V1,jk_outer,69,2.096222
cpu,1,256,163840,uniform,V1,jk_outer,70,2.116042
cpu,1,256,163840,uniform,V1,jk_outer,71,2.111551
cpu,1,256,163840,uniform,V1,jk_outer,72,2.113381
cpu,1,256,163840,uniform,V1,jk_outer,73,2.152062
cpu,1,256,163840,uniform,V1,jk_outer,74,2.132982
cpu,1,256,163840,uniform,V1,jk_outer,75,2.134691
cpu,1,256,163840,uniform,V1,jk_outer,76,2.121852
cpu,1,256,163840,uniform,V1,jk_outer,77,2.098822
cpu,1,256,163840,uniform,V1,jk_outer,78,2.113402
cpu,1,256,163840,uniform,V1,jk_outer,79,2.156102
cpu,1,256,163840,uniform,V1,jk_outer,80,2.091662
