nlev,variant,blocking,cell_dist,schedule,target,block_bytes,vector_width,mu,delta,delta_numa,delta_max,mu_delta,mu_delta_numa,l1_ratio,beta,alpha,gamma,P_NUMA,T
128,3,0,exact,omp_collapse2,gpu_scalar,128,1,5.784904,531.496133,531.524123,1523.333232,3074.654092,3074.816011,0.000000,1,0.0120,1.8000,4,15728640
128,4,0,uniform,omp_collapse2,gpu_scalar,128,1,7.312427,76022.267809,76022.298565,167125.099176,555907.265314,555907.490215,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,exact,omp_collapse2,gpu_warp32,128,32,146.230208,532.143932,532.281011,6340.084878,77815.518058,77835.563121,0.000000,1,0.0120,1.8000,4,491520
128,1,0,uniform,omp_for,gpu_warp32,128,32,141.650391,36.939136,37.051875,3410.091882,5232.443105,5248.412596,0.000000,1,0.0120,1.8000,4,327680
128,1,0,sequential,omp_collapse2,gpu_scalar,128,1,2.561829,993.171274,993.200416,2207.964028,2544.334589,2544.409243,0.000000,1,0.0120,1.8000,4,10485760
128,2,0,normal_var4,omp_for,gpu_warp32,128,32,80.856641,32.709387,32.959003,2926.237723,2644.771165,2664.954242,0.000000,1,0.0120,1.8000,4,327680
128,2,0,sequential,omp_collapse2,cpu_scalar,64,1,3.124744,1834.839170,1834.909688,4028.744491,5733.402048,5733.622401,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,normal_var1,omp_for,cpu_scalar,64,1,0.866219,588.231058,940.682921,16225.884340,509.536491,814.836494,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,normal_var1,omp_collapse2,cpu_avx512,64,8,52.232642,12578.123355,12578.222915,278965.927807,656988.609236,656993.809506,0.000000,1,0.0120,1.8000,4,1310720
128,3,0,exact,omp_collapse2,gpu_warp32,128,32,146.230208,532.092513,532.198740,6445.161895,77807.998962,77823.532567,0.000000,1,0.0120,1.8000,4,491520
128,4,0,normal_var4,omp_collapse2,gpu_warp32,128,32,198.246143,1849.871607,1849.975362,155795.852559,366729.910380,366750.479311,0.000000,1,0.0120,1.8000,4,327680
128,1,0,normal_var1,omp_for,cpu_avx512,64,8,24.962012,205.679593,205.876891,4948.236360,5134.176413,5139.101376,0.000000,1,0.0120,1.8000,4,1310720
128,1,0,exact,omp_for,cpu_scalar,64,1,1.802433,39.066303,39.130559,248.032645,70.414405,70.530221,0.000000,1,0.0120,1.8000,4,15728640
128,1,0,exact,omp_collapse2,gpu_scalar,128,1,1.011410,21.408421,21.441026,76.867539,21.652681,21.685658,0.000000,1,0.0120,1.8000,4,15728640
128,2,0,uniform,omp_collapse2,gpu_scalar,128,1,4.497852,1023.145954,1023.176714,2248.404802,4601.958629,4602.096980,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,uniform,omp_for,gpu_warp32,128,32,14.078076,19201.453112,30708.721998,135861.523483,270319.520441,432319.729820,0.000000,1,0.0120,1.8000,4,327680
128,3,0,normal_var4,omp_for,cpu_avx512,64,8,6.928528,4705.935185,7531.123539,129582.824427,32605.223649,52179.902265,0.000000,1,0.0120,1.8000,4,1310720
128,3,0,exact,omp_for,gpu_scalar,128,1,0.439941,3.553546,4.797674,85.351256,1.563352,2.110696,0.000000,1,0.0120,1.8000,4,15728640
128,4,0,uniform,omp_for,cpu_scalar,64,1,0.879880,1155.674586,1848.301046,31803.834646,1016.854682,1626.282691,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,normal_var4,omp_for,gpu_warp32,128,32,13.857056,9744.223513,15595.305112,69163.097219,135026.335911,216106.268942,0.000000,1,0.0120,1.8000,4,327680
128,4,0,exact,omp_for,gpu_scalar,128,1,0.439941,3.553290,4.797147,85.078277,1.563239,2.110464,0.000000,1,0.0120,1.8000,4,15728640
128,1,0,normal_var4,omp_for,cpu_avx512,64,8,24.966016,205.207594,205.404837,4949.022130,5123.216007,5128.140366,0.000000,1,0.0120,1.8000,4,1310720
128,1,0,exact,omp_for,cpu_avx512,64,8,10.509440,14.063008,14.489106,1297.187166,147.794337,152.272389,0.000000,1,0.0120,1.8000,4,1966080
128,1,0,normal_var4,omp_collapse2,cpu_avx512,64,8,24.966016,205.207594,205.404837,4949.022130,5123.216007,5128.140366,0.000000,1,0.0120,1.8000,4,1310720
128,1,0,sequential,omp_collapse2,gpu_warp32,128,32,80.851172,32.861995,33.056450,3052.362625,2656.930780,2672.652691,0.000000,1,0.0120,1.8000,4,327680
128,2,0,sequential,omp_for,cpu_avx512,64,8,24.969531,204.596224,204.828134,4539.584700,5108.671808,5114.462480,0.000000,1,0.0120,1.8000,4,1310720
128,2,0,normal_var1,omp_collapse2,cpu_scalar,64,1,3.169592,1823.211805,1823.278507,4020.116330,5778.838073,5779.049489,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,uniform,omp_for,cpu_avx512,64,8,7.039038,9266.819715,14820.298951,254481.880702,65229.497155,104320.649385,0.000000,1,0.0120,1.8000,4,1310720
128,3,0,normal_var1,omp_for,gpu_scalar,128,1,0.433109,301.932383,482.847547,4149.363378,130.769678,209.125627,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,normal_var4,omp_collapse2,cpu_scalar,64,1,7.096277,80523.614232,80523.666449,177564.669562,571417.859996,571418.230541,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,uniform,omp_for,gpu_scalar,128,1,0.439940,593.920821,949.820613,8133.630623,261.289456,417.863969,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,exact,omp_for,cpu_avx512,64,8,7.039062,55.766911,75.345976,2669.966168,392.546771,530.365037,0.000000,1,0.0120,1.8000,4,1966080
128,4,0,sequential,omp_collapse2,cpu_scalar,64,1,6.624976,85982.737784,85982.804894,188877.366191,569633.538632,569633.983235,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,normal_var1,omp_for,cpu_scalar,64,1,3.169592,1825.238464,1825.294140,4128.738892,5785.261755,5785.438226,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,normal_var1,omp_collapse2,cpu_scalar,64,1,3.169592,1825.238464,1825.294140,4128.738892,5785.261755,5785.438226,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,exact,omp_collapse2,cpu_scalar,64,1,1.802433,39.066303,39.130559,248.032645,70.414405,70.530221,0.000000,1,0.0120,1.8000,4,15728640
128,2,0,exact,omp_for,cpu_scalar,64,1,1.802433,39.049368,39.126078,66.620494,70.383881,70.522145,0.000000,1,0.0120,1.8000,4,15728640
128,2,0,exact,omp_collapse2,gpu_scalar,128,1,1.011410,21.417741,21.456585,30.746909,21.662107,21.701394,0.000000,1,0.0120,1.8000,4,15728640
128,3,0,normal_var4,omp_collapse2,gpu_scalar,128,1,6.783777,41374.133695,41374.159801,91228.222734,280672.890578,280673.067673,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,normal_var4,omp_for,cpu_scalar,64,1,0.866066,586.932661,939.265419,16194.192025,508.322743,813.470560,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,normal_var1,omp_collapse2,gpu_scalar,128,1,6.611182,42509.470467,42509.503583,93772.727443,281037.863139,281038.082075,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,uniform,omp_for,cpu_scalar,64,1,4.998914,1958.458873,1958.509630,4396.810442,9790.166647,9790.420373,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,normal_var1,omp_collapse2,gpu_scalar,128,1,2.584814,989.020287,989.048116,2206.442987,2556.433931,2556.505866,0.000000,1,0.0120,1.8000,4,10485760
128,2,0,uniform,omp_for,gpu_warp32,128,32,141.650391,36.994448,37.140374,3337.905897,5240.278052,5260.948511,0.000000,1,0.0120,1.8000,4,327680
128,2,0,normal_var4,omp_collapse2,gpu_warp32,128,32,80.856641,32.709387,32.959003,2926.237723,2644.771165,2664.954242,0.000000,1,0.0120,1.8000,4,327680
128,3,0,normal_var4,omp_for,cpu_scalar,64,1,0.866066,588.241898,941.390442,16197.853053,509.456620,815.310973,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,normal_var1,omp_collapse2,gpu_warp32,128,32,198.907861,1853.662377,1853.743066,155327.960813,368708.019098,368724.068706,0.000000,1,0.0120,1.8000,4,327680
128,4,0,sequential,omp_for,cpu_scalar,64,1,0.754883,671.744248,1074.438052,18504.839274,507.088187,811.074818,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,normal_var4,omp_collapse2,cpu_avx512,64,8,52.070532,12576.730858,12576.844183,279376.279568,654877.069425,654882.970354,0.000000,1,0.0120,1.8000,4,1310720
128,1,0,normal_var4,omp_for,gpu_scalar,128,1,2.632434,972.403566,972.431309,2168.928416,2559.788289,2559.861319,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,normal_var1,omp_collapse2,cpu_avx512,64,8,24.962012,205.679593,205.876891,4948.236360,5134.176413,5139.101376,0.000000,1,0.0120,1.8000,4,1310720
128,1,0,sequential,omp_collapse2,cpu_avx512,64,8,24.969531,205.871382,206.071451,4948.675444,5140.511907,5145.507534,0.000000,1,0.0120,1.8000,4,1310720
128,2,0,normal_var1,omp_for,gpu_scalar,128,1,2.584814,988.509613,988.542955,2179.310985,2555.113935,2555.200117,0.000000,1,0.0120,1.8000,4,10485760
128,2,0,uniform,omp_collapse2,cpu_scalar,64,1,4.998914,1955.807514,1955.869034,4299.736062,9776.912730,9777.220263,0.000000,1,0.0120,1.8000,4,10485760
128,2,0,sequential,omp_collapse2,cpu_avx512,64,8,24.969531,204.596224,204.828134,4539.584700,5108.671808,5114.462480,0.000000,1,0.0120,1.8000,4,1310720
128,3,0,normal_var1,omp_for,gpu_warp32,128,32,13.859497,9751.265343,15594.819982,69285.773434,135147.592834,216136.231248,0.000000,1,0.0120,1.8000,4,327680
128,3,0,exact,omp_for,cpu_avx512,64,8,7.039062,55.923455,75.537122,2678.334826,393.648696,531.710523,0.000000,1,0.0120,1.8000,4,1966080
128,3,0,normal_var1,omp_collapse2,gpu_scalar,128,1,6.611182,42559.641419,42559.668542,93908.133714,281369.552452,281369.731763,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,uniform,omp_for,cpu_avx512,64,8,7.039038,9245.396692,14786.408365,254430.677172,65078.699675,104082.092250,0.000000,1,0.0120,1.8000,4,1310720
128,4,0,normal_var1,omp_for,gpu_scalar,128,1,0.433109,301.595129,482.311391,4148.440758,130.623609,208.893412,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,exact,omp_for,gpu_warp32,128,32,14.078125,113.667666,153.474354,1415.138183,1600.227616,2160.631142,0.000000,1,0.0120,1.8000,4,491520
128,4,0,normal_var4,omp_collapse2,gpu_scalar,128,1,6.783777,41326.004886,41326.036413,91098.622376,280346.395473,280346.609349,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,uniform,omp_for,gpu_scalar,128,1,4.497852,1023.767589,1023.792967,2272.696596,4604.754650,4604.868796,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,normal_var1,omp_collapse2,gpu_warp32,128,32,80.873437,32.719371,32.912639,3052.635142,2646.128016,2661.758261,0.000000,1,0.0120,1.8000,4,327680
128,2,0,normal_var1,omp_for,cpu_scalar,64,1,3.169592,1823.211805,1823.278507,4020.116330,5778.838073,5779.049489,0.000000,1,0.0120,1.8000,4,10485760
128,2,0,exact,omp_for,gpu_warp32,128,32,20.005208,8.698693,9.616886,40.803198,174.019165,192.387804,0.000000,1,0.0120,1.8000,4,491520
128,2,0,normal_var4,omp_collapse2,gpu_scalar,128,1,2.632434,971.903623,971.936874,2141.940870,2558.472222,2558.559751,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,normal_var1,omp_for,cpu_avx512,64,8,6.929749,4705.848461,7525.463370,129807.074724,32610.335396,52149.535637,0.000000,1,0.0120,1.8000,4,1310720
128,3,0,sequential,omp_for,gpu_scalar,128,1,0.377441,346.316053,553.882251,4734.547918,130.714018,209.058096,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,sequential,omp_collapse2,cpu_avx512,64,8,52.998340,12409.117767,12409.215860,274963.384231,657662.640595,657667.839369,0.000000,1,0.0120,1.8000,4,1310720
128,4,0,uniform,omp_for,gpu_warp32,128,32,14.078076,19191.395006,30692.249774,135834.235717,270177.921632,432087.832543,0.000000,1,0.0120,1.8000,4,327680
128,4,0,normal_var1,omp_for,gpu_warp32,128,32,13.859497,9745.762873,15586.108442,69269.808641,135071.331031,216015.493007,0.000000,1,0.0120,1.8000,4,327680
128,4,0,sequential,omp_for,cpu_avx512,64,8,6.039062,5373.953980,8595.504413,148038.714192,32453.643960,51908.788366,0.000000,1,0.0120,1.8000,4,1310720
128,4,0,uniform,omp_collapse2,cpu_scalar,64,1,7.624927,147926.402442,147926.463960,325251.159646,1127927.984166,1127928.453235,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,sequential,omp_collapse2,gpu_warp32,128,32,201.962549,1830.820009,1830.922633,152878.271999,369757.075487,369777.801615,0.000000,1,0.0120,1.8000,4,327680
128,1,0,sequential,omp_for,cpu_scalar,64,1,3.124744,1837.002000,1837.060288,4140.228034,5740.160340,5740.342473,0.000000,1,0.0120,1.8000,4,10485760
128,1,0,uniform,omp_collapse2,cpu_scalar,64,1,4.998914,1958.458873,1958.509630,4396.810442,9790.166647,9790.420373,0.000000,1,0.0120,1.8000,4,10485760
128,2,0,uniform,omp_for,cpu_avx512,64,8,39.927930,255.553758,255.703402,5671.886466,10203.732489,10209.707445,0.000000,1,0.0120,1.8000,4,1310720
128,2,0,exact,omp_for,cpu_avx512,64,8,10.509440,13.409207,13.909550,48.388935,140.923261,146.181583,0.000000,1,0.0120,1.8000,4,1966080
128,2,0,normal_var1,omp_collapse2,gpu_scalar,128,1,2.584814,988.509613,988.542955,2179.310985,2555.113935,2555.200117,0.000000,1,0.0120,1.8000,4,10485760
128,2,0,exact,omp_collapse2,gpu_warp32,128,32,20.005208,8.698693,9.616886,40.803198,174.019165,192.387804,0.000000,1,0.0120,1.8000,4,491520
128,3,0,normal_var4,omp_for,gpu_warp32,128,32,13.857056,9749.516764,15603.792171,69178.731462,135099.685293,216223.877084,0.000000,1,0.0120,1.8000,4,327680
128,3,0,uniform,omp_collapse2,cpu_scalar,64,1,7.624927,148267.993137,148268.043891,326068.813037,1130532.588200,1130532.975197,0.000000,1,0.0120,1.8000,4,10485760
128,3,0,exact,omp_collapse2,cpu_avx512,64,8,40.891536,688.747675,688.870540,7217.993646,28163.950681,28168.974790,0.000000,1,0.0120,1.8000,4,1966080
128,4,0,sequential,omp_for,gpu_scalar,128,1,0.377441,345.928636,553.265585,4733.460102,130.567791,208.825341,0.000000,1,0.0120,1.8000,4,10485760
128,4,0,sequential,omp_collapse2,cpu_avx512,64,8,52.998340,12392.601065,12392.712495,274381.680558,656787.282801,656793.188394,0.000000,1,0.0120,1.8000,4,1310720
128,0,8,normal_var1,omp_for,cpu_scalar,64,1,21.655762,191.878409,307.048849,667781.159360,4155.264569,6649.346080,0.019531,1,0.0120,1.8000,4,1310720
128,0,8,normal_var1,omp_collapse2,gpu_scalar,128,1,10.827881,106.976057,171.205093,166951.322102,1158.321122,1853.779165,0.019531,1,0.0120,1.8000,4,1310720
