backend,variant,nlev,N_e,N_c,N_v,cell_dist,blocking,parallelization,run_id,time_ms
cpu,1,96,122880,81920,81920,uniform,0,omp_for,0,2.368298000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,1,2.515378000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,2,2.605940000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,3,2.536269000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,4,2.551190000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,5,2.610620000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,6,2.612140000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,7,2.543739000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,8,2.587419000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,9,2.463168000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,10,2.541368000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,11,2.610649000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,12,2.600539000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,13,2.563859000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,14,2.564750000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,15,2.589750000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,16,2.555670000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,17,2.589039000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,18,2.630169000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,19,2.604269000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,20,2.601869000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,21,2.645450000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,22,2.602470000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,23,2.563230000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,24,2.613830000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,25,2.507519000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,26,2.540299000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,27,2.599429000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,28,2.472768000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,29,2.569548000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,30,2.603109000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,31,2.610929000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,32,2.563399000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,33,2.723192000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,34,2.493119000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,35,2.562720000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,36,2.590819000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,37,2.575719000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,38,2.589439000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,39,2.602409000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,40,2.526909000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,41,2.584549000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,42,2.595519000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,43,2.570829000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,44,2.605210000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,45,2.572120000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,46,2.659180000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,47,2.582139000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,48,2.663489000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,49,2.679450000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,50,2.547709000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,51,2.630959000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,52,2.669160000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,53,2.543888000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,54,2.593729000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,55,2.685181000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,56,2.545440000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,57,2.591219000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,58,2.629419000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,59,2.568609000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,60,2.625829000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,61,2.679780000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,62,2.578459000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,63,2.583449000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,64,2.665970000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,65,2.547310000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,66,2.606921000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,67,2.681530000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,68,2.542259000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,69,2.612759000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,70,2.635809000
cpu,1,96,122880,81920,81920,uniform,0,omp_for,71,2.527489000
