kernel,M,N,tile_rows,tile_cols,rep,time_ms,bw_gbs,checksum,status
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,43,9.112942,942.608,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,44,9.113423,942.558,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,45,9.109982,942.915,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,46,9.110382,942.873,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,47,9.114903,942.405,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,48,9.107781,943.142,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,49,9.078501,946.184,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,50,9.117541,942.133,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,51,9.104221,943.511,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,52,9.074421,946.610,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,53,9.124861,941.377,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,54,9.118981,941.984,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,55,9.111423,942.765,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,56,9.074143,946.639,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,57,9.108942,943.022,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,58,9.105703,943.358,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,59,9.116542,942.236,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,60,9.076383,946.405,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,61,9.112982,942.604,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,62,9.131062,940.738,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,63,9.116222,942.269,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,64,9.109862,942.927,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,65,9.125061,941.356,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,66,9.108381,943.080,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,67,9.110661,942.844,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,68,9.108061,943.113,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,69,9.106942,943.229,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,70,9.110262,942.886,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,71,9.113381,942.563,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,72,9.111221,942.786,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,73,9.086342,945.368,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,74,9.071302,946.935,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,75,9.105421,943.387,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,76,9.107904,943.130,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,77,9.114183,942.480,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,78,9.111464,942.761,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,79,9.118183,942.066,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,80,9.125264,941.335,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,81,9.116703,942.219,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,82,9.084224,945.588,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,83,9.120224,941.856,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,84,9.112063,942.699,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,85,9.118663,942.017,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,86,9.116703,942.219,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,87,9.114183,942.480,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,88,9.086343,945.368,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,89,9.118663,942.017,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,90,9.109182,942.997,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,91,9.108902,943.026,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,92,9.077822,946.255,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,93,9.112302,942.675,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,94,9.123262,941.542,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,95,9.111262,942.782,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,96,9.102622,943.677,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,97,9.076342,946.409,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,98,9.095582,944.407,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=1  TY=1   tile=1x32",16384,16384,1,32,99,9.114342,942.464,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,0,7.724545,1112.031,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,1,7.769465,1105.602,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,2,7.669146,1120.064,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,3,7.645626,1123.510,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,4,7.609506,1128.843,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,5,7.616746,1127.770,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,6,7.617226,1127.699,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,7,7.621586,1127.053,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,8,7.567186,1135.156,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,9,7.624545,1126.616,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,10,7.595385,1130.941,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,11,7.608545,1128.985,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,12,7.618825,1127.462,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,13,7.620785,1127.172,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,14,7.594506,1131.072,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,15,7.591466,1131.525,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,16,7.615066,1128.018,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,17,7.566906,1135.198,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,18,7.618865,1127.456,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,19,7.613666,1128.226,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,20,7.580425,1133.173,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,21,7.628666,1126.007,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,22,7.617225,1127.699,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,23,7.597946,1130.560,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,24,7.623946,1126.705,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,25,7.566985,1135.186,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,26,7.629145,1125.937,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,27,7.593346,1131.245,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,28,7.605905,1129.377,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,29,7.569865,1134.754,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,30,7.617146,1127.710,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,31,7.612546,1128.392,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,32,7.586866,1132.211,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,33,7.620105,1127.273,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,34,7.614386,1128.119,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,35,7.599706,1130.298,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,36,7.620785,1127.172,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,37,7.587706,1132.086,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,38,7.600665,1130.156,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,39,7.635707,1124.969,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,40,7.586546,1132.259,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,41,7.587107,1132.175,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,42,7.608986,1128.920,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,43,7.602667,1129.858,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,44,7.582746,1132.826,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,45,7.608707,1128.961,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,46,7.615786,1127.912,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,47,7.590186,1131.716,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,48,7.611266,1128.582,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,49,7.817785,1098.768,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,50,7.806225,1100.395,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,51,7.775985,1104.675,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,52,7.731665,1111.007,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,53,7.752505,1108.021,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,54,7.745545,1109.016,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,55,7.733867,1110.691,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,56,7.746386,1108.896,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,57,7.709146,1114.252,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,58,7.756947,1107.386,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,59,7.736546,1110.306,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,60,7.762387,1106.610,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,61,7.775826,1104.697,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,62,7.752507,1108.020,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,63,7.723906,1112.123,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,64,7.745626,1109.005,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,65,7.753746,1107.843,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,66,7.751266,1108.198,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,67,7.740746,1109.704,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,68,7.737546,1110.163,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,69,7.734746,1110.565,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,70,7.754586,1107.723,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,71,7.706866,1114.582,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,72,7.749506,1108.449,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,73,7.745825,1108.976,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,74,7.760306,1106.907,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,75,7.731985,1110.961,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,76,7.730545,1111.168,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,77,7.742546,1109.446,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,78,7.755225,1107.632,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,79,7.751627,1108.146,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,80,7.726546,1111.743,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,81,7.727946,1111.542,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,82,7.745627,1109.004,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,83,7.747666,1108.713,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,84,7.747267,1108.770,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,85,7.730066,1111.237,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,86,7.753506,1107.877,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,87,7.775946,1104.680,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,88,7.748986,1108.524,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,89,7.718466,1112.907,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,90,7.740825,1109.692,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,91,7.753666,1107.855,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,92,7.745145,1109.073,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,93,7.757386,1107.323,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,94,7.747306,1108.764,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,95,7.751666,1108.140,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,96,7.744306,1109.194,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,97,7.750386,1108.323,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,98,7.715185,1113.380,2.681670e+09,PASS
"direct        BX=32  BY=1   TX=4  TY=1   tile=1x128",16384,16384,1,128,99,7.754826,1107.689,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,0,8.441904,1017.535,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,1,8.263986,1039.442,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,2,8.249227,1041.302,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,3,8.341226,1029.817,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,4,8.289226,1036.277,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,5,8.368346,1026.479,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,6,8.327666,1031.494,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,7,8.139867,1055.292,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,8,8.266106,1039.176,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,9,8.314306,1033.151,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,10,8.206306,1046.748,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,11,8.246826,1041.605,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,12,8.240146,1042.449,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,13,8.260306,1039.905,2.681670e+09,PASS
"direct        BX=128 BY=1   TX=1  TY=1   tile=1x128",16384,16384,1,128,14,8.184106,1049.587,2.681670e+09,PASS
