variant,N,TB,SB,MT,threads,med_time_ms,std_time_ms,p5_time_ms,p95_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw,status
locbuf_blk_c2_nd,16384,64,32,8,96,4.1056,0.0462,4.0304,4.1743,508.2,523.1,542.0,58.3,PASS
locbuf_blk_mt_c2_nd,16384,64,32,32,96,4.1559,1.1447,4.0685,4.2517,137.3,516.7,553.0,57.6,PASS
hptt_patient_blk,16384,0,64,0,96,4.2183,1.2477,4.1725,5.5782,134.0,509.1,516.2,56.7,PASS
blk_aligned_c2_nd,16384,64,128,8,96,4.2483,0.0167,4.2249,4.2713,501.5,505.5,517.2,56.3,PASS
locbuf_blk_mt_c2_nd,16384,64,32,8,96,4.2590,0.1616,4.1397,4.3632,387.5,504.2,537.6,56.2,PASS
locbuf_blk_mt_c2_nd,16384,64,256,8,96,4.2736,0.4509,4.2036,4.4404,245.1,502.5,515.1,56.0,PASS
blk_aligned_mt_c2_nd,16384,64,128,4,96,4.3238,0.0900,4.2481,4.4994,449.1,496.7,510.9,55.3,PASS
locbuf_blk_mt_c2_nd,16384,64,64,16,96,4.3248,0.0453,4.2582,4.3888,487.8,496.6,519.0,55.3,PASS
hptt_blk,16384,0,512,0,96,4.3397,0.1815,4.2354,4.7243,387.3,494.8,512.3,55.1,PASS
blk_aligned_mt_c2_nd,16384,64,32,16,96,4.4425,0.0310,4.4172,4.5150,471.1,483.4,494.3,53.9,PASS
blk_aligned_mt_c2_nd,16384,64,128,32,96,4.4786,0.2221,4.2847,4.9433,411.0,479.5,504.1,53.4,PASS
hptt_blk,16384,0,256,0,96,4.5197,0.1754,4.4715,4.8761,372.2,475.1,483.6,52.9,PASS
locbuf_blk_mt_c2_nd,16384,64,128,32,96,4.5790,0.0723,4.5495,4.6294,418.1,469.0,473.5,52.3,PASS
locbuf_blk_c2_nd,16384,64,256,8,96,4.5975,0.0335,4.5677,4.6739,456.1,467.1,471.5,52.0,PASS
blk_aligned_mt_c2_nd,16384,64,32,4,96,4.7050,0.0471,4.6501,4.7961,441.2,456.4,464.0,50.9,PASS
locbuf_blk_mt_c2_nd,16384,64,256,16,96,4.7605,0.0821,4.6362,4.8900,428.5,451.1,469.6,50.3,PASS
hptt_patient_blk,16384,0,512,0,96,4.8002,0.1771,4.6087,5.1467,392.5,447.4,469.0,49.8,PASS
locbuf_blk_nd,16384,64,16,8,96,4.8436,0.4541,4.5461,5.7186,371.6,443.4,479.5,49.4,PASS
blk_aligned_mt_c2_nd,16384,64,16,4,96,4.8807,0.3986,4.8047,5.4182,255.2,440.0,448.9,49.0,PASS
blk_aligned_mt_c2_nd,16384,64,64,8,96,4.9207,0.1345,4.8837,5.0852,349.8,436.4,446.0,48.6,PASS
blk_aligned_mt_nd,16384,64,16,16,96,5.0651,0.4309,4.7246,5.8401,354.6,424.0,468.8,47.2,PASS
locbuf_blk_nd,16384,64,8,8,96,5.0810,0.4648,4.3383,5.6134,353.2,422.7,509.5,47.1,PASS
locbuf_blk_mt_nd,16384,64,16,16,96,5.0963,0.5533,4.7561,6.1540,339.3,421.4,466.9,47.0,PASS
locbuf_blk_mt_c2_nd,16384,64,16,4,96,5.1086,0.1948,4.5767,5.2877,367.9,420.4,473.6,46.8,PASS
blk_aligned_nd,16384,64,16,8,96,5.1459,0.4004,4.6676,5.8023,352.9,417.3,463.5,46.5,PASS
locbuf_blk_mt_nd,16384,64,8,8,96,5.2548,0.4257,4.4023,5.6746,358.2,408.7,509.5,45.5,PASS
locbuf_blk_mt_c2_nd,16384,64,512,8,96,5.2576,0.2265,5.0754,5.7453,366.6,408.5,426.7,45.5,PASS
blk_aligned_mt_c2_nd,16384,64,256,32,96,5.2727,0.1428,5.0317,5.4848,382.7,407.3,442.1,45.4,PASS
blk_aligned_mt_c2_nd,16384,64,64,16,96,5.2883,0.1896,5.2240,5.5306,306.8,406.1,412.8,45.2,PASS
locbuf_blk_c2,16384,64,128,8,96,5.3518,0.0577,5.2706,5.4483,388.1,401.3,409.4,44.7,PASS
blk_tiled_c2_nd,16384,64,32,8,96,5.3641,0.1588,5.3122,5.6881,339.9,400.3,404.6,44.6,PASS
locbuf_blk_mt_c2_nd,16384,64,64,4,96,5.3792,0.1769,5.3271,5.5353,323.2,399.2,404.5,44.5,PASS
locbuf_blk_mt_c2,16384,64,128,8,96,5.4184,0.0835,5.3867,5.5038,346.9,396.3,399.4,44.2,PASS
blk_tiled_c2_nd,16384,64,64,8,96,5.4920,0.1576,5.4456,5.7353,333.4,391.0,395.5,43.6,PASS
locbuf_blk_mt_c2,16384,64,256,8,96,5.4998,0.2262,5.4703,5.5818,280.6,390.5,393.8,43.5,PASS
locbuf_blk_c2,16384,64,16,8,96,5.5167,0.0477,5.4680,5.6097,373.6,389.3,394.0,43.4,PASS
blk_aligned_c2,16384,64,16,8,96,5.5270,0.0596,5.4826,5.6151,365.3,388.5,393.0,43.3,PASS
blk_aligned_mt_c2,16384,64,16,16,96,5.5416,0.0431,5.4897,5.5966,373.4,387.5,391.8,43.2,PASS
locbuf_blk_mt_c2_nd,16384,64,16,8,96,5.5462,0.2733,5.4762,6.3536,290.5,387.2,393.6,43.1,PASS
locbuf_blk_mt_c2,16384,64,16,16,96,5.5737,0.0567,5.5249,5.6782,365.0,385.3,391.0,42.9,PASS
blk_aligned_c2,16384,64,8,8,96,5.5848,0.1195,5.5104,5.8171,341.1,384.5,392.3,42.8,PASS
blk_aligned_mt_c2,16384,64,8,8,96,5.5913,0.1495,5.4947,5.9203,324.3,384.1,394.3,42.8,PASS
locbuf_blk_c2,16384,64,8,8,96,5.5973,0.0960,5.5254,5.8175,356.8,383.7,390.2,42.7,PASS
locbuf_blk_mt_c2,16384,64,8,8,96,5.6143,0.1476,5.5240,5.9402,335.8,382.5,392.4,42.6,PASS
locbuf_blk_mt_c2,16384,64,128,32,96,5.6163,0.1885,5.5901,5.7422,322.2,382.4,385.1,42.6,PASS
locbuf_blk_mt_nd,16384,64,32,16,96,5.6616,0.1575,5.3520,5.8686,364.1,379.3,406.1,42.3,PASS
locbuf_blk_c2,16384,64,256,8,96,5.7021,0.0712,5.5795,5.8223,363.8,376.6,392.5,42.0,PASS
blk_tiled_c2_nd,16384,64,8,8,96,5.7216,0.4341,5.6539,5.8009,224.1,375.3,384.0,41.8,PASS
blk_aligned_nd,16384,64,8,8,96,5.7424,0.5625,4.5294,5.8988,283.6,374.0,480.5,41.7,PASS
locbuf_blk_c2,16384,64,64,8,96,5.7613,0.0792,5.6792,5.9154,352.4,372.7,385.2,41.5,PASS
blk_aligned_mt_nd,16384,64,8,8,96,5.7695,0.4952,4.5205,5.8727,363.8,372.2,484.9,41.5,PASS
locbuf_blk_mt_c2,16384,64,64,8,96,5.8307,0.1391,5.7866,5.9291,302.6,368.3,373.5,41.0,PASS
locbuf_blk_mt_c2,16384,64,32,16,96,5.8935,0.0642,5.8041,6.0042,350.3,364.4,372.4,40.6,PASS
locbuf_blk_mt_c2,16384,64,128,16,96,5.8963,0.0974,5.8423,5.9920,323.2,364.2,371.0,40.6,PASS
blk_aligned_mt_c2,16384,64,64,4,96,5.9301,0.1041,5.8470,6.0813,325.8,362.1,372.7,40.3,PASS
blk_tiled_c2_nd,16384,64,16,8,96,5.9508,0.6303,5.8372,7.5062,214.3,360.9,369.7,40.2,PASS
locbuf_blk_mt_c2_nd,16384,64,512,16,96,5.9614,0.1647,5.7428,6.2635,329.0,360.2,386.6,40.1,PASS
locbuf_blk_mt_c2,16384,64,512,8,96,5.9958,0.1289,5.9099,6.1552,319.3,358.2,366.7,39.9,PASS
blk_aligned_mt_c2_nd,16384,64,16,8,96,6.0005,1.0280,5.6724,7.3622,137.8,357.9,380.2,39.9,PASS
blk_aligned_c2,16384,64,64,8,96,6.0317,0.6344,5.6237,7.3068,282.4,356.0,386.7,39.7,PASS
blk_aligned_mt_c2,16384,64,64,32,96,6.0347,0.1074,5.9352,6.2884,331.8,355.9,363.2,39.6,PASS
locbuf_blk_mt_c2,16384,64,256,16,96,6.0490,0.0667,5.9974,6.0911,325.3,355.0,367.9,39.6,PASS
blk_aligned_c2,16384,64,128,8,96,6.0527,0.0420,6.0003,6.1305,346.6,354.8,359.0,39.5,PASS
locbuf_blk_mt_c2,16384,64,64,16,96,6.0691,0.1041,5.9705,6.1860,318.3,353.8,361.3,39.4,PASS
locbuf_blk_nd,16384,64,32,8,96,6.0933,0.2566,5.8676,6.5834,318.6,352.4,369.7,39.3,PASS
locbuf_blk_mt_nd,16384,64,32,32,96,6.0937,0.3500,5.8385,6.9130,295.7,352.4,375.0,39.3,PASS
locbuf_blk_mt_c2,16384,64,64,4,96,6.1149,0.2832,6.0819,7.0801,300.9,351.2,353.6,39.1,PASS
blk_aligned_mt_c2,16384,64,128,32,96,6.1405,0.2414,6.0850,6.6603,282.5,349.7,354.5,39.0,PASS
blk_aligned_mt_c2,16384,64,32,4,96,6.1610,0.0810,6.1106,6.3052,326.6,348.6,355.4,38.8,PASS
blk_aligned_mt_c2_nd,16384,64,128,8,96,6.1810,0.3621,6.1248,6.3302,223.2,347.4,352.0,38.7,PASS
blk_aligned_c2_nd,16384,64,32,8,96,6.1876,0.0966,6.0259,6.3269,332.3,347.1,366.6,38.7,PASS
blk_aligned_mt,16384,64,8,8,96,6.1934,0.3102,5.8481,6.9275,301.1,346.7,372.4,38.6,PASS
locbuf_blk_mt_c2,16384,64,64,32,96,6.2198,0.2697,6.0693,6.3936,251.6,345.3,359.6,38.5,PASS
locbuf_blk_mt_nd,16384,64,32,8,96,6.2359,0.2384,6.1123,6.8683,304.0,344.4,363.2,38.4,PASS
blk_aligned_mt_c2_nd,16384,64,32,32,96,6.2420,0.4015,6.1302,6.3822,210.6,344.0,356.4,38.3,PASS
blk_aligned_mt_c2,16384,64,128,4,96,6.2722,0.0921,6.1929,6.4406,319.2,342.4,347.3,38.1,PASS
locbuf_blk_mt_c2_nd,16384,64,8,4,96,6.2735,1.2695,5.4990,7.4413,127.2,342.3,398.8,38.1,PASS
blk_aligned,16384,64,8,8,96,6.3186,0.3105,5.9602,6.9809,290.5,339.9,362.3,37.9,PASS
locbuf_blk_mt,16384,64,8,8,96,6.3349,0.4060,5.9080,7.1941,283.2,339.0,367.1,37.8,PASS
locbuf_blk,16384,64,8,8,96,6.3525,0.3581,5.8758,7.0006,295.2,338.1,371.1,37.7,PASS
locbuf_blk_mt_c2_nd,16384,64,256,32,96,6.3522,0.4835,6.2848,6.4534,192.0,338.1,343.0,37.7,PASS
hptt_blk,16384,0,128,0,96,6.3674,0.2433,6.2978,6.4620,246.2,337.3,351.6,37.6,PASS
locbuf_blk_mt_c2,16384,64,512,16,96,6.4498,0.1147,6.3413,6.6725,301.8,333.0,344.3,37.1,PASS
locbuf_blk_mt_nd,16384,64,16,4,96,6.5581,0.8388,6.3995,8.1723,215.7,327.5,367.9,36.5,PASS
locbuf_blk_mt_nd,16384,64,32,4,96,6.6182,0.2431,6.1912,6.9981,298.2,324.5,353.0,36.2,PASS
blk_aligned_mt_c2_nd,16384,64,32,8,96,6.6192,0.1367,6.5491,6.8316,279.0,324.4,329.0,36.1,PASS
hptt_blk,16384,0,16,0,96,6.6322,0.1875,6.2341,6.8726,297.2,323.8,348.8,36.1,PASS
blk_tiled_c2,16384,64,64,8,96,6.6808,0.1362,6.6040,6.8668,289.7,321.4,328.1,35.8,PASS
locbuf_blk_c2,16384,64,32,8,96,6.6866,0.0628,6.6264,6.8103,307.4,321.2,325.2,35.8,PASS
blk_aligned_mt_c2_nd,16384,64,128,16,96,6.6900,0.2571,6.6247,7.0281,240.7,321.0,324.9,35.8,PASS
blk_aligned_mt_nd,16384,64,32,4,96,6.7089,0.9956,6.4581,7.6815,138.5,320.1,336.3,35.7,PASS
hptt_blk,16384,0,32,0,96,6.7159,0.1358,6.6442,6.8306,270.0,319.8,331.6,35.6,PASS
blk_aligned_mt_c2_nd,16384,64,256,4,96,6.7249,0.2271,6.6178,6.8540,241.9,319.3,329.0,35.6,PASS
locbuf_blk_mt_c2,16384,64,32,32,96,6.7384,0.0844,6.6476,6.8778,294.7,318.7,324.5,35.5,PASS
blk_aligned_c2_nd,16384,64,256,8,96,6.7540,0.2959,6.6916,7.5866,252.0,318.0,321.8,35.4,PASS
blk_aligned,16384,64,16,8,96,6.8083,0.2168,6.6622,7.3287,286.3,315.4,328.1,35.1,PASS
locbuf_blk_mt_c2,16384,64,32,8,96,6.8149,0.2015,6.6749,7.0370,257.9,315.1,324.7,35.1,PASS
blk_aligned_mt,16384,64,16,16,96,6.8617,0.2116,6.6900,7.3295,287.3,313.0,321.8,34.9,PASS
blk_aligned_mt_nd,16384,64,16,8,96,6.9208,0.3233,6.4401,7.5756,263.0,310.3,335.7,34.6,PASS
blk_aligned_mt_c2,16384,64,256,32,96,6.9241,0.2863,6.7506,7.1674,225.4,310.1,322.6,34.6,PASS
hptt_blk,16384,0,64,0,96,6.9701,0.5400,6.8373,8.4767,227.3,308.1,315.7,34.3,PASS
locbuf_blk_mt_nd,16384,64,16,8,96,7.0830,0.5745,6.9509,8.9839,230.3,303.2,312.3,33.8,PASS
hptt_patient_blk,16384,0,256,0,96,7.1866,0.6722,5.6651,7.8229,273.3,298.8,437.1,33.3,PASS
blk_tiled_c2_nd,16384,64,128,8,96,7.2101,3.0301,6.0966,15.6234,135.2,297.8,367.2,33.2,PASS
locbuf_blk,16384,64,16,8,96,7.2256,0.0959,7.1025,7.3502,288.3,297.2,316.6,33.1,PASS
locbuf_blk_mt,16384,64,16,16,96,7.2520,0.0848,7.1301,7.4142,287.6,296.1,305.7,33.0,PASS
locbuf_blk_mt_nd,16384,64,8,4,96,7.2916,0.7893,6.2088,7.5543,147.3,294.5,352.2,32.8,PASS
locbuf_blk_mt_c2,16384,64,32,4,96,7.3258,0.1346,7.2345,7.7389,273.5,293.1,298.1,32.7,PASS
blk_aligned_mt_c2,16384,64,128,8,96,7.3303,0.2625,7.2812,7.5489,219.3,293.0,296.0,32.6,PASS
blk_aligned_mt_c2,16384,64,16,4,96,7.3311,0.2561,7.2700,8.0551,247.6,292.9,296.4,32.6,PASS
locbuf_2buf_c2,16384,32,32,8,96,7.3339,0.0714,7.2858,7.4386,273.5,292.8,296.5,32.6,PASS
blk_aligned_mt_c2,16384,64,64,8,96,7.3386,0.1010,7.1880,7.4791,279.8,292.6,303.4,32.6,PASS
locbuf_blk_mt_c2,16384,64,256,32,96,7.3473,0.3076,7.2945,8.2977,248.9,292.3,294.9,32.6,PASS
blk_aligned_mt_nd,16384,64,16,4,96,7.3667,0.9941,5.4333,7.9875,265.2,291.5,396.2,32.5,PASS
blk_aligned_mt_c2,16384,64,32,16,96,7.3773,0.1040,7.2862,7.6001,273.3,291.1,297.6,32.4,PASS
blk_aligned_nd,16384,64,64,8,96,7.4687,0.8326,7.4344,7.7683,147.4,287.5,291.6,32.0,PASS
blk_aligned_mt_c2,16384,64,64,16,96,7.5187,0.1133,7.4046,7.7827,266.3,285.6,291.4,31.8,PASS
locbuf_blk_mt,16384,64,32,16,96,7.6451,0.1181,7.4762,7.8676,270.2,280.9,290.8,31.3,PASS
blk_aligned_mt_nd,16384,64,32,16,96,7.8116,1.2272,7.5411,10.7076,198.1,274.9,287.1,30.6,PASS
blk_aligned_c2,16384,64,32,8,96,7.8371,0.2425,7.7300,8.4284,236.2,274.0,279.7,30.5,PASS
blk_aligned_mt_c2,16384,64,32,32,96,7.9545,0.2141,7.7866,8.4387,243.4,270.0,278.8,30.1,PASS
hptt_patient,16384,0,32,0,96,7.9594,0.1026,7.8195,8.0322,265.8,269.8,298.3,30.1,PASS
locbuf_2buf_c2,16384,64,32,8,96,8.0363,0.2629,7.9219,8.6776,229.6,267.2,272.1,29.8,PASS
blk_aligned_mt,16384,64,32,4,96,8.2327,0.4171,7.9869,9.1419,230.3,260.8,272.1,29.1,PASS
locbuf_blk_mt_nd,16384,64,64,8,96,8.2736,0.0944,8.2167,8.3661,240.3,259.6,268.3,28.9,PASS
locbuf_blk_nd,16384,64,64,8,96,8.2754,0.1076,8.1440,8.4765,249.1,259.5,267.0,28.9,PASS
blk_aligned_mt_nd,16384,64,64,4,96,8.3357,0.0524,8.2673,8.4208,252.5,257.6,262.0,28.7,PASS
blk_aligned_c2,16384,64,256,8,96,8.3737,0.2574,8.2836,8.9609,212.1,256.5,260.6,28.6,PASS
locbuf_blk_mt_nd,16384,64,64,32,96,8.4085,0.2041,8.3435,8.6007,210.5,255.4,257.9,28.5,PASS
locbuf_blk_mt_nd,16384,64,64,4,96,8.4498,0.1323,8.3189,8.5645,228.2,254.1,261.3,28.3,PASS
blk_aligned_mt_c2_nd,16384,64,512,4,96,8.4911,0.2017,8.3613,8.6463,209.1,252.9,259.4,28.2,PASS
blk_tiled_nd,16384,64,64,8,96,8.5237,0.2258,8.4233,8.6168,215.5,251.9,255.4,28.1,PASS
blk_aligned_mt_nd,16384,64,64,32,96,8.5472,0.4661,8.4256,9.7803,215.0,251.2,255.9,28.0,PASS
blk_aligned_mt_c2,16384,64,128,16,96,8.6258,0.3870,8.5120,9.4358,197.7,249.0,255.1,27.7,PASS
locbuf_blk_mt,16384,64,32,32,96,8.6769,0.1076,8.5227,8.9069,239.7,247.5,255.4,27.6,PASS
locbuf_blk_mt_c2,16384,64,16,4,96,8.6993,0.1529,8.5908,9.0159,227.4,246.9,251.6,27.5,PASS
locbuf_blk_c2_nd,16384,64,512,8,96,8.7021,0.0779,8.5599,8.8052,239.3,246.8,251.7,27.5,PASS
locbuf_c2,16384,16,32,8,96,8.7308,0.3442,8.3013,9.3185,210.0,246.0,263.0,27.4,PASS
blk_aligned_mt,16384,64,16,4,96,8.8464,0.3117,8.3614,9.3613,223.5,242.8,264.5,27.0,PASS
hptt,16384,0,32,0,96,8.8596,1.7480,8.1746,11.9445,98.0,242.4,266.6,27.0,PASS
blk_aligned_mt_c2,16384,64,512,32,96,8.8745,0.0960,8.8101,8.9702,221.4,242.0,245.0,27.0,PASS
blk_aligned_mt_c2,16384,64,32,8,96,8.8912,0.1190,8.7895,9.0899,224.7,241.5,245.2,26.9,PASS
locbuf_blk_mt_c2,16384,64,512,32,96,8.9107,0.2432,8.7894,9.5039,210.9,241.0,246.6,26.9,PASS
blk_aligned_mt_c2_nd,16384,64,8,4,96,8.9154,0.2430,8.8215,9.1012,195.4,240.9,270.9,26.8,PASS
locbuf_blk,16384,64,32,8,96,8.9231,0.1563,8.6702,9.2044,230.2,240.7,249.6,26.8,PASS
locbuf_blk_mt_nd,16384,64,64,16,96,8.9787,0.0601,8.8772,9.0527,236.3,239.2,246.6,26.6,PASS
locbuf_blk_c2,16384,64,512,8,96,9.0225,0.0771,8.9225,9.1562,232.9,238.0,242.1,26.5,PASS
locbuf_2buf,16384,32,32,8,96,9.1347,0.2325,9.0380,9.4225,192.1,235.1,239.0,26.2,PASS
locbuf_blk_mt,16384,64,32,8,96,9.1412,0.1799,8.9451,9.4216,210.4,234.9,244.8,26.2,PASS
blk_aligned,16384,64,64,8,96,9.1646,2.3037,9.0376,11.4000,94.7,234.3,240.4,26.1,PASS
locbuf_blk_mt_c2_nd,16384,64,512,32,96,9.2744,0.4891,9.2462,9.3255,151.4,231.5,233.0,25.8,PASS
blk_aligned_mt_nd,16384,64,8,4,96,9.2827,0.4472,8.7027,10.3314,202.4,231.3,248.2,25.8,PASS
blk_tiled_c2_nd,16384,64,512,8,96,9.3179,0.1398,9.2368,9.5166,211.3,230.5,233.3,25.7,PASS
blk_aligned_mt,16384,64,64,32,96,9.3846,0.3422,9.1380,10.0865,193.7,228.8,236.5,25.5,PASS
blk_aligned_mt,16384,64,64,4,96,9.4459,0.1644,9.0645,9.5473,223.5,227.3,249.0,25.3,PASS
hptt_patient_blk,16384,0,16,0,96,9.4889,0.9688,6.5094,10.2090,201.1,226.3,334.7,25.2,PASS
locbuf_blk,16384,64,64,8,96,9.5439,0.1173,9.3795,9.7472,218.4,225.0,230.3,25.1,PASS
blk_aligned_mt_c2_nd,16384,64,512,32,96,9.5899,0.0456,9.5181,9.6480,220.6,223.9,227.2,25.0,PASS
blk_aligned_mt,16384,64,32,16,96,9.6174,0.4201,9.3162,10.8379,184.6,223.3,232.3,24.9,PASS
locbuf_blk_mt_c2,16384,64,8,4,96,9.7355,0.1581,9.6596,9.8689,196.4,220.6,222.9,24.6,PASS
locbuf_blk_mt,16384,64,8,4,96,9.7753,0.4211,9.7055,10.9212,179.8,219.7,222.1,24.5,PASS
blk_tiled_c2,16384,64,8,8,96,9.8345,0.2101,9.7597,10.0446,187.4,218.4,221.0,24.3,PASS
locbuf_blk_mt,16384,64,64,32,96,9.8988,0.2888,9.8274,10.1312,175.4,216.9,220.0,24.2,PASS
locbuf_blk_mt,16384,64,64,4,96,9.9925,0.2143,9.9296,10.1062,178.2,214.9,220.3,23.9,PASS
locbuf_blk_mt,16384,64,32,4,96,10.0062,0.1738,9.6928,10.2274,207.4,214.6,226.6,23.9,PASS
locbuf_blk_mt_c2,16384,64,16,8,96,10.0182,0.1244,9.9088,10.2344,199.5,214.4,217.5,23.9,PASS
locbuf_blk_mt,16384,64,64,8,96,10.0204,0.1317,9.9242,10.1653,193.6,214.3,221.1,23.9,PASS
locbuf_blk_mt,16384,64,64,16,96,10.1114,0.0884,10.0107,10.2128,208.8,212.4,224.9,23.7,PASS
rm_blk_mt_c2,16384,64,128,8,96,10.1227,0.1318,9.9780,10.3233,195.5,212.1,216.6,23.6,PASS
blk_aligned_mt_nd,16384,64,64,8,96,10.1288,1.6319,9.8514,13.9399,151.4,212.0,220.3,23.6,PASS
locbuf,16384,16,32,8,96,10.1366,0.1579,9.7179,10.2571,205.0,211.9,228.5,23.6,PASS
blk_tiled_c2,16384,64,512,8,96,10.1553,0.9235,10.0937,10.3733,110.6,211.5,213.8,23.6,PASS
hptt_patient_blk,16384,0,128,0,96,10.1603,0.5139,8.5977,10.2326,197.3,211.4,268.2,23.5,PASS
blk_tiled,16384,64,64,8,96,10.1871,0.3373,10.0234,11.0562,187.9,210.8,214.7,23.5,PASS
locbuf_blk_mt,16384,64,16,4,96,10.2076,0.2549,9.9076,10.6003,187.6,210.4,218.9,23.4,PASS
rm_blk_mt_c2,16384,64,16,4,96,10.2417,0.2419,10.1642,10.8596,182.8,209.7,213.3,23.4,PASS
locbuf_2buf_c2,16384,128,32,8,96,10.5703,0.1391,10.4565,10.6519,181.8,203.2,207.1,22.6,PASS
rm_blk_mt_c2,16384,64,256,8,96,10.6351,0.3196,10.3612,11.0626,167.0,201.9,209.1,22.5,PASS
blk_aligned_mt_c2,16384,64,256,4,96,10.6505,0.2252,10.5050,10.8550,173.0,201.6,205.3,22.5,PASS
blk_aligned_mt_nd,16384,64,64,16,96,10.7079,0.3538,10.2718,11.4316,179.7,200.6,213.8,22.3,PASS
blk_aligned_mt_c2,16384,64,512,4,96,10.9239,0.3169,10.6488,11.5291,168.0,196.6,205.4,21.9,PASS
blk_naive_nd,16384,64,8,8,96,11.1656,0.6710,10.8057,11.3707,124.5,192.3,233.8,21.4,PASS
blk_aligned_nd,16384,64,128,8,96,11.2870,0.1015,11.0985,11.4482,187.1,190.3,193.9,21.2,PASS
locbuf_blk_nd,16384,64,128,8,96,11.4600,0.0710,11.4284,11.4968,178.8,187.4,188.7,20.9,PASS
rm_blk_mt_c2,16384,64,64,4,96,11.6064,0.2997,11.5027,11.7326,147.7,185.0,187.7,20.6,PASS
blk_aligned,16384,64,32,8,96,11.6123,1.3029,9.5257,13.0301,158.0,184.9,227.6,20.6,PASS
blk_tiled_c2,16384,64,128,8,96,11.6259,0.6952,10.6380,12.7556,161.2,184.7,207.9,20.6,PASS
blk_aligned_mt,16384,64,32,32,96,11.6824,1.2394,9.5740,12.6554,162.7,183.8,227.5,20.5,PASS
locbuf_blk_mt_nd,16384,64,128,8,96,11.8319,0.0997,11.7273,11.9807,174.9,181.5,184.6,20.2,PASS
blk_aligned_mt,16384,64,64,8,96,11.8494,0.6121,11.1044,13.1231,159.3,181.2,194.8,20.2,PASS
blk_aligned_mt_c2_nd,16384,64,256,8,96,12.0013,0.2664,11.7199,12.5451,164.3,178.9,186.0,19.9,PASS
blk_aligned_mt_c2,16384,64,16,8,96,12.0164,0.2377,11.7300,12.4824,168.6,178.7,189.7,19.9,PASS
locbuf_c2,16384,128,32,8,96,12.0424,0.2248,11.7770,12.2144,155.9,178.3,188.4,19.9,PASS
rm_blk_mt_c2,16384,64,64,8,96,12.0427,0.0818,11.9944,12.1238,168.1,178.3,179.5,19.9,PASS
blk_aligned_mt,16384,64,64,16,96,12.1178,0.3378,11.7290,12.8558,162.2,177.2,185.0,19.7,PASS
locbuf_blk_mt_nd,16384,64,128,16,96,12.1441,0.1845,12.0659,12.2624,154.6,176.8,178.3,19.7,PASS
blk_aligned_mt_nd,16384,64,128,32,96,12.1552,0.6239,12.0859,13.8127,140.9,176.7,178.1,19.7,PASS
