variant,N,TB,SB,MT,threads,med_time_ms,std_time_ms,p5_time_ms,p95_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw,status
blk_tiled_c2_nd,16384,64,256,8,96,12.1605,0.0941,12.0825,12.3182,168.3,176.6,178.4,19.7,PASS
blk_aligned_nd,16384,64,32,8,96,12.1989,2.3088,7.7054,14.1013,146.1,176.0,284.5,19.6,PASS
blk_naive,16384,64,8,8,96,12.2636,0.4309,11.6672,13.1318,161.6,175.1,189.7,19.5,PASS
blk_aligned_mt_nd,16384,64,32,32,96,12.2609,2.3650,7.7468,14.2563,147.6,175.1,287.2,19.5,PASS
blk_tiled_c2,16384,64,256,8,96,12.3528,0.4014,12.2629,12.4849,131.4,173.8,175.8,19.4,PASS
blk_aligned_mt_nd,16384,64,128,4,96,12.3665,0.1984,12.1707,12.6203,156.9,173.7,177.5,19.3,PASS
locbuf_blk_mt,16384,64,16,8,96,12.4530,0.3339,11.8830,12.9448,162.3,172.4,184.8,19.2,PASS
blk_aligned_mt_nd,16384,64,32,8,96,12.4696,1.6561,8.8611,14.1240,150.0,172.2,247.7,19.2,PASS
locbuf_blk_mt_nd,16384,64,128,32,96,12.7615,0.0628,12.7008,12.8127,161.6,168.3,169.5,18.7,PASS
blk_tiled_c2,16384,64,32,8,96,12.8400,0.1901,12.5331,13.1008,162.1,167.2,172.9,18.6,PASS
locbuf_blk_mt,16384,64,128,8,96,12.8771,0.1593,12.7857,13.0304,150.2,166.8,170.0,18.6,PASS
locbuf_blk,16384,64,128,8,96,12.9628,0.1604,12.7339,13.2646,159.0,165.7,169.9,18.5,PASS
locbuf_blk_mt_c2,16384,64,128,4,96,13.0146,0.1223,12.9752,13.2304,153.7,165.0,165.8,18.4,PASS
rm_blk_mt_c2,16384,64,16,8,96,13.0453,0.2253,12.9858,13.2241,141.6,164.6,165.9,18.3,PASS
rm_blk_mt_c2,16384,64,32,8,96,13.1196,0.0813,13.0428,13.1662,155.1,163.7,165.2,18.2,PASS
locbuf_blk_mt_c2_nd,16384,64,128,4,96,13.1721,0.1226,13.1125,13.4482,155.4,163.0,164.0,18.2,PASS
blk_aligned_mt_c2,16384,64,256,8,96,13.2544,0.3288,12.8387,13.8392,149.0,162.0,169.9,18.1,PASS
rm_blk_mt,16384,64,16,4,96,13.2535,0.4123,13.0339,14.3390,131.0,162.0,166.2,18.1,PASS
rm_blk_mt,16384,64,16,8,96,13.2676,0.0463,13.2299,13.3362,157.9,161.9,162.8,18.0,PASS
blk_aligned_mt,16384,64,128,4,96,13.3460,0.3033,13.0963,13.9454,145.6,160.9,165.9,17.9,PASS
locbuf_blk_mt,16384,64,128,32,96,13.3846,0.1652,13.2032,13.4941,146.0,160.4,164.5,17.9,PASS
blk_aligned_mt,16384,64,32,8,96,13.4302,0.7506,11.9492,13.9231,152.8,159.9,180.5,17.8,PASS
blk_aligned_mt,16384,64,128,32,96,13.4339,0.2111,13.3304,13.5927,142.7,159.9,163.0,17.8,PASS
locbuf_blk_mt,16384,64,128,16,96,13.4296,0.1490,13.2621,13.7120,156.1,159.9,162.5,17.8,PASS
blk_tiled_nd,16384,64,8,8,96,13.4868,0.8656,12.3474,13.9847,119.5,159.2,174.9,17.7,PASS
blk_aligned,16384,64,128,8,96,13.5523,0.1647,13.1157,13.6491,156.7,158.5,165.0,17.7,PASS
blk_aligned_mt_c2,16384,64,8,4,96,13.5991,0.1974,13.5136,13.8265,145.1,157.9,159.4,17.6,PASS
blk_tiled,16384,64,512,8,96,13.6605,0.0805,13.5898,13.7557,152.5,157.2,158.2,17.5,PASS
blk_naive_c2_nd,16384,64,128,8,96,13.8136,0.4775,13.2567,14.8288,138.7,155.5,162.8,17.3,PASS
blk_aligned_mt_nd,16384,64,128,8,96,13.8194,0.6662,13.7442,14.0654,115.0,155.4,156.6,17.3,PASS
blk_aligned_mt,16384,64,8,4,96,13.9270,0.1420,13.7935,14.1172,146.4,154.2,156.9,17.2,PASS
rm_blk_mt,16384,64,64,8,96,14.0073,0.1044,13.8970,14.1515,145.7,153.3,155.4,17.1,PASS
locbuf_c2,16384,64,32,8,96,14.0148,0.2508,13.8732,14.1698,132.3,153.2,155.7,17.1,PASS
blk_aligned_c2_nd,16384,64,512,8,96,14.0343,0.1636,13.8197,14.3380,147.5,153.0,157.5,17.0,PASS
rm_blk_mt_c2,16384,64,128,16,96,14.0440,0.1256,13.8714,14.2536,146.9,152.9,155.6,17.0,PASS
rm_blk_mt_c2,16384,64,128,4,96,14.0995,0.0633,14.0156,14.1805,147.8,152.3,153.6,17.0,PASS
locbuf_2buf_c2,16384,16,32,8,96,14.2300,0.7303,12.7432,15.2032,136.3,150.9,177.6,16.8,PASS
blk_naive_c2_nd,16384,64,64,8,96,14.2827,0.5915,13.7647,15.1887,116.3,150.4,157.1,16.8,PASS
locbuf_2buf,16384,64,32,8,96,14.3616,0.1772,14.0606,14.5304,144.9,149.5,159.3,16.7,PASS
rm_blk_mt,16384,64,32,8,96,14.5693,0.0696,14.5341,14.6669,142.0,147.4,148.2,16.4,PASS
blk_naive_c2_nd,16384,64,8,8,96,14.6046,0.9104,14.1571,15.1807,94.5,147.0,167.3,16.4,PASS
blk_tiled_nd,16384,64,512,8,96,14.6126,0.3084,14.5334,14.7527,128.1,147.0,148.2,16.4,PASS
blk_aligned_mt_c2_nd,16384,64,256,16,96,14.7331,0.2732,14.4342,15.0206,127.2,145.8,150.0,16.2,PASS
blk_aligned_mt,16384,64,16,8,96,14.7636,1.3405,12.7877,16.7194,119.8,145.5,172.9,16.2,PASS
blk_naive_nd,16384,64,128,8,96,14.7703,0.8802,13.7307,16.3182,112.0,145.4,157.6,16.2,PASS
blk_tiled_c2,16384,64,16,8,96,14.8264,0.3868,14.3424,15.5473,129.1,144.8,156.2,16.1,PASS
blk_aligned_mt_c2,16384,64,256,16,96,14.8451,0.4211,14.6093,15.3925,116.7,144.7,147.7,16.1,PASS
rm_blk_mt_c2,16384,64,512,8,96,14.9895,0.2270,14.4331,15.0657,138.8,143.3,151.3,16.0,PASS
rm_blk_mt_c2,16384,64,64,32,96,15.0127,0.0622,14.9723,15.0764,139.3,143.0,143.9,15.9,PASS
rm_blk_mt_c2,16384,64,32,16,96,15.0567,0.2733,15.0267,15.2787,121.6,142.6,143.1,15.9,PASS
rm_blk_mt,16384,64,64,4,96,15.2231,0.8325,13.8048,16.5684,123.6,141.1,164.0,15.7,PASS
blk_aligned_mt,16384,64,128,8,96,15.4487,0.0923,15.2778,15.5878,136.6,139.0,142.0,15.5,PASS
rm_blk_mt_c2,16384,64,8,8,96,15.5424,0.1503,15.4772,15.6885,128.8,138.2,139.0,15.4,PASS
rm_blk_c2,16384,64,8,8,96,15.5506,0.2807,15.4446,15.7026,118.2,138.1,139.3,15.4,PASS
rm_blk,16384,64,8,8,96,15.5970,0.1495,15.4240,15.8736,132.3,137.7,139.8,15.3,PASS
rm_blk_mt,16384,64,8,8,96,15.6489,0.1591,15.4824,15.9199,130.2,137.2,139.8,15.3,PASS
rm_blk_mt_c2,16384,64,256,32,96,15.6795,0.1853,15.6397,15.7411,122.9,137.0,137.5,15.3,PASS
rm_blk_c2,16384,64,32,8,96,15.7734,0.1155,15.7338,15.8246,128.3,136.1,136.7,15.2,PASS
blk_naive_nd,16384,64,64,8,96,15.8091,0.5738,15.2202,16.5893,122.5,135.8,172.1,15.1,PASS
rm_blk_mt_c2,16384,64,256,16,96,15.8513,0.0712,15.8096,15.9144,130.4,135.5,136.3,15.1,PASS
blk_tiled_nd,16384,64,32,8,96,16.0222,6.1808,15.2000,28.9320,72.6,134.0,151.2,14.9,PASS
blk_tiled,16384,64,8,8,96,16.0757,0.7056,15.1320,16.6681,105.4,133.6,146.9,14.9,PASS
rm_blk_c2,16384,64,16,8,96,16.2508,0.3613,16.1896,16.3197,108.2,132.1,132.8,14.7,PASS
tiled_c2,16384,16,32,8,96,16.2990,0.0732,16.2436,16.3729,127.2,131.8,133.6,14.7,PASS
rm_blk_mt_c2,16384,64,16,16,96,16.2944,0.2464,16.2522,16.3608,115.1,131.8,132.9,14.7,PASS
rm_blk_mt_c2,16384,64,512,4,96,16.5341,3.6002,16.3191,26.0002,77.8,129.9,131.9,14.5,PASS
rm_blk_mt_c2,16384,64,64,16,96,16.9108,0.2913,16.4078,17.0162,125.5,127.0,140.7,14.1,PASS
rm_blk_mt,16384,64,64,16,96,16.9547,0.1008,16.8954,17.0443,120.1,126.7,127.4,14.1,PASS
blk_aligned_mt_nd,16384,64,128,16,96,16.9547,0.3723,16.8284,17.4524,109.3,126.7,128.3,14.1,PASS
tiled,16384,32,32,8,96,17.0185,0.0915,16.9781,17.2058,121.6,126.2,126.6,14.1,PASS
rm_blk_mt_c2,16384,64,512,32,96,17.0656,0.3961,16.4267,17.7317,119.8,125.8,131.8,14.0,PASS
tiled_c2,16384,32,32,8,96,17.0799,0.2723,16.9879,17.1803,108.7,125.7,126.9,14.0,PASS
tiled,16384,16,32,8,96,17.1864,0.0972,17.1305,17.3594,120.2,125.0,125.6,13.9,PASS
blk_naive_c2,16384,64,8,8,96,17.1836,0.5162,16.6014,18.3840,114.3,125.0,131.9,13.9,PASS
rm_blk_mt_c2,16384,64,512,16,96,17.2114,0.1220,17.1680,17.4076,119.6,124.8,126.1,13.9,PASS
rm_blk_mt,16384,64,16,16,96,17.3686,0.1271,17.2991,17.6551,118.3,123.6,124.4,13.8,PASS
rm_blk,16384,64,16,8,96,17.4097,0.1722,17.3268,17.7954,120.2,123.3,124.1,13.7,PASS
blk_aligned_c2,16384,64,512,8,96,17.4677,0.5416,16.5639,18.2948,113.9,122.9,131.7,13.7,PASS
locbuf,16384,32,32,8,96,17.4707,0.1030,17.3735,17.5365,116.8,122.9,123.8,13.7,PASS
locbuf_blk_mt,16384,64,256,32,96,17.5570,0.1255,17.4582,17.6575,117.0,122.3,126.4,13.6,PASS
locbuf_blk_mt,16384,64,256,8,96,17.5666,0.1170,17.4237,17.7806,119.3,122.2,123.9,13.6,PASS
rm_blk_mt_c2,16384,64,32,4,96,17.5883,0.9954,14.0956,17.8626,119.7,122.1,160.8,13.6,PASS
locbuf_blk_mt,16384,64,256,16,96,17.6746,0.0854,17.5798,17.8597,119.8,121.5,122.3,13.5,PASS
blk_aligned_mt,16384,64,256,32,96,17.7153,0.5097,17.5931,18.3150,100.0,121.2,122.9,13.5,PASS
blk_aligned,16384,64,256,8,96,17.7313,0.2109,17.5204,18.2420,115.9,121.1,123.1,13.5,PASS
locbuf_c2,16384,32,32,8,96,17.7324,0.0926,17.6609,17.8132,115.9,121.1,121.7,13.5,PASS
locbuf_blk,16384,64,256,8,96,17.7829,0.1815,17.4921,18.0435,116.8,120.8,124.2,13.5,PASS
rm_blk_mt,16384,64,32,4,96,17.8001,1.2089,15.4722,18.0991,118.1,120.6,139.2,13.4,PASS
rm_blk_mt,16384,64,32,32,96,17.8349,0.0974,17.7957,17.9342,116.1,120.4,120.8,13.4,PASS
blk_tiled_nd,16384,64,16,8,96,18.0061,7.8485,16.6724,34.3114,61.1,119.3,142.6,13.3,PASS
tiled_c2,16384,64,32,8,96,18.1017,2.9486,15.4766,23.4443,89.5,118.6,140.3,13.2,PASS
rm_blk,16384,64,32,8,96,18.1862,0.2813,18.1086,18.2759,104.3,118.1,118.8,13.2,PASS
blk_aligned_mt,16384,64,128,16,96,18.2173,0.4334,17.4494,18.7753,108.8,117.9,125.4,13.1,PASS
rm_blk_mt,16384,64,32,16,96,18.3534,0.4266,18.2049,18.5572,95.8,117.0,119.2,13.0,PASS
rm_blk_mt_c2,16384,64,8,4,96,18.3613,0.5476,18.1864,19.5491,103.5,117.0,118.4,13.0,PASS
rm_blk_mt_c2,16384,64,32,32,96,18.4384,0.3056,18.3985,18.4828,100.0,116.5,116.8,13.0,PASS
rm_blk_mt,16384,64,128,8,96,18.5389,0.3571,17.8882,19.0954,110.3,115.8,121.5,12.9,PASS
locbuf_2buf,16384,16,32,8,96,18.5721,0.3646,18.0195,19.0858,106.5,115.6,121.5,12.9,PASS
rm_blk_mt,16384,64,256,8,96,18.7342,0.9576,18.2646,20.8513,102.5,114.6,118.1,12.8,PASS
blk_aligned_mt,16384,64,256,4,96,18.8148,0.2059,18.4957,19.1170,111.4,114.1,117.6,12.7,PASS
rm_blk_mt,16384,64,8,4,96,19.0694,0.4250,18.9713,20.2707,104.8,112.6,120.0,12.5,PASS
blk_tiled,16384,64,256,8,96,19.3059,0.2251,19.2255,19.3701,102.7,111.2,111.9,12.4,PASS
locbuf,16384,64,32,8,96,19.3938,0.3686,19.0484,19.8275,96.8,110.7,113.4,12.3,PASS
rm_blk_mt,16384,64,64,32,96,19.4878,0.1646,19.3808,19.6015,103.3,110.2,113.4,12.3,PASS
blk_tiled,16384,64,16,8,96,19.6364,2.9529,17.7478,27.8648,72.5,109.4,124.2,12.2,PASS
blk_tiled_nd,16384,64,256,8,96,19.6515,0.0987,19.5508,19.7600,105.1,109.3,110.0,12.2,PASS
rm_blk_mt_c2,16384,64,256,4,96,20.0091,1.2538,15.9973,21.2377,100.5,107.3,136.7,12.0,PASS
rm_blk_mt_c2,16384,64,128,32,96,20.2644,0.7485,18.7706,20.7803,102.2,106.0,114.9,11.8,PASS
locbuf_blk_mt,16384,64,128,4,96,20.2789,0.1364,20.1537,20.4688,102.5,105.9,107.8,11.8,PASS
rm_blk_c2,16384,64,64,8,96,20.3689,1.7186,19.1837,23.8149,82.1,105.4,135.9,11.7,PASS
locbuf_blk_mt_nd,16384,64,128,4,96,20.7431,0.0747,20.6752,20.8577,101.2,103.5,104.1,11.5,PASS
blk_aligned_mt,16384,64,256,8,96,20.8449,0.4030,20.4338,21.7196,97.6,103.0,106.6,11.5,PASS
locbuf,16384,128,32,8,96,20.8849,0.7712,20.5922,22.4986,86.0,102.8,104.5,11.5,PASS
blk_tiled_nd,16384,64,128,8,96,20.9498,9.0465,19.3411,39.8847,51.5,102.5,114.5,11.4,PASS
blk_tiled,16384,64,128,8,96,21.0827,3.2196,18.9700,29.4877,69.4,101.9,116.1,11.3,PASS
locbuf_blk_mt_nd,16384,64,256,32,96,21.3512,0.1082,21.2740,21.4794,96.7,100.6,101.2,11.2,PASS
blk_aligned_mt_nd,16384,64,256,32,96,21.5010,0.1406,21.2401,21.7043,98.5,99.9,102.9,11.1,PASS
locbuf_blk_mt_nd,16384,64,256,8,96,21.6762,0.1795,21.5703,21.9824,94.6,99.1,102.8,11.0,PASS
locbuf_blk_mt_nd,16384,64,256,16,96,21.7522,0.1061,21.6359,21.8925,97.7,98.7,102.3,11.0,PASS
locbuf_blk_nd,16384,64,256,8,96,21.9141,0.1024,21.8393,21.9745,96.9,98.0,101.3,10.9,PASS
locbuf_2buf,16384,128,32,8,96,22.2859,0.3616,21.8517,22.9680,92.3,96.4,99.5,10.7,PASS
blk_naive_nd,16384,64,32,8,96,22.4904,0.4091,21.9037,23.1894,90.2,95.5,100.1,10.6,PASS
rm_blk_mt,16384,64,128,4,96,23.0778,3.0045,22.6285,29.2441,51.8,93.1,95.3,10.4,PASS
rm_blk_mt,16384,64,128,16,96,23.1147,0.2264,22.7123,23.4355,90.5,92.9,96.3,10.4,PASS
blk_aligned_mt_nd,16384,64,256,8,96,23.3347,0.4692,22.7682,24.1530,87.7,92.0,95.8,10.3,PASS
blk_tiled,16384,64,32,8,96,23.4716,3.4160,16.5721,25.6336,83.0,91.5,130.8,10.2,PASS
blk_naive_c2_nd,16384,64,32,8,96,23.6186,0.6284,23.2061,24.0564,74.8,90.9,93.4,10.1,PASS
blk_aligned_nd,16384,64,256,8,96,23.7240,0.4854,23.0824,24.5818,85.5,90.5,94.2,10.1,PASS
tiled,16384,64,32,8,96,24.4185,0.7557,23.2578,25.6120,81.8,87.9,103.5,9.8,PASS
rm_blk_mt,16384,64,128,32,96,24.5213,0.1597,24.3665,24.7364,83.7,87.6,88.7,9.8,PASS
rm_blk_mt,16384,64,256,16,96,24.6021,0.5324,23.5317,24.8126,84.6,87.3,91.6,9.7,PASS
rm_blk,16384,64,64,8,96,26.2360,1.3095,25.0160,27.0327,78.2,81.9,117.7,9.1,PASS
blk_aligned_mt_nd,16384,64,256,4,96,26.2320,0.3623,25.8557,27.0590,78.5,81.9,83.9,9.1,PASS
locbuf_blk_mt_nd,16384,64,512,8,96,26.8895,0.5545,26.0127,27.5147,77.4,79.9,83.1,8.9,PASS
locbuf_blk_mt_nd,16384,64,512,16,96,27.3666,1.4157,27.0268,30.5064,69.1,78.5,79.6,8.7,PASS
rm_blk_mt,16384,64,256,32,96,27.4264,0.2355,27.2258,27.6385,77.3,78.3,82.6,8.7,PASS
rm_blk_mt,16384,64,256,4,96,28.0181,0.1182,27.8500,28.1890,76.1,76.6,79.0,8.5,PASS
blk_aligned_mt_c2_nd,16384,64,512,16,96,29.0323,0.3810,28.8542,29.2344,67.4,74.0,74.7,8.2,PASS
rm_blk_c2,16384,64,256,8,96,29.3145,0.6628,28.6015,30.8563,67.6,73.3,75.4,8.2,PASS
blk_aligned_mt,16384,64,256,16,96,29.3915,0.3265,28.3577,29.6401,72.0,73.1,75.9,8.1,PASS
locbuf_blk_mt,16384,64,512,8,96,29.3837,0.2305,29.1021,29.7956,71.4,73.1,74.5,8.1,PASS
locbuf_blk_mt,16384,64,512,16,96,30.3609,0.2844,29.9927,30.8860,68.9,70.7,72.2,7.9,PASS
rm_blk_c2,16384,64,512,8,96,30.4560,1.3272,29.4817,33.5606,62.5,70.5,73.8,7.9,PASS
blk_aligned_mt_c2,16384,64,512,16,96,30.5479,0.7355,29.3189,31.1611,62.8,70.3,73.9,7.8,PASS
blk_aligned_mt_nd,16384,64,256,16,96,30.8226,0.2152,30.4679,31.1341,68.2,69.7,70.7,7.8,PASS
locbuf_blk_nd,16384,64,512,8,96,31.2397,0.5766,30.9299,32.5236,64.6,68.7,69.8,7.7,PASS
blk_aligned_mt_nd,16384,64,512,32,96,32.3321,1.4097,32.1547,32.6399,50.9,66.4,66.8,7.4,PASS
blk_aligned_mt_c2_nd,16384,64,512,8,96,32.6223,0.5637,32.5531,32.9157,56.2,65.8,66.1,7.3,PASS
locbuf_blk_mt,16384,64,512,32,96,32.9019,0.2943,32.5557,33.2601,61.6,65.3,66.4,7.3,PASS
blk_aligned_mt,16384,64,512,32,96,33.4520,0.6338,33.2615,33.7468,54.4,64.2,66.1,7.2,PASS
blk_aligned_mt_c2,16384,64,512,8,96,34.0517,0.0600,34.0085,34.0938,62.1,63.1,63.4,7.0,PASS
locbuf_blk,16384,64,512,8,96,34.2005,0.3079,33.5990,34.5714,61.7,62.8,64.7,7.0,PASS
blk_naive_c2_nd,16384,64,16,8,96,34.4691,0.4861,33.9308,35.0583,57.3,62.3,64.1,6.9,PASS
locbuf_blk_mt_nd,16384,64,512,32,96,34.8832,0.3409,34.5034,35.5175,60.2,61.6,62.8,6.9,PASS
blk_aligned_mt_nd,16384,64,512,4,96,35.2073,0.5423,34.3114,35.8581,56.7,61.0,62.9,6.8,PASS
blk_naive_c2_nd,16384,64,256,8,96,35.3434,0.7650,34.3922,36.7181,57.6,60.8,63.1,6.8,PASS
blk_naive_nd,16384,64,16,8,96,37.0893,0.2818,36.6421,37.4303,56.9,57.9,60.2,6.5,PASS
locbuf_blk_mt_c2,16384,64,256,4,96,37.6462,0.5388,37.5787,37.8637,52.2,57.0,57.2,6.4,PASS
blk_aligned_mt,16384,64,512,4,96,38.2558,0.7617,36.8449,39.0786,54.3,56.1,59.4,6.3,PASS
locbuf_blk_mt_c2_nd,16384,64,256,4,96,38.4339,0.3888,38.3046,38.5378,50.9,55.9,56.1,6.2,PASS
blk_naive_c2_nd,16384,64,512,8,96,39.0682,0.4040,38.7705,39.4071,53.7,55.0,58.7,6.1,PASS
blk_naive_c2,16384,64,512,8,96,39.2503,2.9801,32.4541,42.4840,42.1,54.7,77.1,6.1,PASS
blk_naive_nd,16384,64,512,8,96,40.0695,0.2281,39.3998,40.2223,52.9,53.6,55.3,6.0,PASS
rm_blk_c2,16384,64,128,8,96,41.6458,1.5400,37.5408,43.1259,48.7,51.6,59.4,5.7,PASS
tiled_c2,16384,128,32,8,96,41.8985,0.9842,40.9201,43.5064,45.5,51.3,52.8,5.7,PASS
blk_naive_nd,16384,64,256,8,96,43.0248,0.3649,42.4429,43.5324,49.1,49.9,51.7,5.6,PASS
rm_blk_mt,16384,64,512,8,96,43.8158,1.3237,41.4343,45.0358,47.4,49.0,52.1,5.5,PASS
rm_blk,16384,64,256,8,96,44.6618,1.2291,43.8491,47.5870,44.6,48.1,49.3,5.4,PASS
rm_blk_mt,16384,64,512,16,96,47.5958,0.4724,46.8671,48.3454,44.2,45.1,45.9,5.0,PASS
rm_blk_mt,16384,64,512,32,96,48.1758,0.1033,48.0496,48.3448,44.1,44.6,44.8,5.0,PASS
blk_naive,16384,64,512,8,96,49.4874,2.5679,47.9972,55.4367,34.8,43.4,46.2,4.8,PASS
rm_blk_mt,16384,64,512,4,96,51.1275,2.4716,49.9960,56.7389,34.3,42.0,43.2,4.7,PASS
blk_naive,16384,64,16,8,96,52.5371,0.6534,51.7518,53.3251,37.9,40.9,42.2,4.6,PASS
blk_aligned_nd,16384,64,512,8,96,53.5966,1.6942,49.3242,54.5609,37.9,40.1,44.1,4.5,PASS
blk_aligned,16384,64,512,8,96,54.0927,0.9528,52.3274,55.4571,38.1,39.7,41.4,4.4,PASS
locbuf_blk_mt,16384,64,256,4,96,57.6464,0.1637,57.4388,57.9241,36.9,37.3,37.5,4.2,PASS
blk_naive_c2,16384,64,16,8,96,57.7068,0.6619,56.6021,58.8217,35.9,37.2,38.3,4.1,PASS
rm_blk,16384,64,128,8,96,58.6544,3.0469,57.9769,67.1642,31.6,36.6,37.2,4.1,PASS
locbuf_blk_mt_nd,16384,64,256,4,96,60.2316,1.1073,60.0989,60.4238,30.1,35.7,35.8,4.0,PASS
naive,16384,64,32,8,96,63.3685,5.6552,58.0360,75.8010,26.3,33.9,37.5,3.8,PASS
tiled,16384,128,32,8,96,63.7927,0.6949,62.7025,64.8296,33.0,33.7,34.9,3.8,PASS
blk_naive_c2,16384,64,64,8,96,67.4638,0.6446,66.4881,68.6473,31.0,31.8,32.5,3.5,PASS
blk_naive,16384,64,64,8,96,69.6759,1.1782,67.6482,71.6819,29.8,30.8,32.1,3.4,PASS
naive_c2,16384,64,32,8,96,72.3298,4.6448,65.6988,80.5061,25.6,29.7,33.2,3.3,PASS
blk_naive_c2,16384,64,256,8,96,72.3630,0.8012,70.7469,73.7054,29.0,29.7,30.7,3.3,PASS
blk_naive_c2,16384,64,32,8,96,74.8186,1.1541,73.0051,76.7517,27.4,28.7,29.7,3.2,PASS
locbuf_blk_mt_c2,16384,64,512,4,96,80.8029,0.3341,80.7484,81.8371,26.0,26.6,26.6,3.0,PASS
locbuf_blk_mt_c2_nd,16384,64,512,4,96,82.5120,0.7312,82.4484,82.9353,24.0,26.0,26.1,2.9,PASS
blk_naive,16384,64,32,8,96,85.0809,0.9658,83.8359,86.4606,24.1,25.2,26.0,2.8,PASS
blk_naive,16384,64,256,8,96,89.5496,0.8677,88.0569,91.0473,23.5,24.0,24.6,2.7,PASS
rm_blk,16384,64,512,8,96,92.5847,3.1067,85.0000,95.1964,21.9,23.2,25.8,2.6,PASS
blk_aligned_mt,16384,64,512,16,96,93.4319,0.3896,92.7661,93.7818,22.4,23.0,23.2,2.6,PASS
blk_aligned_mt_nd,16384,64,512,16,96,93.7530,0.5918,92.9970,94.3126,22.1,22.9,23.2,2.6,PASS
blk_naive_c2,16384,64,128,8,96,96.8511,0.5232,96.1378,97.7787,21.8,22.2,22.4,2.5,PASS
blk_naive,16384,64,128,8,96,96.9685,0.5535,96.2636,97.8293,21.6,22.1,22.5,2.5,PASS
blk_aligned_mt_nd,16384,64,512,8,96,98.6218,0.2726,98.4296,99.0018,21.3,21.8,21.8,2.4,PASS
blk_aligned_mt,16384,64,512,8,96,99.4585,0.2923,99.0472,99.9661,21.5,21.6,21.7,2.4,PASS
locbuf_blk_mt,16384,64,512,4,96,236.1340,1.6143,234.8885,240.5086,8.9,9.1,9.1,1.0,PASS
locbuf_blk_mt_nd,16384,64,512,4,96,242.5656,0.2167,242.3581,242.9950,8.8,8.9,8.9,1.0,PASS
