variant,N,BX,BY,TX,TY,SB,PAD,med_time_ms,std_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw
smem_pad_blk_vec,16384,32,16,4,1,32,1,0.8473,0.0308,2132.1,2534.4,2566.8,71.2
smem_pad_blk_vec_2x,16384,32,16,4,1,32,1,0.7978,0.0493,2007.9,2691.7,2730.1,75.6
naive,16384,32,8,4,2,32,1,3.3533,0.1010,588.0,640.4,686.9,18.0
blocked,16384,32,8,4,2,32,1,3.1133,0.1016,657.1,689.8,744.2,19.4
blocked,16384,32,8,4,2,64,1,3.3540,0.1240,524.1,640.3,680.8,18.0
blocked,16384,32,8,4,2,128,1,3.1159,0.1070,638.7,689.2,749.4,19.4
blocked,16384,32,8,4,2,256,1,3.3736,0.0995,604.2,636.6,689.5,17.9
smem,16384,32,8,4,2,32,1,0.9418,0.0320,1902.2,2280.2,2379.5,64.0
smem_blk,16384,32,8,4,2,32,1,0.9846,0.0297,1864.2,2181.1,2268.6,61.3
smem_blk,16384,32,8,4,2,64,1,0.9402,0.0208,2170.7,2284.1,2397.3,64.1
smem_blk,16384,32,8,4,2,128,1,0.9816,0.0333,1806.1,2187.6,2262.8,61.4
smem_blk,16384,32,8,4,2,256,1,0.9416,0.0178,2154.8,2280.6,2404.9,64.0
smem_pad,16384,32,8,4,2,32,1,1.0119,0.0138,1992.5,2122.3,2143.6,59.6
smem_swiz,16384,32,8,4,2,32,1,0.9514,0.0145,2152.0,2257.1,2322.1,63.4
smem_blk_swiz,16384,32,8,4,2,32,1,0.9836,0.0179,2042.6,2183.3,2247.7,61.3
smem_blk_swiz,16384,32,8,4,2,64,1,0.9506,0.0138,2109.8,2259.0,2338.6,63.4
smem_blk_swiz,16384,32,8,4,2,128,1,0.9865,0.0187,2051.2,2176.9,2259.1,61.1
smem_blk_swiz,16384,32,8,4,2,256,1,0.9476,0.0275,1904.5,2266.1,2338.4,63.6
smem_pad_blk,16384,32,8,4,2,32,1,1.0127,0.0133,1985.8,2120.5,2150.3,59.6
smem_pad_blk_vec,16384,32,8,4,2,32,1,0.8022,0.0302,2273.5,2677.0,2706.0,75.2
smem_pad_blk_vec_2x,16384,32,8,4,2,32,1,0.8992,0.0050,2327.5,2388.3,2444.8,67.1
naive,16384,32,16,4,2,32,1,3.1649,0.0829,620.8,678.5,719.1,19.1
blocked,16384,32,16,4,2,32,1,3.2571,0.0804,607.9,659.3,708.0,18.5
blocked,16384,32,16,4,2,64,1,3.1467,0.0761,622.1,682.5,712.4,19.2
blocked,16384,32,16,4,2,128,1,3.2338,0.0838,600.9,664.1,695.5,18.7
blocked,16384,32,16,4,2,256,1,3.1603,0.0754,638.3,679.5,715.0,19.1
smem,16384,32,16,4,2,32,1,0.8961,0.0370,2001.1,2396.5,2482.5,67.3
smem_blk,16384,32,16,4,2,32,1,0.8877,0.0358,2023.2,2419.1,2506.0,67.9
smem_blk,16384,32,16,4,2,64,1,0.8957,0.0319,2034.9,2397.5,2477.0,67.3
smem_blk,16384,32,16,4,2,128,1,0.8885,0.0321,2080.1,2416.9,2501.3,67.9
smem_blk,16384,32,16,4,2,256,1,0.8953,0.0319,2051.8,2398.5,2480.6,67.4
smem_pad,16384,32,16,4,2,32,1,0.8636,0.0175,2275.4,2486.7,2508.4,69.8
smem_swiz,16384,32,16,4,2,32,1,0.8444,0.0205,2291.4,2543.1,2698.2,71.4
smem_blk_swiz,16384,32,16,4,2,32,1,0.8315,0.0180,2407.2,2582.5,2737.6,72.5
smem_blk_swiz,16384,32,16,4,2,64,1,0.8464,0.0309,2111.4,2537.3,2637.3,71.3
smem_blk_swiz,16384,32,16,4,2,128,1,0.8291,0.0216,2365.1,2590.1,2747.0,72.7
smem_blk_swiz,16384,32,16,4,2,256,1,0.8429,0.0224,2285.1,2547.8,2682.9,71.6
smem_pad_blk,16384,32,16,4,2,32,1,0.8651,0.0138,2334.6,2482.2,2520.0,69.7
smem_pad_blk_vec,16384,32,16,4,2,32,1,0.6804,0.0138,2862.7,3156.4,3221.1,88.6
smem_pad_blk_vec_2x,16384,32,16,4,2,32,1,0.6577,0.0444,2383.8,3264.9,3318.4,91.7
naive,16384,32,8,2,2,32,1,3.3211,0.0663,569.2,646.6,656.8,18.2
blocked,16384,32,8,2,2,32,1,3.1563,0.0572,614.4,680.4,689.8,19.1
blocked,16384,32,8,2,2,64,1,3.3178,0.0475,608.8,647.3,657.3,18.2
blocked,16384,32,8,2,2,128,1,3.1524,0.0570,618.9,681.2,688.3,19.1
blocked,16384,32,8,2,2,256,1,3.3258,0.0511,602.0,645.7,656.5,18.1
smem,16384,32,8,2,2,32,1,0.9528,0.0297,1905.7,2253.8,2287.2,63.3
smem_blk,16384,32,8,2,2,32,1,1.0057,0.0248,1925.6,2135.2,2214.4,60.0
smem_blk,16384,32,8,2,2,64,1,0.9528,0.0177,2126.6,2253.9,2300.7,63.3
smem_blk,16384,32,8,2,2,128,1,0.9983,0.0219,1974.6,2151.2,2225.2,60.4
smem_blk,16384,32,8,2,2,256,1,0.9509,0.0216,2088.0,2258.3,2318.5,63.4
smem_pad,16384,32,8,2,2,32,1,0.9872,4.0257,51.8,2175.4,2238.6,61.1
smem_swiz,16384,32,8,2,2,32,1,0.9607,0.0163,2113.2,2235.2,2296.2,62.8
smem_blk_swiz,16384,32,8,2,2,32,1,0.9992,0.0212,2032.5,2149.2,2236.0,60.4
smem_blk_swiz,16384,32,8,2,2,64,1,0.9594,0.0166,2114.2,2238.3,2295.6,62.9
smem_blk_swiz,16384,32,8,2,2,128,1,0.9977,0.0331,1805.3,2152.5,2228.5,60.5
smem_blk_swiz,16384,32,8,2,2,256,1,0.9595,0.0291,1884.3,2238.2,2302.9,62.9
smem_pad_blk,16384,32,8,2,2,32,1,0.9889,0.0233,2024.7,2171.6,2243.9,61.0
smem_pad_blk_vec,16384,32,8,2,2,32,1,0.8039,0.0141,2511.0,2671.2,2711.6,75.0
smem_pad_blk_vec_2x,16384,32,8,2,2,32,1,0.9166,0.0351,2021.3,2342.9,2436.4,65.8
naive,16384,32,8,4,4,32,1,3.2190,0.0654,632.1,667.1,695.4,18.7
blocked,16384,32,8,4,4,32,1,3.2944,0.0712,592.7,651.9,674.8,18.3
blocked,16384,32,8,4,4,64,1,3.2185,0.0601,621.2,667.2,689.6,18.7
blocked,16384,32,8,4,4,128,1,3.2862,0.0618,606.6,653.5,673.1,18.4
blocked,16384,32,8,4,4,256,1,3.2144,0.0635,618.9,668.1,691.0,18.8
smem,16384,32,8,4,4,32,1,1.0836,0.0326,1605.9,1981.7,2004.6,55.7
smem_blk,16384,32,8,4,4,32,1,1.0636,0.0332,1609.6,2019.0,2074.3,56.7
smem_blk,16384,32,8,4,4,64,1,1.0814,0.0169,1846.9,1985.8,2023.0,55.8
smem_blk,16384,32,8,4,4,128,1,1.0634,0.0309,1650.2,2019.4,2043.0,56.7
smem_blk,16384,32,8,4,4,256,1,1.0821,0.0224,1776.9,1984.6,2029.8,55.7
smem_pad,16384,32,8,4,4,32,1,1.1525,0.0407,1452.6,1863.4,1881.3,52.3
smem_swiz,16384,32,8,4,4,32,1,1.0258,0.0189,1869.5,2093.4,2119.3,58.8
smem_blk_swiz,16384,32,8,4,4,32,1,0.9979,0.0189,1972.2,2152.0,2169.6,60.4
smem_blk_swiz,16384,32,8,4,4,64,1,1.0268,0.0301,1740.8,2091.5,2109.4,58.7
smem_blk_swiz,16384,32,8,4,4,128,1,0.9990,0.0343,1725.1,2149.6,2167.6,60.4
smem_blk_swiz,16384,32,8,4,4,256,1,1.0244,0.0197,1857.9,2096.3,2129.1,58.9
smem_pad_blk,16384,32,8,4,4,32,1,1.1531,0.0170,1733.1,1862.4,1905.4,52.3
smem_pad_blk_vec,16384,32,8,4,4,32,1,0.7106,0.0410,2338.7,3021.9,3186.9,84.9
smem_pad_blk_vec_2x,16384,32,8,4,4,32,1,0.7033,0.0096,2882.2,3053.6,3215.9,85.8
naive,16384,32,32,1,1,32,1,3.0565,0.0518,637.1,702.6,706.9,19.7
blocked,16384,32,32,1,1,32,1,3.0653,0.0628,615.7,700.6,703.4,19.7
blocked,16384,32,32,1,1,64,1,3.0589,0.0608,620.6,702.0,707.7,19.7
blocked,16384,32,32,1,1,128,1,3.0666,0.0614,616.0,700.3,705.1,19.7
blocked,16384,32,32,1,1,256,1,3.0569,0.0594,629.9,702.5,707.3,19.7
smem,16384,32,32,1,1,32,1,1.0813,0.0323,1623.5,1986.0,2006.9,55.8
smem_blk,16384,32,32,1,1,32,1,1.1017,0.0333,1588.6,1949.3,1968.6,54.7
smem_blk,16384,32,32,1,1,64,1,1.0808,0.0233,1752.9,1986.9,2013.2,55.8
smem_blk,16384,32,32,1,1,128,1,1.1008,0.0216,1758.2,1950.9,1967.8,54.8
smem_blk,16384,32,32,1,1,256,1,1.0803,0.0233,1743.5,1987.9,2010.4,55.8
smem_pad,16384,32,32,1,1,32,1,0.8893,0.0236,2111.5,2414.8,2443.8,67.8
smem_swiz,16384,32,32,1,1,32,1,0.8747,0.0252,2189.2,2455.1,2477.5,68.9
smem_blk_swiz,16384,32,32,1,1,32,1,0.8889,0.0227,2174.9,2416.0,2444.8,67.9
smem_blk_swiz,16384,32,32,1,1,64,1,0.8744,0.0338,1946.7,2456.1,2484.7,69.0
smem_blk_swiz,16384,32,32,1,1,128,1,0.8881,0.0246,2093.4,2418.1,2442.0,67.9
smem_blk_swiz,16384,32,32,1,1,256,1,0.8779,0.0219,2250.4,2446.0,2472.3,68.7
smem_pad_blk,16384,32,32,1,1,32,1,0.8876,0.0341,1933.8,2419.4,2443.1,67.9
smem_pad_blk_vec,16384,32,32,1,1,32,1,0.8327,0.0156,2343.8,2578.9,2602.6,72.4
smem_pad_blk_vec_2x,16384,32,32,1,1,32,1,0.8199,0.0136,2454.6,2619.3,2640.0,73.6
naive,16384,32,32,1,2,32,1,3.2609,0.1619,492.2,658.6,739.8,18.5
blocked,16384,32,32,1,2,32,1,3.4175,0.1102,489.2,628.4,647.6,17.6
blocked,16384,32,32,1,2,64,1,3.2432,0.1409,631.9,662.2,745.2,18.6
blocked,16384,32,32,1,2,128,1,3.4159,0.0991,500.7,628.7,646.9,17.7
blocked,16384,32,32,1,2,256,1,3.2301,0.1215,632.0,664.8,737.5,18.7
smem,16384,32,32,1,2,32,1,1.1477,0.0246,1690.9,1871.1,1940.3,52.5
smem_blk,16384,32,32,1,2,32,1,1.1316,0.0310,1636.9,1897.7,1962.3,53.3
smem_blk,16384,32,32,1,2,64,1,1.1478,0.0265,1708.1,1871.0,1938.0,52.5
smem_blk,16384,32,32,1,2,128,1,1.1272,0.0320,1601.6,1905.2,1966.0,53.5
smem_blk,16384,32,32,1,2,256,1,1.1400,0.0298,1664.2,1883.8,1953.5,52.9
smem_pad,16384,32,32,1,2,32,1,0.8873,0.0347,1916.9,2420.3,2448.6,68.0
smem_swiz,16384,32,32,1,2,32,1,0.9297,0.0241,1956.5,2310.0,2342.0,64.9
smem_blk_swiz,16384,32,32,1,2,32,1,0.9148,0.0257,1963.3,2347.5,2367.9,65.9
smem_blk_swiz,16384,32,32,1,2,64,1,0.9341,0.0215,2084.3,2298.9,2322.7,64.6
smem_blk_swiz,16384,32,32,1,2,128,1,0.9138,0.0289,1945.4,2349.9,2371.5,66.0
smem_blk_swiz,16384,32,32,1,2,256,1,0.9304,0.0286,1942.9,2308.2,2330.1,64.8
smem_pad_blk,16384,32,32,1,2,32,1,0.8868,0.0202,2220.3,2421.7,2455.9,68.0
smem_pad_blk_vec,16384,32,32,1,2,32,1,0.7588,0.0110,2706.1,2829.9,2903.1,79.5
smem_pad_blk_vec_2x,16384,32,32,1,2,32,1,0.7257,0.0130,2740.0,2959.2,3064.3,83.1
naive,16384,32,32,2,1,32,1,3.1227,0.1033,523.1,687.7,692.5,19.3
blocked,16384,32,32,2,1,32,1,3.1191,0.0457,640.9,688.5,694.4,19.3
blocked,16384,32,32,2,1,64,1,3.1352,0.0498,633.4,685.0,693.3,19.2
blocked,16384,32,32,2,1,128,1,3.1186,0.0463,638.8,688.6,697.6,19.3
blocked,16384,32,32,2,1,256,1,3.1236,0.0483,633.1,687.5,693.8,19.3
smem,16384,32,32,2,1,32,1,1.1293,0.0286,1646.4,1901.6,1930.9,53.4
smem_blk,16384,32,32,2,1,32,1,1.1446,0.0297,1644.8,1876.1,1906.8,52.7
smem_blk,16384,32,32,2,1,64,1,1.1278,0.0277,1696.3,1904.2,1928.0,53.5
smem_blk,16384,32,32,2,1,128,1,1.1464,0.0312,1562.3,1873.2,1896.5,52.6
smem_blk,16384,32,32,2,1,256,1,1.1254,0.0316,1637.8,1908.2,1935.4,53.6
smem_pad,16384,32,32,2,1,32,1,0.9095,0.0419,1860.4,2361.2,2395.5,66.3
smem_swiz,16384,32,32,2,1,32,1,0.9521,0.0421,1799.3,2255.5,2327.2,63.3
smem_blk_swiz,16384,32,32,2,1,32,1,0.9537,0.0394,1811.5,2251.9,2299.1,63.2
smem_blk_swiz,16384,32,32,2,1,64,1,0.9549,0.0381,1848.5,2248.9,2325.9,63.2
smem_blk_swiz,16384,32,32,2,1,128,1,0.9437,0.0373,1811.0,2275.6,2304.9,63.9
smem_blk_swiz,16384,32,32,2,1,256,1,0.9578,0.0195,2052.5,2242.1,2310.2,63.0
smem_pad_blk,16384,32,32,2,1,32,1,0.9299,0.0252,2050.9,2309.4,2389.5,64.9
smem_pad_blk_vec,16384,32,32,2,1,32,1,0.7390,0.0091,2809.1,2905.9,3029.1,81.6
smem_pad_blk_vec_2x,16384,32,32,2,1,32,1,0.7182,0.0113,2756.4,2990.2,3144.4,84.0
naive,16384,32,32,1,4,32,1,3.0339,0.0312,679.3,707.8,723.9,19.9
blocked,16384,32,32,1,4,32,1,3.1321,0.0283,655.1,685.6,695.9,19.3
blocked,16384,32,32,1,4,64,1,3.0299,0.0317,672.3,708.8,727.3,19.9
blocked,16384,32,32,1,4,128,1,3.1358,0.0151,669.8,684.8,690.0,19.2
blocked,16384,32,32,1,4,256,1,3.0336,0.0330,679.9,707.9,730.2,19.9
smem,16384,32,32,1,4,32,1,1.1293,0.0320,1618.4,1901.6,1970.6,53.4
smem_blk,16384,32,32,1,4,32,1,1.1297,0.0318,1637.4,1901.0,1962.2,53.4
smem_blk,16384,32,32,1,4,64,1,1.1345,0.0306,1650.7,1893.0,1957.7,53.2
smem_blk,16384,32,32,1,4,128,1,1.1339,0.0346,1634.1,1894.0,1991.7,53.2
smem_blk,16384,32,32,1,4,256,1,1.1354,0.0311,1663.4,1891.4,1958.7,53.1
smem_pad,16384,32,32,1,4,32,1,0.8439,0.0223,2337.2,2544.8,2661.3,71.5
smem_swiz,16384,32,32,1,4,32,1,0.8678,0.0271,2163.0,2474.5,2586.8,69.5
smem_blk_swiz,16384,32,32,1,4,32,1,0.8573,0.0231,2228.3,2505.0,2612.9,70.4
smem_blk_swiz,16384,32,32,1,4,64,1,0.8690,0.0221,2183.9,2471.3,2587.4,69.4
smem_blk_swiz,16384,32,32,1,4,128,1,0.8583,0.0260,2192.2,2502.0,2622.8,70.3
smem_blk_swiz,16384,32,32,1,4,256,1,0.8728,0.0270,2243.8,2460.4,2596.2,69.1
smem_pad_blk,16384,32,32,1,4,32,1,0.8464,0.0221,2371.3,2537.3,2695.0,71.3
smem_pad_blk_vec,16384,32,32,1,4,32,1,0.7279,0.0193,2693.9,2950.3,3055.2,82.9
smem_pad_blk_vec_2x,16384,32,32,1,4,32,1,0.7029,0.0326,2720.5,3055.0,3225.0,85.8
naive,16384,32,32,2,2,32,1,3.5789,0.0308,575.5,600.0,608.5,16.9
blocked,16384,32,32,2,2,32,1,3.6212,0.0415,558.5,593.0,601.5,16.7
blocked,16384,32,32,2,2,64,1,3.5782,0.0366,574.2,600.2,613.4,16.9
blocked,16384,32,32,2,2,128,1,3.6207,0.0497,544.2,593.1,599.0,16.7
blocked,16384,32,32,2,2,256,1,3.5750,0.0499,555.0,600.7,614.6,16.9
smem,16384,32,32,2,2,32,1,1.1272,0.0479,1462.7,1905.1,1960.0,53.5
smem_blk,16384,32,32,2,2,32,1,1.1327,0.0476,1468.2,1895.9,1960.2,53.2
smem_blk,16384,32,32,2,2,64,1,1.1229,0.0365,1636.9,1912.4,1968.8,53.7
smem_blk,16384,32,32,2,2,128,1,1.1296,0.0316,1657.0,1901.0,1957.9,53.4
smem_blk,16384,32,32,2,2,256,1,1.1245,0.0317,1656.5,1909.7,1960.2,53.6
