backend,V,nlev,N_e,cell_dist,layout,schedule,run_id,time_ms
cpu,1,256,163840,uniform,V1,je_outer,0,0.052126
cpu,1,256,163840,uniform,V1,je_outer,1,0.035327
cpu,1,256,163840,uniform,V1,je_outer,2,0.038367
cpu,1,256,163840,uniform,V1,je_outer,3,0.128668
cpu,1,256,163840,uniform,V1,je_outer,4,0.034399
cpu,1,256,163840,uniform,V1,je_outer,5,0.034015
cpu,1,256,163840,uniform,V1,je_outer,6,0.035391
cpu,1,256,163840,uniform,V1,je_outer,7,0.035647
cpu,1,256,163840,uniform,V1,je_outer,8,0.048542
cpu,1,256,163840,uniform,V1,je_outer,9,0.036831
cpu,1,256,163840,uniform,V1,je_outer,10,0.036830
cpu,1,256,163840,uniform,V1,je_outer,11,0.077630
cpu,1,256,163840,uniform,V1,je_outer,12,0.035231
cpu,1,256,163840,uniform,V1,je_outer,13,0.032895
cpu,1,256,163840,uniform,V1,je_outer,14,0.033951
cpu,1,256,163840,uniform,V1,je_outer,15,0.034239
cpu,1,256,163840,uniform,V1,je_outer,16,0.034591
cpu,1,256,163840,uniform,V1,je_outer,17,0.035295
cpu,1,256,163840,uniform,V1,je_outer,18,0.035903
cpu,1,256,163840,uniform,V1,je_outer,19,0.258040
cpu,1,256,163840,uniform,V1,je_outer,20,0.036703
cpu,1,256,163840,uniform,V1,je_outer,21,0.033759
cpu,1,256,163840,uniform,V1,je_outer,22,0.084637
cpu,1,256,163840,uniform,V1,je_outer,23,0.033568
cpu,1,256,163840,uniform,V1,je_outer,24,0.051678
cpu,1,256,163840,uniform,V1,je_outer,25,0.032607
cpu,1,256,163840,uniform,V1,je_outer,26,0.036095
cpu,1,256,163840,uniform,V1,je_outer,27,0.039519
cpu,1,256,163840,uniform,V1,je_outer,28,0.034623
cpu,1,256,163840,uniform,V1,je_outer,29,0.036542
cpu,1,256,163840,uniform,V1,je_outer,30,0.034111
cpu,1,256,163840,uniform,V1,je_outer,31,0.036575
cpu,1,256,163840,uniform,V1,je_outer,32,0.035071
cpu,1,256,163840,uniform,V1,je_outer,33,0.049023
cpu,1,256,163840,uniform,V1,je_outer,34,0.034782
