backend,variant,nlev,N_e,N_c,N_v,cell_dist,config_label,TX,TY,BX,BY,run_id,time_ms
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,0,0.212608
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,1,0.207136
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,2,0.206176
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,3,0.205952
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,4,0.206688
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,5,0.206720
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,6,0.207168
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,7,0.207328
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,8,0.207776
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,9,0.206816
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,10,0.207104
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,11,0.207264
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,12,0.206656
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,13,0.206816
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,14,0.206528
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,15,0.207008
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,16,0.206816
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,17,0.206912
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,18,0.207328
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,19,0.206880
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,20,0.209184
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,21,0.210208
gpu,1,256,81920,81920,81920,exact,1x1_256x1,1,1,256,1,22,0.210784
