variant,blocksize,ngms,rhoc_size,nthreads,rep,time_ms
baseline_aos,1,55191,120000,96,0,2.865372
baseline_aos,1,55191,120000,96,1,2.818732
baseline_aos,1,55191,120000,96,2,2.820022
baseline_aos,1,55191,120000,96,3,2.807442
baseline_aos,1,55191,120000,96,4,2.817691
baseline_aos,1,55191,120000,96,5,2.768450
baseline_aos,1,55191,120000,96,6,2.773242
baseline_aos,1,55191,120000,96,7,2.870351
baseline_aos,1,55191,120000,96,8,2.806300
baseline_aos,1,55191,120000,96,9,2.779190
baseline_aos,1,55191,120000,96,10,2.848281
baseline_aos,1,55191,120000,96,11,2.897182
baseline_aos,1,55191,120000,96,12,2.810631
baseline_aos,1,55191,120000,96,13,2.839602
baseline_aos,1,55191,120000,96,14,2.877202
baseline_aos,1,55191,120000,96,15,2.800022
baseline_aos,1,55191,120000,96,16,2.813341
baseline_aos,1,55191,120000,96,17,2.844542
baseline_aos,1,55191,120000,96,18,2.746180
baseline_aos,1,55191,120000,96,19,2.773161
baseline_aos,1,55191,120000,96,20,2.792681
baseline_aos,1,55191,120000,96,21,2.813811
baseline_aos,1,55191,120000,96,22,3.018562
baseline_aos,1,55191,120000,96,23,2.771360
baseline_aos,1,55191,120000,96,24,2.732781
baseline_aos,1,55191,120000,96,25,2.769181
baseline_aos,1,55191,120000,96,26,2.799592
baseline_aos,1,55191,120000,96,27,2.799182
baseline_aos,1,55191,120000,96,28,2.774641
baseline_aos,1,55191,120000,96,29,2.951872
baseline_aos,1,55191,120000,96,30,2.746760
baseline_aos,1,55191,120000,96,31,2.759351
baseline_aos,1,55191,120000,96,32,2.749601
baseline_aos,1,55191,120000,96,33,2.822920
baseline_aos,1,55191,120000,96,34,2.791360
baseline_aos,1,55191,120000,96,35,2.778060
baseline_aos,1,55191,120000,96,36,2.783031
baseline_aos,1,55191,120000,96,37,2.835861
baseline_aos,1,55191,120000,96,38,2.783181
baseline_aos,1,55191,120000,96,39,2.809541
baseline_aos,1,55191,120000,96,40,2.789602
baseline_aos,1,55191,120000,96,41,2.803822
baseline_aos,1,55191,120000,96,42,2.843162
baseline_aos,1,55191,120000,96,43,2.731952
baseline_aos,1,55191,120000,96,44,2.796121
baseline_aos,1,55191,120000,96,45,2.805680
baseline_aos,1,55191,120000,96,46,2.829741
baseline_aos,1,55191,120000,96,47,2.802941
baseline_aos,1,55191,120000,96,48,2.814141
baseline_aos,1,55191,120000,96,49,2.819601
baseline_aos,1,55191,120000,96,50,2.820561
baseline_aos,1,55191,120000,96,51,2.815272
baseline_aos,1,55191,120000,96,52,2.815661
baseline_aos,1,55191,120000,96,53,2.803911
baseline_aos,1,55191,120000,96,54,2.842311
baseline_aos,1,55191,120000,96,55,2.738972
baseline_aos,1,55191,120000,96,56,2.854951
baseline_aos,1,55191,120000,96,57,2.854322
baseline_aos,1,55191,120000,96,58,2.770001
baseline_aos,1,55191,120000,96,59,2.764320
baseline_aos,1,55191,120000,96,60,2.833281
baseline_aos,1,55191,120000,96,61,2.786601
baseline_aos,1,55191,120000,96,62,2.800401
baseline_aos,1,55191,120000,96,63,2.886771
baseline_aos,1,55191,120000,96,64,2.802891
baseline_aos,1,55191,120000,96,65,2.889501
baseline_aos,1,55191,120000,96,66,2.842332
baseline_aos,1,55191,120000,96,67,2.856471
baseline_aos,1,55191,120000,96,68,2.746031
baseline_aos,1,55191,120000,96,69,2.707761
baseline_aos,1,55191,120000,96,70,3.008542
baseline_aos,1,55191,120000,96,71,2.787131
baseline_aos,1,55191,120000,96,72,2.821982
baseline_aos,1,55191,120000,96,73,2.807001
baseline_aos,1,55191,120000,96,74,2.776651
baseline_aos,1,55191,120000,96,75,2.793351
baseline_aos,1,55191,120000,96,76,2.748381
baseline_aos,1,55191,120000,96,77,2.790011
baseline_aos,1,55191,120000,96,78,2.832301
baseline_aos,1,55191,120000,96,79,2.843091
baseline_aos,1,55191,120000,96,80,2.768992
baseline_aos,1,55191,120000,96,81,2.783502
baseline_aos,1,55191,120000,96,82,2.732371
baseline_aos,1,55191,120000,96,83,2.808642
baseline_aos,1,55191,120000,96,84,2.912412
baseline_aos,1,55191,120000,96,85,2.787561
baseline_aos,1,55191,120000,96,86,2.852061
baseline_aos,1,55191,120000,96,87,2.769241
baseline_aos,1,55191,120000,96,88,2.808051
baseline_aos,1,55191,120000,96,89,2.836101
baseline_aos,1,55191,120000,96,90,2.788871
baseline_aos,1,55191,120000,96,91,2.827431
baseline_aos,1,55191,120000,96,92,2.807151
baseline_aos,1,55191,120000,96,93,2.857441
baseline_aos,1,55191,120000,96,94,2.806042
baseline_aos,1,55191,120000,96,95,2.823311
baseline_aos,1,55191,120000,96,96,2.846151
baseline_aos,1,55191,120000,96,97,2.785742
baseline_aos,1,55191,120000,96,98,2.753251
baseline_aos,1,55191,120000,96,99,2.844511
eigts_t_aos,1,55191,120000,96,0,2.873671
eigts_t_aos,1,55191,120000,96,1,2.807491
eigts_t_aos,1,55191,120000,96,2,2.915551
eigts_t_aos,1,55191,120000,96,3,2.812011
eigts_t_aos,1,55191,120000,96,4,2.821460
eigts_t_aos,1,55191,120000,96,5,2.821021
eigts_t_aos,1,55191,120000,96,6,3.354074
eigts_t_aos,1,55191,120000,96,7,2.822372
eigts_t_aos,1,55191,120000,96,8,3.125483
eigts_t_aos,1,55191,120000,96,9,2.870902
eigts_t_aos,1,55191,120000,96,10,4.027017
eigts_t_aos,1,55191,120000,96,11,2.844681
eigts_t_aos,1,55191,120000,96,12,2.818561
eigts_t_aos,1,55191,120000,96,13,2.903032
eigts_t_aos,1,55191,120000,96,14,2.842191
eigts_t_aos,1,55191,120000,96,15,2.862731
eigts_t_aos,1,55191,120000,96,16,2.832281
eigts_t_aos,1,55191,120000,96,17,3.049342
eigts_t_aos,1,55191,120000,96,18,2.788601
eigts_t_aos,1,55191,120000,96,19,2.805350
eigts_t_aos,1,55191,120000,96,20,2.859140
eigts_t_aos,1,55191,120000,96,21,2.814661
eigts_t_aos,1,55191,120000,96,22,2.752422
eigts_t_aos,1,55191,120000,96,23,2.783051
eigts_t_aos,1,55191,120000,96,24,2.782391
eigts_t_aos,1,55191,120000,96,25,2.889162
eigts_t_aos,1,55191,120000,96,26,2.811902
eigts_t_aos,1,55191,120000,96,27,2.784751
eigts_t_aos,1,55191,120000,96,28,3.014532
eigts_t_aos,1,55191,120000,96,29,2.832441
eigts_t_aos,1,55191,120000,96,30,2.816891
eigts_t_aos,1,55191,120000,96,31,2.817470
eigts_t_aos,1,55191,120000,96,32,2.781081
eigts_t_aos,1,55191,120000,96,33,3.226963
eigts_t_aos,1,55191,120000,96,34,2.817050
eigts_t_aos,1,55191,120000,96,35,2.785401
eigts_t_aos,1,55191,120000,96,36,2.914682
eigts_t_aos,1,55191,120000,96,37,3.372584
eigts_t_aos,1,55191,120000,96,38,2.809442
eigts_t_aos,1,55191,120000,96,39,2.826552
eigts_t_aos,1,55191,120000,96,40,2.821902
eigts_t_aos,1,55191,120000,96,41,2.824922
eigts_t_aos,1,55191,120000,96,42,2.821681
eigts_t_aos,1,55191,120000,96,43,2.836762
eigts_t_aos,1,55191,120000,96,44,2.832011
eigts_t_aos,1,55191,120000,96,45,2.905711
eigts_t_aos,1,55191,120000,96,46,2.821751
eigts_t_aos,1,55191,120000,96,47,2.810801
eigts_t_aos,1,55191,120000,96,48,2.822082
eigts_t_aos,1,55191,120000,96,49,2.818431
eigts_t_aos,1,55191,120000,96,50,2.849961
