backend,V,nlev,N_e,cell_dist,layout,schedule,run_id,time_ms
cpu,1,256,163840,uniform,V1,jk_outer,0,11.144954
cpu,1,256,163840,uniform,V1,jk_outer,1,11.504416
cpu,1,256,163840,uniform,V1,jk_outer,2,11.514136
cpu,1,256,163840,uniform,V1,jk_outer,3,11.254294
cpu,1,256,163840,uniform,V1,jk_outer,4,11.620216
cpu,1,256,163840,uniform,V1,jk_outer,5,11.455566
cpu,1,256,163840,uniform,V1,jk_outer,6,11.495986
cpu,1,256,163840,uniform,V1,jk_outer,7,11.372505
cpu,1,256,163840,uniform,V1,jk_outer,8,11.334585
cpu,1,256,163840,uniform,V1,jk_outer,9,10.857912
cpu,1,256,163840,uniform,V1,jk_outer,10,10.897332
cpu,1,256,163840,uniform,V1,jk_outer,11,11.002023
cpu,1,256,163840,uniform,V1,jk_outer,12,11.062603
cpu,1,256,163840,uniform,V1,jk_outer,13,11.232434
cpu,1,256,163840,uniform,V1,jk_outer,14,11.250894
cpu,1,256,163840,uniform,V1,jk_outer,15,11.339585
cpu,1,256,163840,uniform,V1,jk_outer,16,11.384045
cpu,1,256,163840,uniform,V1,jk_outer,17,11.364625
cpu,1,256,163840,uniform,V1,jk_outer,18,11.499936
cpu,1,256,163840,uniform,V1,jk_outer,19,11.483296
cpu,1,256,163840,uniform,V1,jk_outer,20,11.459605
cpu,1,256,163840,uniform,V1,jk_outer,21,11.486876
cpu,1,256,163840,uniform,V1,jk_outer,22,11.468906
cpu,1,256,163840,uniform,V1,jk_outer,23,11.483165
cpu,1,256,163840,uniform,V1,jk_outer,24,11.477366
cpu,1,256,163840,uniform,V1,jk_outer,25,11.458216
cpu,1,256,163840,uniform,V1,jk_outer,26,11.500536
cpu,1,256,163840,uniform,V1,jk_outer,27,11.455966
cpu,1,256,163840,uniform,V1,jk_outer,28,11.475835
cpu,1,256,163840,uniform,V1,jk_outer,29,11.444906
cpu,1,256,163840,uniform,V1,jk_outer,30,11.468996
cpu,1,256,163840,uniform,V1,jk_outer,31,11.454255
cpu,1,256,163840,uniform,V1,jk_outer,32,11.464436
cpu,1,256,163840,uniform,V1,jk_outer,33,11.484626
cpu,1,256,163840,uniform,V1,jk_outer,34,11.438306
cpu,1,256,163840,uniform,V1,jk_outer,35,11.470515
cpu,1,256,163840,uniform,V1,jk_outer,36,11.460215
cpu,1,256,163840,uniform,V1,jk_outer,37,11.469566
cpu,1,256,163840,uniform,V1,jk_outer,38,11.463756
cpu,1,256,163840,uniform,V1,jk_outer,39,11.463286
cpu,1,256,163840,uniform,V1,jk_outer,40,11.510096
cpu,1,256,163840,uniform,V1,jk_outer,41,11.476815
cpu,1,256,163840,uniform,V1,jk_outer,42,11.446376
cpu,1,256,163840,uniform,V1,jk_outer,43,11.464886
cpu,1,256,163840,uniform,V1,jk_outer,44,11.442256
cpu,1,256,163840,uniform,V1,jk_outer,45,11.470385
cpu,1,256,163840,uniform,V1,jk_outer,46,11.453586
cpu,1,256,163840,uniform,V1,jk_outer,47,11.452235
cpu,1,256,163840,uniform,V1,jk_outer,48,11.482376
cpu,1,256,163840,uniform,V1,jk_outer,49,11.468305
cpu,1,256,163840,uniform,V1,jk_outer,50,11.462666
cpu,1,256,163840,uniform,V1,jk_outer,51,11.464406
cpu,1,256,163840,uniform,V1,jk_outer,52,11.451417
cpu,1,256,163840,uniform,V1,jk_outer,53,11.481585
cpu,1,256,163840,uniform,V1,jk_outer,54,11.478195
cpu,1,256,163840,uniform,V1,jk_outer,55,11.476095
cpu,1,256,163840,uniform,V1,jk_outer,56,11.470397
cpu,1,256,163840,uniform,V1,jk_outer,57,11.490526
cpu,1,256,163840,uniform,V1,jk_outer,58,11.474315
cpu,1,256,163840,uniform,V1,jk_outer,59,11.454476
cpu,1,256,163840,uniform,V1,jk_outer,60,11.554937
cpu,1,256,163840,uniform,V1,jk_outer,61,11.482296
cpu,1,256,163840,uniform,V1,jk_outer,62,11.490165
cpu,1,256,163840,uniform,V1,jk_outer,63,11.503076
cpu,1,256,163840,uniform,V1,jk_outer,64,11.459147
cpu,1,256,163840,uniform,V1,jk_outer,65,11.487326
cpu,1,256,163840,uniform,V1,jk_outer,66,11.462506
cpu,1,256,163840,uniform,V1,jk_outer,67,11.465946
cpu,1,256,163840,uniform,V1,jk_outer,68,11.478356
cpu,1,256,163840,uniform,V1,jk_outer,69,11.451915
cpu,1,256,163840,uniform,V1,jk_outer,70,11.497986
cpu,1,256,163840,uniform,V1,jk_outer,71,11.478016
cpu,1,256,163840,uniform,V1,jk_outer,72,11.497236
cpu,1,256,163840,uniform,V1,jk_outer,73,11.495285
cpu,1,256,163840,uniform,V1,jk_outer,74,11.458536
cpu,1,256,163840,uniform,V1,jk_outer,75,11.480756
cpu,1,256,163840,uniform,V1,jk_outer,76,11.472536
cpu,1,256,163840,uniform,V1,jk_outer,77,11.500065
cpu,1,256,163840,uniform,V1,jk_outer,78,11.454716
cpu,1,256,163840,uniform,V1,jk_outer,79,11.465966
cpu,1,256,163840,uniform,V1,jk_outer,80,11.473415
cpu,1,256,163840,uniform,V1,jk_outer,81,11.459656
cpu,1,256,163840,uniform,V1,jk_outer,82,11.466266
cpu,1,256,163840,uniform,V1,jk_outer,83,11.480986
cpu,1,256,163840,uniform,V1,jk_outer,84,11.464416
cpu,1,256,163840,uniform,V1,jk_outer,85,11.456666
cpu,1,256,163840,uniform,V1,jk_outer,86,11.467355
cpu,1,256,163840,uniform,V1,jk_outer,87,11.432676
cpu,1,256,163840,uniform,V1,jk_outer,88,11.456396
cpu,1,256,163840,uniform,V1,jk_outer,89,11.496846
cpu,1,256,163840,uniform,V1,jk_outer,90,11.465956
cpu,1,256,163840,uniform,V1,jk_outer,91,11.471806
cpu,1,256,163840,uniform,V1,jk_outer,92,11.492986
cpu,1,256,163840,uniform,V1,jk_outer,93,11.445656
cpu,1,256,163840,uniform,V1,jk_outer,94,11.462006
cpu,1,256,163840,uniform,V1,jk_outer,95,11.445075
cpu,1,256,163840,uniform,V1,jk_outer,96,11.511796
cpu,1,256,163840,uniform,V1,jk_outer,97,11.442316
