variant,tblock,coarsen,rep,time_ms
gpu_baseline_aos_u,32,1,56,0.725472
gpu_baseline_aos_u,32,1,57,0.723520
gpu_baseline_aos_u,32,1,58,0.722624
gpu_baseline_aos_u,32,1,59,0.727328
gpu_baseline_aos_u,32,1,60,0.725856
gpu_baseline_aos_u,32,1,61,0.724576
gpu_baseline_aos_u,32,1,62,0.725664
gpu_baseline_aos_u,32,1,63,0.724992
gpu_baseline_aos_u,32,1,64,0.723936
gpu_baseline_aos_u,32,1,65,0.724192
gpu_baseline_aos_u,32,1,66,0.725952
gpu_baseline_aos_u,32,1,67,0.723520
gpu_baseline_aos_u,32,1,68,0.726080
gpu_baseline_aos_u,32,1,69,0.723872
gpu_baseline_aos_u,32,1,70,0.722560
gpu_baseline_aos_u,32,1,71,0.725376
gpu_baseline_aos_u,32,1,72,0.726144
gpu_baseline_aos_u,32,1,73,0.723872
gpu_baseline_aos_u,32,1,74,0.726592
gpu_baseline_aos_u,32,1,75,0.726016
gpu_baseline_aos_u,32,1,76,0.723616
gpu_baseline_aos_u,32,1,77,0.724000
gpu_baseline_aos_u,32,1,78,0.724448
gpu_baseline_aos_u,32,1,79,0.722560
gpu_baseline_aos_u,32,1,80,0.724576
gpu_baseline_aos_u,32,1,81,0.729280
gpu_baseline_aos_u,32,1,82,0.728960
gpu_baseline_aos_u,32,1,83,0.725696
gpu_baseline_aos_u,32,1,84,0.724416
gpu_baseline_aos_u,32,1,85,0.725216
gpu_baseline_aos_u,32,1,86,0.729280
gpu_baseline_aos_u,32,1,87,0.723424
gpu_baseline_aos_u,32,1,88,0.724288
gpu_baseline_aos_u,32,1,89,0.729344
gpu_baseline_aos_u,32,1,90,0.725088
gpu_baseline_aos_u,32,1,91,0.725632
gpu_baseline_aos_u,32,1,92,0.725248
gpu_baseline_aos_u,32,1,93,0.725088
gpu_baseline_aos_u,32,1,94,0.728384
gpu_baseline_aos_u,32,1,95,0.723360
gpu_baseline_aos_u,32,1,96,0.727552
gpu_baseline_aos_u,32,1,97,0.726496
gpu_baseline_aos_u,32,1,98,0.725984
gpu_baseline_aos_u,32,1,99,0.726272
gpu_eigts_t_aos,32,1,0,0.716224
gpu_eigts_t_aos,32,1,1,0.715200
gpu_eigts_t_aos,32,1,2,0.713408
gpu_eigts_t_aos,32,1,3,0.716736
gpu_eigts_t_aos,32,1,4,0.717856
gpu_eigts_t_aos,32,1,5,0.716256
gpu_eigts_t_aos,32,1,6,0.712672
gpu_eigts_t_aos,32,1,7,0.711040
gpu_eigts_t_aos,32,1,8,0.714720
gpu_eigts_t_aos,32,1,9,0.715904
gpu_eigts_t_aos,32,1,10,0.715552
gpu_eigts_t_aos,32,1,11,0.712704
gpu_eigts_t_aos,32,1,12,0.717024
gpu_eigts_t_aos,32,1,13,0.714336
gpu_eigts_t_aos,32,1,14,0.714688
gpu_eigts_t_aos,32,1,15,0.714304
gpu_eigts_t_aos,32,1,16,0.711200
gpu_eigts_t_aos,32,1,17,0.715808
gpu_eigts_t_aos,32,1,18,0.713088
gpu_eigts_t_aos,32,1,19,0.714752
gpu_eigts_t_aos,32,1,20,0.713536
gpu_eigts_t_aos,32,1,21,0.714848
gpu_eigts_t_aos,32,1,22,0.714624
gpu_eigts_t_aos,32,1,23,0.713216
gpu_eigts_t_aos,32,1,24,0.714848
gpu_eigts_t_aos,32,1,25,0.715296
gpu_eigts_t_aos,32,1,26,0.714336
gpu_eigts_t_aos,32,1,27,0.716960
gpu_eigts_t_aos,32,1,28,0.710944
gpu_eigts_t_aos,32,1,29,0.714080
gpu_eigts_t_aos,32,1,30,0.713312
gpu_eigts_t_aos,32,1,31,0.717216
gpu_eigts_t_aos,32,1,32,0.717984
gpu_eigts_t_aos,32,1,33,0.713056
gpu_eigts_t_aos,32,1,34,0.714112
gpu_eigts_t_aos,32,1,35,0.713536
gpu_eigts_t_aos,32,1,36,0.711360
gpu_eigts_t_aos,32,1,37,0.715776
gpu_eigts_t_aos,32,1,38,0.714784
gpu_eigts_t_aos,32,1,39,0.712672
gpu_eigts_t_aos,32,1,40,0.713312
gpu_eigts_t_aos,32,1,41,0.714592
gpu_eigts_t_aos,32,1,42,0.714880
gpu_eigts_t_aos,32,1,43,0.714208
gpu_eigts_t_aos,32,1,44,0.717600
gpu_eigts_t_aos,32,1,45,0.716608
gpu_eigts_t_aos,32,1,46,0.713920
gpu_eigts_t_aos,32,1,47,0.713984
gpu_eigts_t_aos,32,1,48,0.713760
gpu_eigts_t_aos,32,1,49,0.714560
gpu_eigts_t_aos,32,1,50,0.715488
gpu_eigts_t_aos,32,1,51,0.712736
gpu_eigts_t_aos,32,1,52,0.716064
gpu_eigts_t_aos,32,1,53,0.719072
gpu_eigts_t_aos,32,1,54,0.712672
gpu_eigts_t_aos,32,1,55,0.712992
gpu_eigts_t_aos,32,1,56,0.712256
gpu_eigts_t_aos,32,1,57,0.713120
gpu_eigts_t_aos,32,1,58,0.712512
gpu_eigts_t_aos,32,1,59,0.712608
gpu_eigts_t_aos,32,1,60,0.717504
gpu_eigts_t_aos,32,1,61,0.715104
gpu_eigts_t_aos,32,1,62,0.712736
gpu_eigts_t_aos,32,1,63,0.717920
gpu_eigts_t_aos,32,1,64,0.713952
gpu_eigts_t_aos,32,1,65,0.715040
gpu_eigts_t_aos,32,1,66,0.712544
gpu_eigts_t_aos,32,1,67,0.712736
gpu_eigts_t_aos,32,1,68,0.712704
gpu_eigts_t_aos,32,1,69,0.711936
gpu_eigts_t_aos,32,1,70,0.712064
gpu_eigts_t_aos,32,1,71,0.713920
gpu_eigts_t_aos,32,1,72,0.715360
gpu_eigts_t_aos,32,1,73,0.714080
gpu_eigts_t_aos,32,1,74,0.716096
gpu_eigts_t_aos,32,1,75,0.712640
gpu_eigts_t_aos,32,1,76,0.712544
gpu_eigts_t_aos,32,1,77,0.713344
gpu_eigts_t_aos,32,1,78,0.714208
gpu_eigts_t_aos,32,1,79,0.714944
gpu_eigts_t_aos,32,1,80,0.716064
gpu_eigts_t_aos,32,1,81,0.712096
gpu_eigts_t_aos,32,1,82,0.712960
gpu_eigts_t_aos,32,1,83,0.713216
gpu_eigts_t_aos,32,1,84,0.712800
gpu_eigts_t_aos,32,1,85,0.716896
gpu_eigts_t_aos,32,1,86,0.712288
gpu_eigts_t_aos,32,1,87,0.714432
gpu_eigts_t_aos,32,1,88,0.713536
gpu_eigts_t_aos,32,1,89,0.712896
gpu_eigts_t_aos,32,1,90,0.714976
gpu_eigts_t_aos,32,1,91,0.716640
gpu_eigts_t_aos,32,1,92,0.713472
gpu_eigts_t_aos,32,1,93,0.717824
gpu_eigts_t_aos,32,1,94,0.712928
gpu_eigts_t_aos,32,1,95,0.714176
gpu_eigts_t_aos,32,1,96,0.715168
gpu_eigts_t_aos,32,1,97,0.715040
gpu_eigts_t_aos,32,1,98,0.713216
gpu_eigts_t_aos,32,1,99,0.718304
gpu_eigts_t_aos_u,32,1,0,0.716960
gpu_eigts_t_aos_u,32,1,1,0.716128
gpu_eigts_t_aos_u,32,1,2,0.713888
gpu_eigts_t_aos_u,32,1,3,0.717760
gpu_eigts_t_aos_u,32,1,4,0.714464
gpu_eigts_t_aos_u,32,1,5,0.714784
gpu_eigts_t_aos_u,32,1,6,0.712736
gpu_eigts_t_aos_u,32,1,7,0.715488
gpu_eigts_t_aos_u,32,1,8,0.718144
gpu_eigts_t_aos_u,32,1,9,0.714784
gpu_eigts_t_aos_u,32,1,10,0.715392
gpu_eigts_t_aos_u,32,1,11,0.711072
gpu_eigts_t_aos_u,32,1,12,0.719264
gpu_eigts_t_aos_u,32,1,13,0.715552
gpu_eigts_t_aos_u,32,1,14,0.712960
gpu_eigts_t_aos_u,32,1,15,0.713472
gpu_eigts_t_aos_u,32,1,16,0.714272
gpu_eigts_t_aos_u,32,1,17,0.712800
gpu_eigts_t_aos_u,32,1,18,0.713792
gpu_eigts_t_aos_u,32,1,19,0.713664
gpu_eigts_t_aos_u,32,1,20,0.717984
gpu_eigts_t_aos_u,32,1,21,0.719136
gpu_eigts_t_aos_u,32,1,22,0.713856
gpu_eigts_t_aos_u,32,1,23,0.710976
gpu_eigts_t_aos_u,32,1,24,0.717248
gpu_eigts_t_aos_u,32,1,25,0.713952
gpu_eigts_t_aos_u,32,1,26,0.711296
gpu_eigts_t_aos_u,32,1,27,0.711008
gpu_eigts_t_aos_u,32,1,28,0.716576
gpu_eigts_t_aos_u,32,1,29,0.713280
gpu_eigts_t_aos_u,32,1,30,0.712640
gpu_eigts_t_aos_u,32,1,31,0.715584
gpu_eigts_t_aos_u,32,1,32,0.714272
gpu_eigts_t_aos_u,32,1,33,0.712960
gpu_eigts_t_aos_u,32,1,34,0.716160
gpu_eigts_t_aos_u,32,1,35,0.712544
gpu_eigts_t_aos_u,32,1,36,0.712192
gpu_eigts_t_aos_u,32,1,37,0.714272
gpu_eigts_t_aos_u,32,1,38,0.715392
gpu_eigts_t_aos_u,32,1,39,0.713056
gpu_eigts_t_aos_u,32,1,40,0.713600
gpu_eigts_t_aos_u,32,1,41,0.715328
gpu_eigts_t_aos_u,32,1,42,0.712512
gpu_eigts_t_aos_u,32,1,43,0.714912
gpu_eigts_t_aos_u,32,1,44,0.715200
gpu_eigts_t_aos_u,32,1,45,0.714336
gpu_eigts_t_aos_u,32,1,46,0.714464
gpu_eigts_t_aos_u,32,1,47,0.713504
gpu_eigts_t_aos_u,32,1,48,0.713120
gpu_eigts_t_aos_u,32,1,49,0.714336
gpu_eigts_t_aos_u,32,1,50,0.714528
gpu_eigts_t_aos_u,32,1,51,0.713888
gpu_eigts_t_aos_u,32,1,52,0.715264
gpu_eigts_t_aos_u,32,1,53,0.712896
gpu_eigts_t_aos_u,32,1,54,0.711776
gpu_eigts_t_aos_u,32,1,55,0.712896
gpu_eigts_t_aos_u,32,1,56,0.714464
gpu_eigts_t_aos_u,32,1,57,0.712256
gpu_eigts_t_aos_u,32,1,58,0.712928
gpu_eigts_t_aos_u,32,1,59,0.712736
gpu_eigts_t_aos_u,32,1,60,0.714080
gpu_eigts_t_aos_u,32,1,61,0.714976
gpu_eigts_t_aos_u,32,1,62,0.713600
gpu_eigts_t_aos_u,32,1,63,0.711456
gpu_eigts_t_aos_u,32,1,64,0.716512
gpu_eigts_t_aos_u,32,1,65,0.712448
gpu_eigts_t_aos_u,32,1,66,0.712640
gpu_eigts_t_aos_u,32,1,67,0.715456
gpu_eigts_t_aos_u,32,1,68,0.717248
gpu_eigts_t_aos_u,32,1,69,0.715008
gpu_eigts_t_aos_u,32,1,70,0.710592
gpu_eigts_t_aos_u,32,1,71,0.714624
gpu_eigts_t_aos_u,32,1,72,0.717472
gpu_eigts_t_aos_u,32,1,73,0.713824
gpu_eigts_t_aos_u,32,1,74,0.714816
gpu_eigts_t_aos_u,32,1,75,0.714720
gpu_eigts_t_aos_u,32,1,76,0.716320
gpu_eigts_t_aos_u,32,1,77,0.714112
gpu_eigts_t_aos_u,32,1,78,0.715680
gpu_eigts_t_aos_u,32,1,79,0.713824
gpu_eigts_t_aos_u,32,1,80,0.714560
gpu_eigts_t_aos_u,32,1,81,0.715104
gpu_eigts_t_aos_u,32,1,82,0.712288
gpu_eigts_t_aos_u,32,1,83,0.712448
gpu_eigts_t_aos_u,32,1,84,0.715296
gpu_eigts_t_aos_u,32,1,85,0.714272
gpu_eigts_t_aos_u,32,1,86,0.713984
gpu_eigts_t_aos_u,32,1,87,0.719200
gpu_eigts_t_aos_u,32,1,88,0.713856
gpu_eigts_t_aos_u,32,1,89,0.714656
gpu_eigts_t_aos_u,32,1,90,0.713024
gpu_eigts_t_aos_u,32,1,91,0.711104
gpu_eigts_t_aos_u,32,1,92,0.712960
gpu_eigts_t_aos_u,32,1,93,0.717056
gpu_eigts_t_aos_u,32,1,94,0.712064
gpu_eigts_t_aos_u,32,1,95,0.713792
gpu_eigts_t_aos_u,32,1,96,0.713216
gpu_eigts_t_aos_u,32,1,97,0.715424
gpu_eigts_t_aos_u,32,1,98,0.715104
gpu_eigts_t_aos_u,32,1,99,0.715488
gpu_shared_bec_aos,32,1,0,0.683840
gpu_shared_bec_aos,32,1,1,0.684800
gpu_shared_bec_aos,32,1,2,0.684160
gpu_shared_bec_aos,32,1,3,0.687008
gpu_shared_bec_aos,32,1,4,0.685504
gpu_shared_bec_aos,32,1,5,0.680480
gpu_shared_bec_aos,32,1,6,0.683808
gpu_shared_bec_aos,32,1,7,0.681024
gpu_shared_bec_aos,32,1,8,0.681824
gpu_shared_bec_aos,32,1,9,0.681504
gpu_shared_bec_aos,32,1,10,0.681984
gpu_shared_bec_aos,32,1,11,0.680480
gpu_shared_bec_aos,32,1,12,0.682464
gpu_shared_bec_aos,32,1,13,0.685504
gpu_shared_bec_aos,32,1,14,0.683392
gpu_shared_bec_aos,32,1,15,0.686112
gpu_shared_bec_aos,32,1,16,0.683712
gpu_shared_bec_aos,32,1,17,0.682048
gpu_shared_bec_aos,32,1,18,0.682592
gpu_shared_bec_aos,32,1,19,0.680192
gpu_shared_bec_aos,32,1,20,0.681312
gpu_shared_bec_aos,32,1,21,0.685472
gpu_shared_bec_aos,32,1,22,0.680704
gpu_shared_bec_aos,32,1,23,0.682688
gpu_shared_bec_aos,32,1,24,0.682240
gpu_shared_bec_aos,32,1,25,0.686080
gpu_shared_bec_aos,32,1,26,0.681824
gpu_shared_bec_aos,32,1,27,0.683360
gpu_shared_bec_aos,32,1,28,0.681728
gpu_shared_bec_aos,32,1,29,0.684032
gpu_shared_bec_aos,32,1,30,0.686880
gpu_shared_bec_aos,32,1,31,0.681824
gpu_shared_bec_aos,32,1,32,0.679168
gpu_shared_bec_aos,32,1,33,0.682752
gpu_shared_bec_aos,32,1,34,0.682112
gpu_shared_bec_aos,32,1,35,0.679264
gpu_shared_bec_aos,32,1,36,0.682400
gpu_shared_bec_aos,32,1,37,0.682752
gpu_shared_bec_aos,32,1,38,0.685216
gpu_shared_bec_aos,32,1,39,0.680992
gpu_shared_bec_aos,32,1,40,0.680960
gpu_shared_bec_aos,32,1,41,0.680992
gpu_shared_bec_aos,32,1,42,0.685728
gpu_shared_bec_aos,32,1,43,0.684640
gpu_shared_bec_aos,32,1,44,0.683712
gpu_shared_bec_aos,32,1,45,0.684576
gpu_shared_bec_aos,32,1,46,0.684448
gpu_shared_bec_aos,32,1,47,0.685856
gpu_shared_bec_aos,32,1,48,0.684224
gpu_shared_bec_aos,32,1,49,0.681440
gpu_shared_bec_aos,32,1,50,0.681664
gpu_shared_bec_aos,32,1,51,0.683072
gpu_shared_bec_aos,32,1,52,0.683392
gpu_shared_bec_aos,32,1,53,0.680288
gpu_shared_bec_aos,32,1,54,0.684000
gpu_shared_bec_aos,32,1,55,0.683552
gpu_shared_bec_aos,32,1,56,0.684192
gpu_shared_bec_aos,32,1,57,0.682400
gpu_shared_bec_aos,32,1,58,0.683424
gpu_shared_bec_aos,32,1,59,0.683040
gpu_shared_bec_aos,32,1,60,0.683872
gpu_shared_bec_aos,32,1,61,0.682400
gpu_shared_bec_aos,32,1,62,0.685408
gpu_shared_bec_aos,32,1,63,0.684736
gpu_shared_bec_aos,32,1,64,0.678752
gpu_shared_bec_aos,32,1,65,0.681984
gpu_shared_bec_aos,32,1,66,0.683520
gpu_shared_bec_aos,32,1,67,0.683840
gpu_shared_bec_aos,32,1,68,0.681696
gpu_shared_bec_aos,32,1,69,0.681024
gpu_shared_bec_aos,32,1,70,0.683584
gpu_shared_bec_aos,32,1,71,0.686304
gpu_shared_bec_aos,32,1,72,0.682848
gpu_shared_bec_aos,32,1,73,0.684640
gpu_shared_bec_aos,32,1,74,0.683232
gpu_shared_bec_aos,32,1,75,0.682976
gpu_shared_bec_aos,32,1,76,0.683872
gpu_shared_bec_aos,32,1,77,0.682400
gpu_shared_bec_aos,32,1,78,0.682432
gpu_shared_bec_aos,32,1,79,0.682080
gpu_shared_bec_aos,32,1,80,0.682720
gpu_shared_bec_aos,32,1,81,0.683744
gpu_shared_bec_aos,32,1,82,0.681472
gpu_shared_bec_aos,32,1,83,0.680832
gpu_shared_bec_aos,32,1,84,0.681088
gpu_shared_bec_aos,32,1,85,0.682240
gpu_shared_bec_aos,32,1,86,0.680320
gpu_shared_bec_aos,32,1,87,0.682752
gpu_shared_bec_aos,32,1,88,0.684320
gpu_shared_bec_aos,32,1,89,0.683776
gpu_shared_bec_aos,32,1,90,0.683136
gpu_shared_bec_aos,32,1,91,0.682944
gpu_shared_bec_aos,32,1,92,0.685600
gpu_shared_bec_aos,32,1,93,0.681440
gpu_shared_bec_aos,32,1,94,0.682688
gpu_shared_bec_aos,32,1,95,0.683424
gpu_shared_bec_aos,32,1,96,0.683136
gpu_shared_bec_aos,32,1,97,0.682720
gpu_shared_bec_aos,32,1,98,0.685472
gpu_shared_bec_aos,32,1,99,0.682144
gpu_shared_bec_aos_u,32,1,0,0.684224
gpu_shared_bec_aos_u,32,1,1,0.684352
gpu_shared_bec_aos_u,32,1,2,0.685120
gpu_shared_bec_aos_u,32,1,3,0.683328
gpu_shared_bec_aos_u,32,1,4,0.685056
gpu_shared_bec_aos_u,32,1,5,0.681472
gpu_shared_bec_aos_u,32,1,6,0.682688
gpu_shared_bec_aos_u,32,1,7,0.683008
gpu_shared_bec_aos_u,32,1,8,0.683360
gpu_shared_bec_aos_u,32,1,9,0.679936
gpu_shared_bec_aos_u,32,1,10,0.683328
gpu_shared_bec_aos_u,32,1,11,0.681184
gpu_shared_bec_aos_u,32,1,12,0.682560
gpu_shared_bec_aos_u,32,1,13,0.683968
gpu_shared_bec_aos_u,32,1,14,0.686496
gpu_shared_bec_aos_u,32,1,15,0.680640
gpu_shared_bec_aos_u,32,1,16,0.680896
gpu_shared_bec_aos_u,32,1,17,0.684832
gpu_shared_bec_aos_u,32,1,18,0.684512
gpu_shared_bec_aos_u,32,1,19,0.683424
gpu_shared_bec_aos_u,32,1,20,0.684032
gpu_shared_bec_aos_u,32,1,21,0.681024
gpu_shared_bec_aos_u,32,1,22,0.685664
gpu_shared_bec_aos_u,32,1,23,0.680288
gpu_shared_bec_aos_u,32,1,24,0.683200
gpu_shared_bec_aos_u,32,1,25,0.679680
gpu_shared_bec_aos_u,32,1,26,0.687872
gpu_shared_bec_aos_u,32,1,27,0.681088
gpu_shared_bec_aos_u,32,1,28,0.683424
gpu_shared_bec_aos_u,32,1,29,0.683936
gpu_shared_bec_aos_u,32,1,30,0.682880
gpu_shared_bec_aos_u,32,1,31,0.681472
gpu_shared_bec_aos_u,32,1,32,0.680800
gpu_shared_bec_aos_u,32,1,33,0.681504
gpu_shared_bec_aos_u,32,1,34,0.685984
gpu_shared_bec_aos_u,32,1,35,0.682048
gpu_shared_bec_aos_u,32,1,36,0.682784
gpu_shared_bec_aos_u,32,1,37,0.684960
gpu_shared_bec_aos_u,32,1,38,0.684512
gpu_shared_bec_aos_u,32,1,39,0.682656
gpu_shared_bec_aos_u,32,1,40,0.682176
gpu_shared_bec_aos_u,32,1,41,0.682560
gpu_shared_bec_aos_u,32,1,42,0.681376
gpu_shared_bec_aos_u,32,1,43,0.680896
gpu_shared_bec_aos_u,32,1,44,0.681728
gpu_shared_bec_aos_u,32,1,45,0.680032
gpu_shared_bec_aos_u,32,1,46,0.681728
gpu_shared_bec_aos_u,32,1,47,0.685152
gpu_shared_bec_aos_u,32,1,48,0.683872
gpu_shared_bec_aos_u,32,1,49,0.685696
gpu_shared_bec_aos_u,32,1,50,0.683840
gpu_shared_bec_aos_u,32,1,51,0.682208
gpu_shared_bec_aos_u,32,1,52,0.683904
gpu_shared_bec_aos_u,32,1,53,0.682464
gpu_shared_bec_aos_u,32,1,54,0.686208
gpu_shared_bec_aos_u,32,1,55,0.683328
gpu_shared_bec_aos_u,32,1,56,0.682464
gpu_shared_bec_aos_u,32,1,57,0.683808
gpu_shared_bec_aos_u,32,1,58,0.684480
gpu_shared_bec_aos_u,32,1,59,0.684960
gpu_shared_bec_aos_u,32,1,60,0.681824
gpu_shared_bec_aos_u,32,1,61,0.683808
gpu_shared_bec_aos_u,32,1,62,0.683008
gpu_shared_bec_aos_u,32,1,63,0.682080
gpu_shared_bec_aos_u,32,1,64,0.683360
gpu_shared_bec_aos_u,32,1,65,0.682208
gpu_shared_bec_aos_u,32,1,66,0.682656
gpu_shared_bec_aos_u,32,1,67,0.684160
gpu_shared_bec_aos_u,32,1,68,0.684608
gpu_shared_bec_aos_u,32,1,69,0.681472
gpu_shared_bec_aos_u,32,1,70,0.683648
gpu_shared_bec_aos_u,32,1,71,0.681792
gpu_shared_bec_aos_u,32,1,72,0.682304
gpu_shared_bec_aos_u,32,1,73,0.684544
gpu_shared_bec_aos_u,32,1,74,0.684608
