backend,V,nlev,N_e,cell_dist,layout,schedule,run_id,time_ms
cpu,1,256,163840,uniform,V1,jk_outer,0,25.500127
cpu,1,256,163840,uniform,V1,jk_outer,1,26.177995
cpu,1,256,163840,uniform,V1,jk_outer,2,26.026063
cpu,1,256,163840,uniform,V1,jk_outer,3,25.615483
cpu,1,256,163840,uniform,V1,jk_outer,4,25.611099
cpu,1,256,163840,uniform,V1,jk_outer,5,25.625275
cpu,1,256,163840,uniform,V1,jk_outer,6,25.836404
cpu,1,256,163840,uniform,V1,jk_outer,7,26.064719
cpu,1,256,163840,uniform,V1,jk_outer,8,25.822581
cpu,1,256,163840,uniform,V1,jk_outer,9,25.859892
cpu,1,256,163840,uniform,V1,jk_outer,10,26.119085
cpu,1,256,163840,uniform,V1,jk_outer,11,25.724697
cpu,1,256,163840,uniform,V1,jk_outer,12,26.119341
cpu,1,256,163840,uniform,V1,jk_outer,13,25.992657
cpu,1,256,163840,uniform,V1,jk_outer,14,25.754103
cpu,1,256,163840,uniform,V1,jk_outer,15,26.044432
cpu,1,256,163840,uniform,V1,jk_outer,16,26.104813
cpu,1,256,163840,uniform,V1,jk_outer,17,25.891124
cpu,1,256,163840,uniform,V1,jk_outer,18,26.180779
cpu,1,256,163840,uniform,V1,jk_outer,19,26.336647
cpu,1,256,163840,uniform,V1,jk_outer,20,26.057807
cpu,1,256,163840,uniform,V1,jk_outer,21,26.361510
cpu,1,256,163840,uniform,V1,jk_outer,22,26.356102
cpu,1,256,163840,uniform,V1,jk_outer,23,25.847733
cpu,1,256,163840,uniform,V1,jk_outer,24,26.293416
cpu,1,256,163840,uniform,V1,jk_outer,25,26.073455
cpu,1,256,163840,uniform,V1,jk_outer,26,25.974385
cpu,1,256,163840,uniform,V1,jk_outer,27,26.297352
cpu,1,256,163840,uniform,V1,jk_outer,28,26.073903
cpu,1,256,163840,uniform,V1,jk_outer,29,26.013552
cpu,1,256,163840,uniform,V1,jk_outer,30,26.175979
cpu,1,256,163840,uniform,V1,jk_outer,31,25.784023
cpu,1,256,163840,uniform,V1,jk_outer,32,25.932467
cpu,1,256,163840,uniform,V1,jk_outer,33,26.344486
cpu,1,256,163840,uniform,V1,jk_outer,34,25.769878
cpu,1,256,163840,uniform,V1,jk_outer,35,25.873972
cpu,1,256,163840,uniform,V1,jk_outer,36,26.235114
cpu,1,256,163840,uniform,V1,jk_outer,37,25.645691
cpu,1,256,163840,uniform,V1,jk_outer,38,25.578461
cpu,1,256,163840,uniform,V1,jk_outer,39,26.034704
cpu,1,256,163840,uniform,V1,jk_outer,40,25.777367
cpu,1,256,163840,uniform,V1,jk_outer,41,25.877300
cpu,1,256,163840,uniform,V1,jk_outer,42,26.437412
cpu,1,256,163840,uniform,V1,jk_outer,43,25.849973
cpu,1,256,163840,uniform,V1,jk_outer,44,26.132909
cpu,1,256,163840,uniform,V1,jk_outer,45,25.999632
cpu,1,256,163840,uniform,V1,jk_outer,46,25.813461
cpu,1,256,163840,uniform,V1,jk_outer,47,26.126541
cpu,1,256,163840,uniform,V1,jk_outer,48,25.926354
cpu,1,256,163840,uniform,V1,jk_outer,49,25.967281
cpu,1,256,163840,uniform,V1,jk_outer,50,25.997520
cpu,1,256,163840,uniform,V1,jk_outer,51,25.813494
cpu,1,256,163840,uniform,V1,jk_outer,52,26.105934
cpu,1,256,163840,uniform,V1,jk_outer,53,25.901939
cpu,1,256,163840,uniform,V1,jk_outer,54,25.795222
cpu,1,256,163840,uniform,V1,jk_outer,55,26.237834
cpu,1,256,163840,uniform,V1,jk_outer,56,25.905939
cpu,1,256,163840,uniform,V1,jk_outer,57,25.729752
cpu,1,256,163840,uniform,V1,jk_outer,58,26.237386
cpu,1,256,163840,uniform,V1,jk_outer,59,26.028911
cpu,1,256,163840,uniform,V1,jk_outer,60,25.464320
cpu,1,256,163840,uniform,V1,jk_outer,61,26.100813
cpu,1,256,163840,uniform,V1,jk_outer,62,26.061454
cpu,1,256,163840,uniform,V1,jk_outer,63,25.941202
cpu,1,256,163840,uniform,V1,jk_outer,64,26.247817
cpu,1,256,163840,uniform,V1,jk_outer,65,26.002096
cpu,1,256,163840,uniform,V1,jk_outer,66,25.936594
cpu,1,256,163840,uniform,V1,jk_outer,67,26.242250
cpu,1,256,163840,uniform,V1,jk_outer,68,26.270280
cpu,1,256,163840,uniform,V1,jk_outer,69,26.027631
cpu,1,256,163840,uniform,V1,jk_outer,70,26.522401
cpu,1,256,163840,uniform,V1,jk_outer,71,35.734967
cpu,1,256,163840,uniform,V1,jk_outer,72,26.282216
cpu,1,256,163840,uniform,V1,jk_outer,73,26.034352
cpu,1,256,163840,uniform,V1,jk_outer,74,26.266665
cpu,1,256,163840,uniform,V1,jk_outer,75,26.214026
cpu,1,256,163840,uniform,V1,jk_outer,76,25.950194
cpu,1,256,163840,uniform,V1,jk_outer,77,26.132620
cpu,1,256,163840,uniform,V1,jk_outer,78,26.224618
cpu,1,256,163840,uniform,V1,jk_outer,79,25.851253
cpu,1,256,163840,uniform,V1,jk_outer,80,26.189835
cpu,1,256,163840,uniform,V1,jk_outer,81,26.933333
cpu,1,256,163840,uniform,V1,jk_outer,82,25.786071
cpu,1,256,163840,uniform,V1,jk_outer,83,26.246729
cpu,1,256,163840,uniform,V1,jk_outer,84,26.039119
cpu,1,256,163840,uniform,V1,jk_outer,85,26.011120
cpu,1,256,163840,uniform,V1,jk_outer,86,26.010352
cpu,1,256,163840,uniform,V1,jk_outer,87,25.829845
cpu,1,256,163840,uniform,V1,jk_outer,88,25.896307
cpu,1,256,163840,uniform,V1,jk_outer,89,26.622334
cpu,1,256,163840,uniform,V1,jk_outer,90,26.399940
cpu,1,256,163840,uniform,V1,jk_outer,91,25.945522
cpu,1,256,163840,uniform,V1,jk_outer,92,26.055471
cpu,1,256,163840,uniform,V1,jk_outer,93,26.323878
cpu,1,256,163840,uniform,V1,jk_outer,94,26.025391
cpu,1,256,163840,uniform,V1,jk_outer,95,26.240713
cpu,1,256,163840,uniform,V1,jk_outer,96,25.888211
cpu,1,256,163840,uniform,V1,jk_outer,97,25.902867
cpu,1,256,163840,uniform,V1,jk_outer,98,26.020304
cpu,1,256,163840,uniform,V1,jk_outer,99,25.977265
cpu,1,256,163840,uniform,V1,je_outer,0,32.915912
cpu,1,256,163840,uniform,V1,je_outer,1,32.805803
cpu,1,256,163840,uniform,V1,je_outer,2,32.792844
cpu,1,256,163840,uniform,V1,je_outer,3,32.958151
cpu,1,256,163840,uniform,V1,je_outer,4,32.941736
cpu,1,256,163840,uniform,V1,je_outer,5,32.811499
cpu,1,256,163840,uniform,V1,je_outer,6,33.063844
cpu,1,256,163840,uniform,V1,je_outer,7,33.076099
cpu,1,256,163840,uniform,V1,je_outer,8,33.077380
cpu,1,256,163840,uniform,V1,je_outer,9,32.989990
cpu,1,256,163840,uniform,V1,je_outer,10,32.857546
cpu,1,256,163840,uniform,V1,je_outer,11,33.050052
cpu,1,256,163840,uniform,V1,je_outer,12,32.562450
cpu,1,256,163840,uniform,V1,je_outer,13,32.249244
cpu,1,256,163840,uniform,V1,je_outer,14,33.227583
cpu,1,256,163840,uniform,V1,je_outer,15,33.774799
cpu,1,256,163840,uniform,V1,je_outer,16,33.119114
cpu,1,256,163840,uniform,V1,je_outer,17,32.853522
cpu,1,256,163840,uniform,V1,je_outer,18,33.004750
cpu,1,256,163840,uniform,V1,je_outer,19,32.710967
cpu,1,256,163840,uniform,V1,je_outer,20,32.642873
cpu,1,256,163840,uniform,V1,je_outer,21,33.206440
cpu,1,256,163840,uniform,V1,je_outer,22,32.672215
cpu,1,256,163840,uniform,V1,je_outer,23,32.919825
cpu,1,256,163840,uniform,V1,je_outer,24,32.572506
cpu,1,256,163840,uniform,V1,je_outer,25,32.740118
cpu,1,256,163840,uniform,V1,je_outer,26,36.550440
cpu,1,256,163840,uniform,V1,je_outer,27,32.741365
cpu,1,256,163840,uniform,V1,je_outer,28,32.823123
cpu,1,256,163840,uniform,V1,je_outer,29,32.589402
cpu,1,256,163840,uniform,V1,je_outer,30,32.515484
cpu,1,256,163840,uniform,V1,je_outer,31,32.593626
cpu,1,256,163840,uniform,V1,je_outer,32,34.819162
cpu,1,256,163840,uniform,V1,je_outer,33,32.765525
cpu,1,256,163840,uniform,V1,je_outer,34,33.169961
cpu,1,256,163840,uniform,V1,je_outer,35,33.146505
cpu,1,256,163840,uniform,V1,je_outer,36,33.084299
cpu,1,256,163840,uniform,V1,je_outer,37,32.750549
cpu,1,256,163840,uniform,V1,je_outer,38,32.941168
cpu,1,256,163840,uniform,V1,je_outer,39,32.658296
cpu,1,256,163840,uniform,V1,je_outer,40,33.135849
cpu,1,256,163840,uniform,V1,je_outer,41,32.768693
cpu,1,256,163840,uniform,V1,je_outer,42,33.309670
cpu,1,256,163840,uniform,V1,je_outer,43,32.959919
