P,layout,run,ms,gbps
3,AoS,0,15.093430,569.12
3,AoS,1,15.095201,569.05
3,AoS,2,15.108011,568.57
3,AoS,3,15.109850,568.50
3,AoS,4,15.083569,569.49
3,AoS,5,15.083650,569.49
3,AoS,6,15.072880,569.89
3,AoS,7,15.083721,569.48
3,AoS,8,15.057851,570.46
3,AoS,9,15.219921,564.39
3,AoS,10,15.075299,569.80
3,AoS,11,15.075839,569.78
3,AoS,12,15.071899,569.93
3,AoS,13,15.092221,569.16
3,AoS,14,15.064071,570.23
3,AoS,15,15.091511,569.19
3,AoS,16,15.084159,569.47
3,AoS,17,15.058629,570.43
3,AoS,18,15.089809,569.25
3,AoS,19,15.091931,569.17
3,AoS,20,15.087261,569.35
3,AoS,21,15.073250,569.88
3,AoS,22,15.061619,570.32
3,AoS,23,15.067059,570.11
3,AoS,24,15.084659,569.45
3,AoS,25,15.052700,570.66
3,AoS,26,15.070121,570.00
3,AoS,27,15.063731,570.24
3,AoS,28,15.085629,569.41
3,AoS,29,15.079629,569.64
3,AoS,30,15.072580,569.90
3,AoS,31,15.091730,569.18
3,AoS,32,15.079871,569.63
3,AoS,33,15.081040,569.58
3,AoS,34,15.090579,569.22
3,AoS,35,15.090569,569.22
3,AoS,36,15.090099,569.24
3,AoS,37,15.069920,570.00
3,AoS,38,15.060771,570.35
3,AoS,39,15.078980,569.66
3,AoS,40,15.080330,569.61
3,AoS,41,15.061469,570.32
3,AoS,42,15.091939,569.17
3,AoS,43,15.094461,569.08
3,AoS,44,15.069621,570.02
3,AoS,45,15.090440,569.23
3,AoS,46,15.063139,570.26
3,AoS,47,15.067639,570.09
3,AoS,48,15.072879,569.89
3,AoS,49,15.071799,569.93
3,AoS,50,15.092270,569.16
3,AoS,51,15.073180,569.88
3,AoS,52,15.060469,570.36
3,AoS,53,15.106059,568.64
3,AoS,54,15.073279,569.88
3,AoS,55,15.111140,568.45
3,AoS,56,15.069981,570.00
3,AoS,57,15.063040,570.27
3,AoS,58,15.092509,569.15
3,AoS,59,15.062259,570.29
3,AoS,60,15.072559,569.90
3,AoS,61,15.076381,569.76
3,AoS,62,15.076611,569.75
3,AoS,63,15.083740,569.48
3,AoS,64,15.058079,570.45
3,AoS,65,15.068319,570.07
3,AoS,66,15.068899,570.04
3,AoS,67,15.066981,570.12
3,AoS,68,15.078111,569.70
3,AoS,69,15.067651,570.09
3,AoS,70,15.082359,569.53
3,AoS,71,15.088419,569.31
3,AoS,72,15.073919,569.85
3,AoS,73,15.111840,568.42
3,AoS,74,15.062901,570.27
3,AoS,75,15.071731,569.94
3,AoS,76,15.074949,569.81
3,AoS,77,15.066129,570.15
3,AoS,78,15.073089,569.88
3,AoS,79,15.084520,569.45
3,AoS,80,15.071421,569.95
3,AoS,81,15.076620,569.75
3,AoS,82,15.071380,569.95
3,AoS,83,15.075429,569.80
3,AoS,84,15.092739,569.14
3,AoS,85,15.066001,570.15
3,AoS,86,15.080161,569.62
3,AoS,87,15.066101,570.15
3,AoS,88,15.080179,569.62
3,AoS,89,15.153939,566.84
3,AoS,90,15.086679,569.37
3,AoS,91,15.073770,569.86
3,AoS,92,15.078131,569.69
3,AoS,93,15.074561,569.83
3,AoS,94,15.085599,569.41
3,AoS,95,15.059679,570.39
3,AoS,96,15.085650,569.41
3,AoS,97,15.059551,570.40
3,AoS,98,15.071901,569.93
3,AoS,99,15.093700,569.11
3,SoA,0,7.489925,1146.86
3,SoA,1,7.503493,1144.79
3,SoA,2,7.483835,1147.80
3,SoA,3,7.466083,1150.53
3,SoA,4,7.475955,1149.01
3,SoA,5,7.493916,1146.25
3,SoA,6,7.501506,1145.09
3,SoA,7,7.488095,1147.14
3,SoA,8,7.472085,1149.60
3,SoA,9,7.471665,1149.67
3,SoA,10,7.466864,1150.41
3,SoA,11,7.496135,1145.91
3,SoA,12,7.495474,1146.02
3,SoA,13,7.469345,1150.02
3,SoA,14,7.497675,1145.68
3,SoA,15,7.465445,1150.62
3,SoA,16,7.446405,1153.57
3,SoA,17,7.457486,1151.85
3,SoA,18,7.495776,1145.97
3,SoA,19,7.441814,1154.28
3,SoA,20,7.487225,1147.28
3,SoA,21,7.492814,1146.42
3,SoA,22,7.485895,1147.48
3,SoA,23,7.491713,1146.59
3,SoA,24,7.484675,1147.67
3,SoA,25,7.506924,1144.27
3,SoA,26,7.448265,1153.28
3,SoA,27,7.481165,1148.21
3,SoA,28,7.506624,1144.31
3,SoA,29,7.456425,1152.02
3,SoA,30,7.492314,1146.50
3,SoA,31,7.476635,1148.90
3,SoA,32,7.503743,1144.75
3,SoA,33,7.487245,1147.27
3,SoA,34,7.505674,1144.46
3,SoA,35,7.465975,1150.54
3,SoA,36,7.465615,1150.60
3,SoA,37,7.481525,1148.15
3,SoA,38,7.489875,1146.87
3,SoA,39,7.472524,1149.53
3,SoA,40,7.473876,1149.33
3,SoA,41,7.505913,1144.42
3,SoA,42,7.462245,1151.12
3,SoA,43,7.467563,1150.30
3,SoA,44,7.461165,1151.28
3,SoA,45,7.491154,1146.68
3,SoA,46,7.492575,1146.46
3,SoA,47,7.485095,1147.60
3,SoA,48,7.494295,1146.20
3,SoA,49,7.445115,1153.77
3,SoA,50,7.488234,1147.12
3,SoA,51,7.479886,1148.40
3,SoA,52,7.495984,1145.94
3,SoA,53,7.476105,1148.98
3,SoA,54,7.480965,1148.24
3,SoA,55,7.494485,1146.17
3,SoA,56,7.458785,1151.65
3,SoA,57,7.490365,1146.80
3,SoA,58,7.476555,1148.92
3,SoA,59,7.453585,1152.46
3,SoA,60,7.487845,1147.18
3,SoA,61,7.491663,1146.60
3,SoA,62,7.482375,1148.02
3,SoA,63,7.466623,1150.44
3,SoA,64,7.478676,1148.59
3,SoA,65,7.484554,1147.69
3,SoA,66,7.484545,1147.69
3,SoA,67,7.481024,1148.23
3,SoA,68,7.493495,1146.32
3,SoA,69,7.446145,1153.61
3,SoA,70,7.458454,1151.70
3,SoA,71,7.479285,1148.50
3,SoA,72,7.494194,1146.21
3,SoA,73,7.480325,1148.34
3,SoA,74,7.495454,1146.02
3,SoA,75,7.501185,1145.14
3,SoA,76,7.437055,1155.02
3,SoA,77,7.489445,1146.94
3,SoA,78,7.462385,1151.10
3,SoA,79,7.462735,1151.04
3,SoA,80,7.463676,1150.90
3,SoA,81,7.489684,1146.90
3,SoA,82,7.497576,1145.69
3,SoA,83,7.481374,1148.17
3,SoA,84,7.506055,1144.40
3,SoA,85,7.475875,1149.02
3,SoA,86,7.452755,1152.58
3,SoA,87,7.504095,1144.70
3,SoA,88,7.510795,1143.68
3,SoA,89,7.487765,1147.19
3,SoA,90,7.468264,1150.19
3,SoA,91,7.479656,1148.44
3,SoA,92,7.501294,1145.13
3,SoA,93,7.478236,1148.66
3,SoA,94,7.496244,1145.90
3,SoA,95,7.497116,1145.76
3,SoA,96,7.438995,1154.72
3,SoA,97,7.461845,1151.18
3,SoA,98,7.488115,1147.14
3,SoA,99,7.513986,1143.19
3,AoSoA-2,0,15.132039,567.66
3,AoSoA-2,1,15.101190,568.82
3,AoSoA-2,2,15.082229,569.54
3,AoSoA-2,3,15.119940,568.12
3,AoSoA-2,4,15.127391,567.84
3,AoSoA-2,5,15.101980,568.79
3,AoSoA-2,6,15.099040,568.91
3,AoSoA-2,7,15.092019,569.17
3,AoSoA-2,8,15.102690,568.77
3,AoSoA-2,9,15.088101,569.32
3,AoSoA-2,10,15.093971,569.10
3,AoSoA-2,11,15.098280,568.93
3,AoSoA-2,12,15.080319,569.61
3,AoSoA-2,13,15.112469,568.40
3,AoSoA-2,14,15.073329,569.88
3,AoSoA-2,15,15.105081,568.68
3,AoSoA-2,16,15.102991,568.76
3,AoSoA-2,17,15.087871,569.33
3,AoSoA-2,18,15.092699,569.14
3,AoSoA-2,19,15.090379,569.23
3,AoSoA-2,20,15.085300,569.42
3,AoSoA-2,21,15.089300,569.27
3,AoSoA-2,22,15.098491,568.93
3,AoSoA-2,23,15.077580,569.72
3,AoSoA-2,24,15.065449,570.17
3,AoSoA-2,25,15.109869,568.50
3,AoSoA-2,26,15.116389,568.25
3,AoSoA-2,27,15.115841,568.27
3,AoSoA-2,28,15.081471,569.57
3,AoSoA-2,29,15.082260,569.54
3,AoSoA-2,30,15.088979,569.28
3,AoSoA-2,31,15.108399,568.55
3,AoSoA-2,32,15.111150,568.45
3,AoSoA-2,33,15.099381,568.89
3,AoSoA-2,34,15.105120,568.68
3,AoSoA-2,35,15.100210,568.86
3,AoSoA-2,36,15.088709,569.29
3,AoSoA-2,37,15.111529,568.44
3,AoSoA-2,38,15.088691,569.30
3,AoSoA-2,39,15.082791,569.52
3,AoSoA-2,40,15.088031,569.32
3,AoSoA-2,41,15.109549,568.51
3,AoSoA-2,42,15.106659,568.62
3,AoSoA-2,43,15.090079,569.24
3,AoSoA-2,44,15.091840,569.18
3,AoSoA-2,45,15.101811,568.80
3,AoSoA-2,46,15.116381,568.25
3,AoSoA-2,47,15.112549,568.40
3,AoSoA-2,48,15.101040,568.83
3,AoSoA-2,49,15.087879,569.33
3,AoSoA-2,50,15.092820,569.14
3,AoSoA-2,51,15.121531,568.06
3,AoSoA-2,52,15.104311,568.71
3,AoSoA-2,53,15.110809,568.46
3,AoSoA-2,54,15.080810,569.59
3,AoSoA-2,55,15.101689,568.81
3,AoSoA-2,56,15.118301,568.18
3,AoSoA-2,57,15.236411,563.78
3,AoSoA-2,58,15.090160,569.24
3,AoSoA-2,59,15.084969,569.44
