P,layout,run,ms,gbps
3,AoS,0,3.225059,2663.50
3,AoS,1,3.196060,2687.66
3,AoS,2,3.204180,2680.85
3,AoS,3,3.179539,2701.63
3,AoS,4,3.227621,2661.38
3,AoS,5,3.129219,2745.07
3,AoS,6,3.142220,2733.71
3,AoS,7,3.141979,2733.92
3,AoS,8,3.171099,2708.82
3,AoS,9,3.179220,2701.90
3,AoS,10,3.117780,2755.14
3,AoS,11,3.139579,2736.01
3,AoS,12,3.213420,2673.14
3,AoS,13,3.132819,2741.92
3,AoS,14,3.150660,2726.39
3,AoS,15,3.135579,2739.50
3,AoS,16,3.162900,2715.84
3,AoS,17,3.183780,2698.03
3,AoS,18,3.112260,2760.03
3,AoS,19,3.152936,2724.42
3,AoS,20,3.309017,2595.92
3,AoS,21,3.085256,2784.19
3,AoS,22,3.002536,2860.89
3,AoS,23,3.120496,2752.75
3,AoS,24,3.215297,2671.58
3,AoS,25,3.398618,2527.48
3,AoS,26,3.190817,2692.08
3,AoS,27,3.179337,2701.80
3,AoS,28,3.159376,2718.87
3,AoS,29,3.175337,2705.20
3,AoS,30,3.139896,2735.74
3,AoS,31,3.159256,2718.97
3,AoS,32,3.164697,2714.30
3,AoS,33,3.148976,2727.85
3,AoS,34,3.137177,2738.11
3,AoS,35,3.151856,2725.36
3,AoS,36,3.151177,2725.94
3,AoS,37,3.137496,2737.83
3,AoS,38,3.171257,2708.68
3,AoS,39,3.133496,2741.33
3,AoS,40,3.142856,2733.16
3,AoS,41,3.141817,2734.07
3,AoS,42,3.160976,2717.49
3,AoS,43,3.152337,2724.94
3,AoS,44,3.170257,2709.54
3,AoS,45,3.133016,2741.75
3,AoS,46,3.134657,2740.31
3,AoS,47,3.207137,2678.38
3,AoS,48,3.126056,2747.85
3,AoS,49,3.132537,2742.16
3,AoS,50,3.176657,2704.08
3,AoS,51,3.166216,2713.00
3,AoS,52,3.143896,2732.26
3,AoS,53,3.158257,2719.83
3,AoS,54,3.152536,2724.77
3,AoS,55,3.149057,2727.78
3,AoS,56,3.226497,2662.31
3,AoS,57,3.128737,2745.50
3,AoS,58,3.136456,2738.74
3,AoS,59,3.124417,2749.29
3,AoS,60,3.231578,2658.12
3,AoS,61,3.083817,2785.49
3,AoS,62,3.128098,2746.06
3,AoS,63,3.144898,2731.39
3,AoS,64,3.149857,2727.09
3,AoS,65,3.153257,2724.15
3,AoS,66,3.142618,2733.37
3,AoS,67,3.151938,2725.29
3,AoS,68,3.162098,2716.53
3,AoS,69,3.171458,2708.51
3,AoS,70,3.142577,2733.40
3,AoS,71,3.157138,2720.80
3,AoS,72,3.153098,2724.28
3,AoS,73,3.132698,2742.02
3,AoS,74,3.162018,2716.60
3,AoS,75,3.135657,2739.44
3,AoS,76,3.122858,2750.66
3,AoS,77,3.184058,2697.79
3,AoS,78,3.153298,2724.11
3,AoS,79,3.135576,2739.51
3,AoS,80,3.157896,2720.14
3,AoS,81,3.145456,2730.90
3,AoS,82,3.154777,2722.83
3,AoS,83,3.190537,2692.32
3,AoS,84,3.082056,2787.08
3,AoS,85,3.199977,2684.37
3,AoS,86,3.150417,2726.60
3,AoS,87,3.149657,2727.26
3,AoS,88,3.174297,2706.09
3,AoS,89,3.138057,2737.34
3,AoS,90,3.163137,2715.64
3,AoS,91,3.128737,2745.50
3,AoS,92,3.150897,2726.19
3,AoS,93,3.158257,2719.83
3,AoS,94,3.181537,2699.93
3,AoS,95,3.143937,2732.22
3,AoS,96,3.128536,2745.67
3,AoS,97,3.141697,2734.17
3,AoS,98,3.144537,2731.70
3,AoS,99,3.144856,2731.42
3,SoA,0,2.514534,3416.11
3,SoA,1,2.668254,3219.31
3,SoA,2,2.945816,2915.98
3,SoA,3,2.573284,3338.12
